,airport_code,airport_name,year,month,ntsb_accidents,ntsb_incidents,faa_incidents,dataset
28447,RXE,Rexburg Madison County,1986,7,0.0,0.0,1.0,faa
18969,SAN,San Diego International Airport,1983,1,0.0,1.0,0.0,ntsb
6337,SAN,San Diego Metropolitan Area,1983,1,0.0,0.0,1.0,faa
18972,SAN,San Diego International Airport,1999,6,0.0,1.0,0.0,ntsb
6369,SAN,San Diego Metropolitan Area,1999,6,0.0,0.0,1.0,faa
19024,SAV,Savannah Hilton Head International Airport,1982,7,1.0,0.0,0.0,ntsb
18848,SAV,Savannah Hilton Head Intl,1982,7,0.0,0.0,2.0,faa
19054,SBA,Santa Barbara Municipal Airport,1982,5,1.0,0.0,0.0,ntsb
14713,SBA,Santa Barbara Municipal,1982,5,0.0,0.0,2.0,faa
19055,SBA,Santa Barbara Municipal Airport,1984,3,1.0,0.0,0.0,ntsb
14718,SBA,Santa Barbara Municipal,1984,3,0.0,0.0,1.0,faa
19057,SBA,Santa Barbara Municipal Airport,1985,7,1.0,0.0,0.0,ntsb
14723,SBA,Santa Barbara Municipal,1985,7,0.0,0.0,1.0,faa
19061,SBA,Santa Barbara Municipal Airport,1989,1,1.0,0.0,0.0,ntsb
14733,SBA,Santa Barbara Municipal,1989,1,0.0,0.0,1.0,faa
19062,SBA,Santa Barbara Municipal Airport,1989,12,1.0,0.0,0.0,ntsb
14734,SBA,Santa Barbara Municipal,1989,12,0.0,0.0,1.0,faa
19070,SBA,Santa Barbara Municipal Airport,1997,3,1.0,0.0,0.0,ntsb
14747,SBA,Santa Barbara Municipal,1997,3,0.0,0.0,1.0,faa
19073,SBA,Santa Barbara Municipal Airport,1998,11,1.0,0.0,0.0,ntsb
14751,SBA,Santa Barbara Municipal,1998,11,0.0,0.0,1.0,faa
19094,SBD,San Bernardino International Airport,2017,12,1.0,0.0,0.0,ntsb
56962,SBD,San Bernardino International,2017,12,0.0,0.0,1.0,faa
19116,SBN,South Bend Regional Airport,1982,3,0.0,1.0,0.0,ntsb
33918,SBN,South Bend International,1982,3,0.0,0.0,2.0,faa
19118,SBN,South Bend Regional Airport,1989,1,1.0,0.0,0.0,ntsb
33941,SBN,South Bend International,1989,1,0.0,0.0,1.0,faa
19119,SBN,South Bend Regional Airport,1992,5,1.0,0.0,0.0,ntsb
33961,SBN,South Bend International,1992,5,0.0,0.0,1.0,faa
19120,SBN,South Bend Regional Airport,1994,1,0.0,1.0,0.0,ntsb
33969,SBN,South Bend International,1994,1,0.0,0.0,2.0,faa
19121,SBN,South Bend Regional Airport,1995,9,1.0,0.0,0.0,ntsb
33975,SBN,South Bend International,1995,9,0.0,0.0,1.0,faa
19122,SBN,South Bend Regional Airport,1995,11,1.0,0.0,0.0,ntsb
33977,SBN,South Bend International,1995,11,0.0,0.0,1.0,faa
19123,SBN,South Bend Regional Airport,1999,8,0.0,1.0,0.0,ntsb
33991,SBN,South Bend International,1999,8,0.0,0.0,1.0,faa
19124,SBN,South Bend Regional Airport,2004,12,1.0,0.0,0.0,ntsb
34009,SBN,South Bend International,2004,12,0.0,0.0,1.0,faa
19132,SBO,Salina Gunnison Airport,1985,12,1.0,0.0,0.0,ntsb
7161,SBO,Salina/Gunnison,1985,12,0.0,0.0,1.0,faa
19142,SBP,San Luis County Regional Airport,1986,3,1.0,0.0,0.0,ntsb
36974,SBP,San Luis Obispo San Luis County Rgnl,1986,3,0.0,0.0,1.0,faa
19147,SBP,San Luis County Regional Airport,1990,9,1.0,0.0,0.0,ntsb
36986,SBP,San Luis Obispo San Luis County Rgnl,1990,9,0.0,0.0,1.0,faa
19151,SBP,San Luis County Regional Airport,1994,8,1.0,0.0,0.0,ntsb
36996,SBP,San Luis Obispo San Luis County Rgnl,1994,8,0.0,0.0,1.0,faa
19154,SBP,San Luis County Regional Airport,1996,8,1.0,0.0,0.0,ntsb
36998,SBP,San Luis Obispo San Luis County Rgnl,1996,8,0.0,0.0,1.0,faa
19163,SBP,San Luis County Regional Airport,2005,8,1.0,0.0,0.0,ntsb
37011,SBP,San Luis Obispo San Luis County Rgnl,2005,8,0.0,0.0,1.0,faa
19173,SBP,San Luis County Regional Airport,2018,9,1.0,0.0,0.0,ntsb
37030,SBP,San Luis Obispo San Luis County Rgnl,2018,9,0.0,0.0,1.0,faa
19207,SCC,Deadhorse Airport,1988,11,0.0,1.0,0.0,ntsb
15037,SCC,Prudhoe Bay/Deadhorse Deadhorse,1988,11,0.0,0.0,1.0,faa
19210,SCC,Deadhorse Airport,2000,7,0.0,1.0,0.0,ntsb
15039,SCC,Prudhoe Bay/Deadhorse Deadhorse,2000,7,0.0,0.0,1.0,faa
19223,SCK,Stockton Metropolitan Airport,1982,2,1.0,0.0,0.0,ntsb
1161,SCK,Sacramento Stockton Metropolitan,1982,2,0.0,0.0,1.0,faa
19224,SCK,Stockton Metropolitan Airport,1984,9,1.0,0.0,0.0,ntsb
1173,SCK,Sacramento Stockton Metropolitan,1984,9,0.0,0.0,1.0,faa
19228,SCK,Stockton Metropolitan Airport,1990,4,1.0,0.0,0.0,ntsb
1186,SCK,Sacramento Stockton Metropolitan,1990,4,0.0,0.0,1.0,faa
19231,SCK,Stockton Metropolitan Airport,1994,7,1.0,0.0,0.0,ntsb
1198,SCK,Sacramento Stockton Metropolitan,1994,7,0.0,0.0,1.0,faa
19234,SCK,Stockton Metropolitan Airport,2001,6,1.0,0.0,0.0,ntsb
1210,SCK,Sacramento Stockton Metropolitan,2001,6,0.0,0.0,2.0,faa
19236,SCK,Stockton Metropolitan Airport,2003,10,1.0,0.0,0.0,ntsb
1216,SCK,Sacramento Stockton Metropolitan,2003,10,0.0,0.0,2.0,faa
19241,SCK,Stockton Metropolitan Airport,2011,3,1.0,0.0,0.0,ntsb
1226,SCK,Sacramento Stockton Metropolitan,2011,3,0.0,0.0,1.0,faa
19245,SCM,Scammon Bay Airport,1985,9,0.0,1.0,0.0,ntsb
28218,SCM,Scammon Bay,1985,9,0.0,0.0,1.0,faa
19259,SDF,Louisville Muhammad Ali International Airport,1986,11,0.0,1.0,0.0,ntsb
30744,SDF,Louisville Intl-Standiford Fld,1986,11,0.0,0.0,1.0,faa
19261,SDF,Louisville Muhammad Ali International Airport,1990,1,0.0,1.0,0.0,ntsb
30763,SDF,Louisville Intl-Standiford Fld,1990,1,0.0,0.0,2.0,faa
19262,SDF,Louisville Muhammad Ali International Airport,1995,5,0.0,1.0,0.0,ntsb
30791,SDF,Louisville Intl-Standiford Fld,1995,5,0.0,0.0,1.0,faa
19320,SDM,Brown Field Municipal Airport,1983,10,1.0,0.0,0.0,ntsb
48389,SDM,San Diego Brown Field Municipal,1983,10,0.0,0.0,1.0,faa
19323,SDM,Brown Field Municipal Airport,1989,6,1.0,0.0,0.0,ntsb
48407,SDM,San Diego Brown Field Municipal,1989,6,0.0,0.0,1.0,faa
19343,SDM,Brown Field Municipal Airport,2017,9,1.0,0.0,0.0,ntsb
48447,SDM,San Diego Brown Field Municipal,2017,9,0.0,0.0,1.0,faa
19344,SDM,Brown Field Municipal Airport,2018,4,1.0,0.0,0.0,ntsb
48448,SDM,San Diego Brown Field Municipal,2018,4,0.0,0.0,1.0,faa
19358,SEA,Seattle Tacoma International Airport,1985,3,1.0,0.0,0.0,ntsb
10595,SEA,Seattle Metropolitan Area,1985,3,0.0,0.0,1.0,faa
19360,SEA,Seattle Tacoma International Airport,1986,10,0.0,1.0,0.0,ntsb
10596,SEA,Seattle Metropolitan Area,1986,10,0.0,0.0,1.0,faa
19389,SEE,Gillespie Field,1984,8,1.0,0.0,0.0,ntsb
22269,SEE,San Diego Gillespie Field,1984,8,0.0,0.0,1.0,faa
19390,SEE,Gillespie Field,1985,1,1.0,0.0,0.0,ntsb
22270,SEE,San Diego Gillespie Field,1985,1,0.0,0.0,2.0,faa
19397,SEE,Gillespie Field,1990,6,1.0,0.0,0.0,ntsb
22287,SEE,San Diego Gillespie Field,1990,6,0.0,0.0,1.0,faa
19405,SEE,Gillespie Field,1998,6,1.0,0.0,0.0,ntsb
22305,SEE,San Diego Gillespie Field,1998,6,0.0,0.0,1.0,faa
19408,SEE,Gillespie Field,2000,10,1.0,0.0,0.0,ntsb
22313,SEE,San Diego Gillespie Field,2000,10,0.0,0.0,1.0,faa
19411,SEE,Gillespie Field,2002,5,1.0,0.0,0.0,ntsb
22317,SEE,San Diego Gillespie Field,2002,5,0.0,0.0,1.0,faa
19415,SEE,Gillespie Field,2005,7,1.0,0.0,0.0,ntsb
22327,SEE,San Diego Gillespie Field,2005,7,0.0,0.0,1.0,faa
19417,SEE,Gillespie Field,2006,12,1.0,0.0,0.0,ntsb
22334,SEE,San Diego Gillespie Field,2006,12,0.0,0.0,1.0,faa
19421,SEE,Gillespie Field,2008,11,1.0,0.0,0.0,ntsb
22343,SEE,San Diego Gillespie Field,2008,11,0.0,0.0,1.0,faa
19422,SEE,Gillespie Field,2009,5,1.0,0.0,0.0,ntsb
22345,SEE,San Diego Gillespie Field,2009,5,0.0,0.0,1.0,faa
19434,SEE,Gillespie Field,2017,6,1.0,0.0,0.0,ntsb
22369,SEE,San Diego Gillespie Field,2017,6,0.0,0.0,1.0,faa
19452,SEF,Sebring Regional Airport,2009,1,1.0,0.0,0.0,ntsb
24112,SEF,Sebring Regional,2009,1,0.0,0.0,1.0,faa
19456,SEF,Sebring Regional Airport,2015,1,1.0,0.0,0.0,ntsb
24115,SEF,Sebring Regional,2015,1,0.0,0.0,1.0,faa
19553,SFB,Orlando Sanford International Airport,1990,12,0.0,1.0,0.0,ntsb
35837,SFB,Orlando Sanford Intl,1990,12,0.0,0.0,2.0,faa
19555,SFB,Orlando Sanford International Airport,1994,3,1.0,0.0,0.0,ntsb
35846,SFB,Orlando Sanford Intl,1994,3,0.0,0.0,1.0,faa
19556,SFB,Orlando Sanford International Airport,1994,5,1.0,0.0,0.0,ntsb
35847,SFB,Orlando Sanford Intl,1994,5,0.0,0.0,1.0,faa
19557,SFB,Orlando Sanford International Airport,1995,7,1.0,0.0,0.0,ntsb
35852,SFB,Orlando Sanford Intl,1995,7,0.0,0.0,1.0,faa
19561,SFB,Orlando Sanford International Airport,1997,6,1.0,0.0,0.0,ntsb
35859,SFB,Orlando Sanford Intl,1997,6,0.0,0.0,1.0,faa
19565,SFB,Orlando Sanford International Airport,1999,5,1.0,0.0,0.0,ntsb
35865,SFB,Orlando Sanford Intl,1999,5,0.0,0.0,1.0,faa
19569,SFB,Orlando Sanford International Airport,2002,9,1.0,0.0,0.0,ntsb
35881,SFB,Orlando Sanford Intl,2002,9,0.0,0.0,1.0,faa
19570,SFB,Orlando Sanford International Airport,2005,1,1.0,0.0,0.0,ntsb
35888,SFB,Orlando Sanford Intl,2005,1,0.0,0.0,1.0,faa
19575,SFB,Orlando Sanford International Airport,2008,6,0.0,1.0,0.0,ntsb
35897,SFB,Orlando Sanford Intl,2008,6,0.0,0.0,2.0,faa
19578,SFB,Orlando Sanford International Airport,2010,10,1.0,0.0,0.0,ntsb
35904,SFB,Orlando Sanford Intl,2010,10,0.0,0.0,1.0,faa
19591,SFF,Felts Field,1983,9,1.0,0.0,0.0,ntsb
1525,SFF,Spokane Felts Field,1983,9,0.0,0.0,1.0,faa
19596,SFF,Felts Field,1992,10,1.0,0.0,0.0,ntsb
1544,SFF,Spokane Felts Field,1992,10,0.0,0.0,1.0,faa
19597,SFF,Felts Field,1993,4,1.0,0.0,0.0,ntsb
1547,SFF,Spokane Felts Field,1993,4,0.0,0.0,1.0,faa
19601,SFF,Felts Field,1999,7,1.0,0.0,0.0,ntsb
1554,SFF,Spokane Felts Field,1999,7,0.0,0.0,1.0,faa
19609,SFF,Felts Field,2010,9,1.0,0.0,0.0,ntsb
1564,SFF,Spokane Felts Field,2010,9,0.0,0.0,1.0,faa
19614,SFF,Felts Field,2018,4,1.0,0.0,0.0,ntsb
1567,SFF,Spokane Felts Field,2018,4,0.0,0.0,1.0,faa
19619,SFM,Sanford Seacoast Regional Airport,1991,5,1.0,0.0,0.0,ntsb
41884,SFM,Sanford Seacoast Regional,1991,5,0.0,0.0,1.0,faa
19625,SFM,Sanford Seacoast Regional Airport,1994,7,1.0,0.0,0.0,ntsb
41887,SFM,Sanford Seacoast Regional,1994,7,0.0,0.0,1.0,faa
19633,SFO,San Francisco International Airport,1982,5,1.0,0.0,0.0,ntsb
59322,SFO,San Francisco International,1982,5,0.0,0.0,1.0,faa
19636,SFO,San Francisco International Airport,1983,2,1.0,0.0,0.0,ntsb
59325,SFO,San Francisco International,1983,2,0.0,0.0,1.0,faa
19637,SFO,San Francisco International Airport,1983,10,0.0,1.0,0.0,ntsb
59330,SFO,San Francisco International,1983,10,0.0,0.0,1.0,faa
19638,SFO,San Francisco International Airport,1983,11,0.0,1.0,0.0,ntsb
59331,SFO,San Francisco International,1983,11,0.0,0.0,1.0,faa
19639,SFO,San Francisco International Airport,1984,1,1.0,0.0,0.0,ntsb
59333,SFO,San Francisco International,1984,1,0.0,0.0,1.0,faa
19640,SFO,San Francisco International Airport,1984,6,1.0,0.0,0.0,ntsb
59336,SFO,San Francisco International,1984,6,0.0,0.0,1.0,faa
19642,SFO,San Francisco International Airport,1986,3,0.0,1.0,0.0,ntsb
59342,SFO,San Francisco International,1986,3,0.0,0.0,2.0,faa
19644,SFO,San Francisco International Airport,1993,7,1.0,0.0,0.0,ntsb
59387,SFO,San Francisco International,1993,7,0.0,0.0,3.0,faa
19645,SFO,San Francisco International Airport,1996,6,2.0,0.0,0.0,ntsb
59405,SFO,San Francisco International,1996,6,0.0,0.0,2.0,faa
19646,SFO,San Francisco International Airport,1997,12,0.0,1.0,0.0,ntsb
59410,SFO,San Francisco International,1997,12,0.0,0.0,3.0,faa
19650,SFO,San Francisco International Airport,2003,11,1.0,0.0,0.0,ntsb
59425,SFO,San Francisco International,2003,11,0.0,0.0,1.0,faa
19652,SFO,San Francisco International Airport,2008,6,1.0,0.0,0.0,ntsb
59438,SFO,San Francisco International,2008,6,0.0,0.0,1.0,faa
19653,SFO,San Francisco International Airport,2008,8,1.0,0.0,0.0,ntsb
59439,SFO,San Francisco International,2008,8,0.0,0.0,1.0,faa
19677,SFZ,North Central State Airport,1996,11,1.0,0.0,0.0,ntsb
9711,SFZ,Pawtucket North Central State,1996,11,0.0,0.0,1.0,faa
19686,SFZ,North Central State Airport,2012,7,0.0,1.0,0.0,ntsb
9723,SFZ,Pawtucket North Central State,2012,7,0.0,0.0,1.0,faa
19697,SGF,Springfield Branson National Airport,1986,10,0.0,1.0,0.0,ntsb
23886,SGF,Springfield Springfld-Branson Natl,1986,10,0.0,0.0,1.0,faa
19698,SGF,Springfield Branson National Airport,1987,1,0.0,1.0,0.0,ntsb
23888,SGF,Springfield Springfld-Branson Natl,1987,1,0.0,0.0,1.0,faa
19699,SGF,Springfield Branson National Airport,1987,2,1.0,0.0,0.0,ntsb
23889,SGF,Springfield Springfld-Branson Natl,1987,2,0.0,0.0,1.0,faa
19700,SGF,Springfield Branson National Airport,1988,10,0.0,1.0,0.0,ntsb
23897,SGF,Springfield Springfld-Branson Natl,1988,10,0.0,0.0,1.0,faa
19702,SGF,Springfield Branson National Airport,1992,5,1.0,0.0,0.0,ntsb
23911,SGF,Springfield Springfld-Branson Natl,1992,5,0.0,0.0,1.0,faa
19707,SGF,Springfield Branson National Airport,1997,1,1.0,0.0,0.0,ntsb
23927,SGF,Springfield Springfld-Branson Natl,1997,1,0.0,0.0,1.0,faa
19744,SGR,Sugar Land Regional Airport,2014,5,0.0,1.0,0.0,ntsb
29398,SGR,Houston Sugar Land Regional,2014,5,0.0,0.0,1.0,faa
19789,SHD,Shenandoah Valley Regional Airport,1998,2,1.0,0.0,0.0,ntsb
58041,SHD,Staunton/Waynesboro Shenandoah Valley Rgnl,1998,2,0.0,0.0,1.0,faa
19794,SHD,Shenandoah Valley Regional Airport,2002,7,1.0,0.0,0.0,ntsb
58047,SHD,Staunton/Waynesboro Shenandoah Valley Rgnl,2002,7,0.0,0.0,1.0,faa
19819,SHR,Sheridan County Airport,1999,11,1.0,0.0,0.0,ntsb
11148,SHR,Sheridan Sheridan County,1999,11,0.0,0.0,1.0,faa
19828,SHV,Shreveport Regional Airport,1990,8,1.0,0.0,0.0,ntsb
54438,SHV,Shreveport Regional,1990,8,0.0,0.0,1.0,faa
19837,SHX,Shageluk Airport,1991,3,1.0,1.0,0.0,ntsb
25956,SHX,Shageluk,1991,3,0.0,0.0,1.0,faa
19845,SIG,Fernando Luis Ribas Dominicci Airport,1984,8,1.0,0.0,0.0,ntsb
31917,SIG,San Juan F.L. Ribas Dominicci,1984,8,0.0,0.0,1.0,faa
19848,SIG,Fernando Luis Ribas Dominicci Airport,1986,10,1.0,0.0,0.0,ntsb
31918,SIG,San Juan F.L. Ribas Dominicci,1986,10,0.0,0.0,1.0,faa
19849,SIG,Fernando Luis Ribas Dominicci Airport,1988,3,1.0,0.0,0.0,ntsb
31920,SIG,San Juan F.L. Ribas Dominicci,1988,3,0.0,0.0,1.0,faa
19880,SJC,Norman Y. Mineta San Jose International Airport,1984,8,1.0,0.0,0.0,ntsb
1129,SJC,San Jose Norman Y. Mineta Intl,1984,8,0.0,0.0,1.0,faa
19889,SJC,Norman Y. Mineta San Jose International Airport,1987,7,0.0,1.0,0.0,ntsb
1131,SJC,San Jose Norman Y. Mineta Intl,1987,7,0.0,0.0,1.0,faa
19925,SJT,San Angelo Regional Mathis Field,1983,5,1.0,0.0,0.0,ntsb
33420,SJT,San Angelo Regional (Mathis Fld),1983,5,0.0,0.0,1.0,faa
19926,SJT,San Angelo Regional Mathis Field,1985,5,1.0,0.0,0.0,ntsb
33424,SJT,San Angelo Regional (Mathis Fld),1985,5,0.0,0.0,1.0,faa
20013,SKY,Griffing Sandusky Airport,1988,7,1.0,0.0,0.0,ntsb
23360,SKY,Sandusky Griffing Sandusky,1988,7,0.0,0.0,1.0,faa
20018,SKY,Griffing Sandusky Airport,2002,8,1.0,0.0,0.0,ntsb
23367,SKY,Sandusky Griffing Sandusky,2002,8,0.0,0.0,1.0,faa
20027,SLC,Salt Lake City International Airport,1982,4,1.0,0.0,0.0,ntsb
9770,SLC,Salt Lake City International,1982,4,0.0,0.0,1.0,faa
20041,SLC,Salt Lake City International Airport,1989,1,2.0,1.0,0.0,ntsb
9777,SLC,Salt Lake City International,1989,1,0.0,0.0,1.0,faa
20058,SLC,Salt Lake City International Airport,1999,7,1.0,0.0,0.0,ntsb
9793,SLC,Salt Lake City International,1999,7,0.0,0.0,1.0,faa
20087,SLG,Smith Field,1998,4,1.0,0.0,0.0,ntsb
32343,SLG,Siloam Springs Smith Field,1998,4,0.0,0.0,1.0,faa
20099,SLK,Adirondack Regional Airport,1992,1,1.0,0.0,0.0,ntsb
11113,SLK,Saranac Lake Adirondack Regional,1992,1,0.0,0.0,1.0,faa
20148,SMD,Smith Field,2006,11,0.0,1.0,0.0,ntsb
40693,SMD,Fort Wayne Smith Field,2006,11,0.0,0.0,1.0,faa
20156,SME,Lake Cumberland Regional Airport,2005,8,1.0,0.0,0.0,ntsb
24824,SME,Somerset Lake Cumberland Rgnl,2005,8,0.0,0.0,1.0,faa
20163,SMF,Sacramento International Airport,2010,8,1.0,1.0,0.0,ntsb
56451,SMF,Sacramento International,2010,8,0.0,0.0,1.0,faa
20172,SMO,Santa Monica Municipal Airport,1982,7,1.0,0.0,0.0,ntsb
31071,SMO,Santa Monica Municipal,1982,7,0.0,0.0,1.0,faa
20181,SMO,Santa Monica Municipal Airport,1989,8,1.0,0.0,0.0,ntsb
31092,SMO,Santa Monica Municipal,1989,8,0.0,0.0,1.0,faa
20182,SMO,Santa Monica Municipal Airport,1989,10,1.0,0.0,0.0,ntsb
31093,SMO,Santa Monica Municipal,1989,10,0.0,0.0,1.0,faa
20183,SMO,Santa Monica Municipal Airport,1990,2,1.0,0.0,0.0,ntsb
31094,SMO,Santa Monica Municipal,1990,2,0.0,0.0,1.0,faa
20184,SMO,Santa Monica Municipal Airport,1990,8,1.0,0.0,0.0,ntsb
31098,SMO,Santa Monica Municipal,1990,8,0.0,0.0,1.0,faa
20185,SMO,Santa Monica Municipal Airport,1991,2,1.0,0.0,0.0,ntsb
31101,SMO,Santa Monica Municipal,1991,2,0.0,0.0,3.0,faa
20199,SMO,Santa Monica Municipal Airport,1999,7,1.0,0.0,0.0,ntsb
31124,SMO,Santa Monica Municipal,1999,7,0.0,0.0,1.0,faa
20200,SMO,Santa Monica Municipal Airport,1999,9,1.0,0.0,0.0,ntsb
31125,SMO,Santa Monica Municipal,1999,9,0.0,0.0,1.0,faa
20205,SMO,Santa Monica Municipal Airport,2009,1,1.0,0.0,0.0,ntsb
31139,SMO,Santa Monica Municipal,2009,1,0.0,0.0,1.0,faa
20225,SMQ,Sampit(Hasan) Airport,2013,10,1.0,0.0,0.0,ntsb
40711,SMQ,Sampit H.Asan,2013,10,0.0,0.0,1.0,faa
20253,SNA,John Wayne Airport-Orange County Airport,1982,7,1.0,0.0,0.0,ntsb
34419,SNA,Santa Ana John Wayne,1982,7,0.0,0.0,2.0,faa
20255,SNA,John Wayne Airport-Orange County Airport,1982,11,0.0,1.0,0.0,ntsb
34422,SNA,Santa Ana John Wayne,1982,11,0.0,0.0,2.0,faa
20259,SNA,John Wayne Airport-Orange County Airport,1984,1,1.0,0.0,0.0,ntsb
34424,SNA,Santa Ana John Wayne,1984,1,0.0,0.0,3.0,faa
20260,SNA,John Wayne Airport-Orange County Airport,1984,2,1.0,1.0,0.0,ntsb
34425,SNA,Santa Ana John Wayne,1984,2,0.0,0.0,2.0,faa
20261,SNA,John Wayne Airport-Orange County Airport,1984,7,1.0,0.0,0.0,ntsb
34430,SNA,Santa Ana John Wayne,1984,7,0.0,0.0,1.0,faa
20263,SNA,John Wayne Airport-Orange County Airport,1984,10,1.0,0.0,0.0,ntsb
34431,SNA,Santa Ana John Wayne,1984,10,0.0,0.0,1.0,faa
20264,SNA,John Wayne Airport-Orange County Airport,1984,11,0.0,1.0,0.0,ntsb
34432,SNA,Santa Ana John Wayne,1984,11,0.0,0.0,2.0,faa
20265,SNA,John Wayne Airport-Orange County Airport,1985,2,1.0,0.0,0.0,ntsb
34434,SNA,Santa Ana John Wayne,1985,2,0.0,0.0,1.0,faa
20266,SNA,John Wayne Airport-Orange County Airport,1985,11,1.0,0.0,0.0,ntsb
34440,SNA,Santa Ana John Wayne,1985,11,0.0,0.0,1.0,faa
20267,SNA,John Wayne Airport-Orange County Airport,1985,12,1.0,0.0,0.0,ntsb
34441,SNA,Santa Ana John Wayne,1985,12,0.0,0.0,1.0,faa
20269,SNA,John Wayne Airport-Orange County Airport,1986,3,1.0,0.0,0.0,ntsb
34442,SNA,Santa Ana John Wayne,1986,3,0.0,0.0,1.0,faa
20270,SNA,John Wayne Airport-Orange County Airport,1987,11,1.0,0.0,0.0,ntsb
34450,SNA,Santa Ana John Wayne,1987,11,0.0,0.0,1.0,faa
20272,SNA,John Wayne Airport-Orange County Airport,1989,3,1.0,0.0,0.0,ntsb
34458,SNA,Santa Ana John Wayne,1989,3,0.0,0.0,2.0,faa
20273,SNA,John Wayne Airport-Orange County Airport,1989,4,1.0,0.0,0.0,ntsb
34459,SNA,Santa Ana John Wayne,1989,4,0.0,0.0,1.0,faa
20274,SNA,John Wayne Airport-Orange County Airport,1989,9,1.0,0.0,0.0,ntsb
34460,SNA,Santa Ana John Wayne,1989,9,0.0,0.0,1.0,faa
20276,SNA,John Wayne Airport-Orange County Airport,1990,1,1.0,0.0,0.0,ntsb
34462,SNA,Santa Ana John Wayne,1990,1,0.0,0.0,1.0,faa
20277,SNA,John Wayne Airport-Orange County Airport,1990,3,1.0,0.0,0.0,ntsb
34463,SNA,Santa Ana John Wayne,1990,3,0.0,0.0,1.0,faa
20278,SNA,John Wayne Airport-Orange County Airport,1990,6,1.0,0.0,0.0,ntsb
34466,SNA,Santa Ana John Wayne,1990,6,0.0,0.0,1.0,faa
20279,SNA,John Wayne Airport-Orange County Airport,1990,8,1.0,0.0,0.0,ntsb
34467,SNA,Santa Ana John Wayne,1990,8,0.0,0.0,1.0,faa
20280,SNA,John Wayne Airport-Orange County Airport,1990,11,2.0,0.0,0.0,ntsb
34469,SNA,Santa Ana John Wayne,1990,11,0.0,0.0,3.0,faa
20281,SNA,John Wayne Airport-Orange County Airport,1991,3,1.0,0.0,0.0,ntsb
34473,SNA,Santa Ana John Wayne,1991,3,0.0,0.0,1.0,faa
20285,SNA,John Wayne Airport-Orange County Airport,1993,11,2.0,0.0,0.0,ntsb
34491,SNA,Santa Ana John Wayne,1993,11,0.0,0.0,3.0,faa
20286,SNA,John Wayne Airport-Orange County Airport,1993,12,1.0,0.0,0.0,ntsb
34492,SNA,Santa Ana John Wayne,1993,12,0.0,0.0,1.0,faa
20289,SNA,John Wayne Airport-Orange County Airport,1995,9,1.0,0.0,0.0,ntsb
34501,SNA,Santa Ana John Wayne,1995,9,0.0,0.0,1.0,faa
20292,SNA,John Wayne Airport-Orange County Airport,1996,4,1.0,0.0,0.0,ntsb
34503,SNA,Santa Ana John Wayne,1996,4,0.0,0.0,1.0,faa
20293,SNA,John Wayne Airport-Orange County Airport,1996,8,1.0,0.0,0.0,ntsb
34504,SNA,Santa Ana John Wayne,1996,8,0.0,0.0,2.0,faa
20294,SNA,John Wayne Airport-Orange County Airport,1996,11,1.0,0.0,0.0,ntsb
34506,SNA,Santa Ana John Wayne,1996,11,0.0,0.0,1.0,faa
20295,SNA,John Wayne Airport-Orange County Airport,1997,8,1.0,0.0,0.0,ntsb
34509,SNA,Santa Ana John Wayne,1997,8,0.0,0.0,2.0,faa
20298,SNA,John Wayne Airport-Orange County Airport,1999,12,2.0,0.0,0.0,ntsb
34521,SNA,Santa Ana John Wayne,1999,12,0.0,0.0,1.0,faa
20299,SNA,John Wayne Airport-Orange County Airport,2000,6,1.0,0.0,0.0,ntsb
34524,SNA,Santa Ana John Wayne,2000,6,0.0,0.0,1.0,faa
20308,SNA,John Wayne Airport-Orange County Airport,2012,1,1.0,0.0,0.0,ntsb
34563,SNA,Santa Ana John Wayne,2012,1,0.0,0.0,2.0,faa
20311,SNA,John Wayne Airport-Orange County Airport,2017,7,1.0,0.0,0.0,ntsb
34588,SNA,Santa Ana John Wayne,2017,7,0.0,0.0,1.0,faa
20316,SNC,General Ulpiano Paez Airport,2008,10,1.0,0.0,0.0,ntsb
34977,SNC,Salinas General Ulpiano Paez,2008,10,0.0,0.0,1.0,faa
20330,SNL,Shawnee Regional Airport,2000,8,1.0,0.0,0.0,ntsb
25398,SNL,Shawnee Regional,2000,8,0.0,0.0,1.0,faa
20338,SNP,St Paul Island Airport,1983,2,0.0,1.0,0.0,ntsb
5573,SNP,St Paul Island,1983,2,0.0,0.0,1.0,faa
20420,SOW,Show Low Regional Airport,2005,11,1.0,0.0,0.0,ntsb
44273,SOW,Show Low Regional,2005,11,0.0,0.0,1.0,faa
20425,SOW,Show Low Regional Airport,2009,11,0.0,1.0,0.0,ntsb
44276,SOW,Show Low Regional,2009,11,0.0,0.0,1.0,faa
20471,SPF,Black Hills Airport-Clyde Ice Field,2010,7,1.0,0.0,0.0,ntsb
20136,SPF,Spearfish Black Hills,2010,7,0.0,0.0,1.0,faa
20472,SPF,Black Hills Airport-Clyde Ice Field,2011,8,1.0,0.0,0.0,ntsb
20137,SPF,Spearfish Black Hills,2011,8,0.0,0.0,1.0,faa
20531,SPI,Abraham Lincoln Capital Airport,1988,2,1.0,0.0,0.0,ntsb
6794,SPI,Springfield A.Lincoln Capital,1988,2,0.0,0.0,2.0,faa
20532,SPI,Abraham Lincoln Capital Airport,1988,8,1.0,0.0,0.0,ntsb
6797,SPI,Springfield A.Lincoln Capital,1988,8,0.0,0.0,2.0,faa
