,tracon,year,month
8732,ORD,2011,9
8733,ORD,2011,10
8734,ORD,2011,11
8735,ORD,2011,12
8736,ORD,2012,1
8737,ORD,2012,2
8738,ORD,2012,3
8739,ORD,2012,4
8740,ORD,2012,5
8741,ORD,2012,6
8742,ORD,2012,7
8743,ORD,2012,8
8744,ORD,2012,9
8745,ORD,2012,10
8746,ORD,2012,11
8747,ORD,2012,12
8748,ORD,2013,1
8749,ORD,2013,2
8750,ORD,2013,3
8751,ORD,2013,4
8752,ORD,2013,5
8753,ORD,2013,6
8754,ORD,2013,7
8755,ORD,2013,8
8756,ORD,2013,9
8757,ORD,2013,10
8758,ORD,2013,11
8759,ORD,2013,12
8760,ORD,2014,1
8761,ORD,2014,2
8762,ORD,2014,3
8763,ORD,2014,4
8764,ORD,2014,5
8765,ORD,2014,6
8766,ORD,2014,7
8767,ORD,2014,8
8768,ORD,2014,9
8769,ORD,2014,10
8770,ORD,2014,11
8771,ORD,2014,12
8772,ORD,2015,1
8773,ORD,2015,2
8774,ORD,2015,3
8775,ORD,2015,4
8776,ORD,2015,5
8777,ORD,2015,6
8778,ORD,2015,7
8779,ORD,2015,8
8780,ORD,2015,9
8781,ORD,2015,10
8782,ORD,2015,11
8783,ORD,2015,12
8784,ORD,2016,1
8785,ORD,2016,2
8786,ORD,2016,3
8787,ORD,2016,4
8788,ORD,2016,5
8789,ORD,2016,6
8790,ORD,2016,7
8791,ORD,2016,8
8792,ORD,2016,9
8793,ORD,2016,10
8794,ORD,2016,11
8795,ORD,2016,12
8796,ORD,2017,1
8797,ORD,2017,2
8798,ORD,2017,3
8799,ORD,2017,4
8800,ORD,2017,5
8801,ORD,2017,6
8802,ORD,2017,7
8803,ORD,2017,8
8804,ORD,2017,9
8805,ORD,2017,10
8806,ORD,2017,11
8807,ORD,2017,12
8808,ORD,2018,1
8809,ORD,2018,2
8810,ORD,2018,3
8811,ORD,2018,4
8812,ORD,2018,5
8813,ORD,2018,6
8814,ORD,2018,7
8815,ORD,2018,8
8816,ORD,2018,9
8817,ORD,2018,10
8818,ORD,2018,11
8819,ORD,2018,12
8820,ORD,2019,1
8821,ORD,2019,2
8822,ORD,2019,3
8823,ORD,2019,4
8824,ORD,2019,5
8825,ORD,2019,6
8826,ORD,2019,7
8827,ORD,2019,8
8828,ORD,2019,9
8829,ORD,2019,10
8830,ORD,2019,11
8831,ORD,2019,12
8832,PHL,1988,1
8833,PHL,1988,2
8834,PHL,1988,3
8835,PHL,1988,4
8836,PHL,1988,5
8837,PHL,1988,6
8838,PHL,1988,7
8839,PHL,1988,8
8840,PHL,1988,9
8841,PHL,1988,10
8842,PHL,1988,11
8843,PHL,1988,12
8844,PHL,1989,1
8845,PHL,1989,2
8846,PHL,1989,3
8847,PHL,1989,4
8848,PHL,1989,5
8849,PHL,1989,6
8850,PHL,1989,7
8851,PHL,1989,8
8852,PHL,1989,9
8853,PHL,1989,10
8854,PHL,1989,11
8855,PHL,1989,12
8856,PHL,1990,1
8857,PHL,1990,2
8858,PHL,1990,3
8859,PHL,1990,4
8860,PHL,1990,5
8861,PHL,1990,6
8862,PHL,1990,7
8863,PHL,1990,8
8864,PHL,1990,9
8865,PHL,1990,10
8866,PHL,1990,11
8867,PHL,1990,12
8868,PHL,1991,1
8869,PHL,1991,2
8870,PHL,1991,3
8871,PHL,1991,4
8872,PHL,1991,5
8873,PHL,1991,6
8874,PHL,1991,7
8875,PHL,1991,8
8876,PHL,1991,9
8877,PHL,1991,10
8878,PHL,1991,11
8879,PHL,1991,12
8880,PHL,1992,1
8881,PHL,1992,2
8882,PHL,1992,3
8883,PHL,1992,4
8884,PHL,1992,5
8885,PHL,1992,6
8886,PHL,1992,7
8887,PHL,1992,8
8888,PHL,1992,9
8889,PHL,1992,10
8890,PHL,1992,11
8891,PHL,1992,12
8892,PHL,1993,1
8893,PHL,1993,2
8894,PHL,1993,3
8895,PHL,1993,4
8896,PHL,1993,5
8897,PHL,1993,6
8898,PHL,1993,7
8899,PHL,1993,8
8900,PHL,1993,9
8901,PHL,1993,10
8902,PHL,1993,11
8903,PHL,1993,12
8904,PHL,1994,1
8905,PHL,1994,2
8906,PHL,1994,3
8907,PHL,1994,4
8908,PHL,1994,5
8909,PHL,1994,6
8910,PHL,1994,7
8911,PHL,1994,8
8912,PHL,1994,9
8913,PHL,1994,10
8914,PHL,1994,11
8915,PHL,1994,12
8916,PHL,1995,1
8917,PHL,1995,2
8918,PHL,1995,3
8919,PHL,1995,4
8920,PHL,1995,5
8921,PHL,1995,6
8922,PHL,1995,7
8923,PHL,1995,8
8924,PHL,1995,9
8925,PHL,1995,10
8926,PHL,1995,11
8927,PHL,1995,12
8928,PHL,1996,1
8929,PHL,1996,2
8930,PHL,1996,3
8931,PHL,1996,4
8932,PHL,1996,5
8933,PHL,1996,6
8934,PHL,1996,7
8935,PHL,1996,8
8936,PHL,1996,9
8937,PHL,1996,10
8938,PHL,1996,11
8939,PHL,1996,12
8940,PHL,1997,1
8941,PHL,1997,2
8942,PHL,1997,3
8943,PHL,1997,4
8944,PHL,1997,5
8945,PHL,1997,6
8946,PHL,1997,7
8947,PHL,1997,8
8948,PHL,1997,9
8949,PHL,1997,10
8950,PHL,1997,11
8951,PHL,1997,12
8952,PHL,1998,1
8953,PHL,1998,2
8954,PHL,1998,3
8955,PHL,1998,4
8956,PHL,1998,5
8957,PHL,1998,6
8958,PHL,1998,7
8959,PHL,1998,8
8960,PHL,1998,9
8961,PHL,1998,10
8962,PHL,1998,11
8963,PHL,1998,12
8964,PHL,1999,1
8965,PHL,1999,2
8966,PHL,1999,3
8967,PHL,1999,4
8968,PHL,1999,5
8969,PHL,1999,6
8970,PHL,1999,7
8971,PHL,1999,8
8972,PHL,1999,9
8973,PHL,1999,10
8974,PHL,1999,11
8975,PHL,1999,12
8976,PHL,2000,1
8977,PHL,2000,2
8978,PHL,2000,3
8979,PHL,2000,4
8980,PHL,2000,5
8981,PHL,2000,6
8982,PHL,2000,7
8983,PHL,2000,8
8984,PHL,2000,9
8985,PHL,2000,10
8986,PHL,2000,11
8987,PHL,2000,12
8988,PHL,2001,1
8989,PHL,2001,2
8990,PHL,2001,3
8991,PHL,2001,4
8992,PHL,2001,5
8993,PHL,2001,6
8994,PHL,2001,7
8995,PHL,2001,8
8996,PHL,2001,9
8997,PHL,2001,10
8998,PHL,2001,11
8999,PHL,2001,12
9000,PHL,2002,1
9001,PHL,2002,2
9002,PHL,2002,3
9003,PHL,2002,4
9004,PHL,2002,5
9005,PHL,2002,6
9006,PHL,2002,7
9007,PHL,2002,8
9008,PHL,2002,9
9009,PHL,2002,10
9010,PHL,2002,11
9011,PHL,2002,12
9012,PHL,2003,1
9013,PHL,2003,2
9014,PHL,2003,3
9015,PHL,2003,4
9016,PHL,2003,5
9017,PHL,2003,6
9018,PHL,2003,7
9019,PHL,2003,8
9020,PHL,2003,9
9021,PHL,2003,10
9022,PHL,2003,11
9023,PHL,2003,12
9024,PHL,2004,1
9025,PHL,2004,2
9026,PHL,2004,3
9027,PHL,2004,4
9028,PHL,2004,5
9029,PHL,2004,6
9030,PHL,2004,7
9031,PHL,2004,8
9032,PHL,2004,9
9033,PHL,2004,10
9034,PHL,2004,11
9035,PHL,2004,12
9036,PHL,2005,1
9037,PHL,2005,2
9038,PHL,2005,3
9039,PHL,2005,4
9040,PHL,2005,5
9041,PHL,2005,6
9042,PHL,2005,7
9043,PHL,2005,8
9044,PHL,2005,9
9045,PHL,2005,10
9046,PHL,2005,11
9047,PHL,2005,12
9048,PHL,2006,1
9049,PHL,2006,2
9050,PHL,2006,3
9051,PHL,2006,4
9052,PHL,2006,5
9053,PHL,2006,6
9054,PHL,2006,7
9055,PHL,2006,8
9056,PHL,2006,9
9057,PHL,2006,10
9058,PHL,2006,11
9059,PHL,2006,12
9060,PHL,2007,1
9061,PHL,2007,2
9062,PHL,2007,3
9063,PHL,2007,4
9064,PHL,2007,5
9065,PHL,2007,6
9066,PHL,2007,7
9067,PHL,2007,8
9068,PHL,2007,9
9069,PHL,2007,10
9070,PHL,2007,11
9071,PHL,2007,12
9072,PHL,2008,1
9073,PHL,2008,2
9074,PHL,2008,3
9075,PHL,2008,4
9076,PHL,2008,5
9077,PHL,2008,6
9078,PHL,2008,7
9079,PHL,2008,8
9080,PHL,2008,9
9081,PHL,2008,10
9082,PHL,2008,11
9083,PHL,2008,12
9084,PHL,2009,1
9085,PHL,2009,2
9086,PHL,2009,3
9087,PHL,2009,4
9088,PHL,2009,5
9089,PHL,2009,6
9090,PHL,2009,7
9091,PHL,2009,8
9092,PHL,2009,9
9093,PHL,2009,10
9094,PHL,2009,11
9095,PHL,2009,12
9096,PHL,2010,1
9097,PHL,2010,2
9098,PHL,2010,3
9099,PHL,2010,4
9100,PHL,2010,5
9101,PHL,2010,6
9102,PHL,2010,7
9103,PHL,2010,8
9104,PHL,2010,9
9105,PHL,2010,10
9106,PHL,2010,11
9107,PHL,2010,12
9108,PHL,2011,1
9109,PHL,2011,2
9110,PHL,2011,3
9111,PHL,2011,4
9112,PHL,2011,5
9113,PHL,2011,6
9114,PHL,2011,7
9115,PHL,2011,8
9116,PHL,2011,9
9117,PHL,2011,10
9118,PHL,2011,11
9119,PHL,2011,12
9120,PHL,2012,1
9121,PHL,2012,2
9122,PHL,2012,3
9123,PHL,2012,4
9124,PHL,2012,5
9125,PHL,2012,6
9126,PHL,2012,7
9127,PHL,2012,8
9128,PHL,2012,9
9129,PHL,2012,10
9130,PHL,2012,11
9131,PHL,2012,12
9132,PHL,2013,1
9133,PHL,2013,2
9134,PHL,2013,3
9135,PHL,2013,4
9136,PHL,2013,5
9137,PHL,2013,6
9138,PHL,2013,7
9139,PHL,2013,8
9140,PHL,2013,9
9141,PHL,2013,10
9142,PHL,2013,11
9143,PHL,2013,12
9144,PHL,2014,1
9145,PHL,2014,2
9146,PHL,2014,3
9147,PHL,2014,4
9148,PHL,2014,5
9149,PHL,2014,6
9150,PHL,2014,7
9151,PHL,2014,8
9152,PHL,2014,9
9153,PHL,2014,10
9154,PHL,2014,11
9155,PHL,2014,12
9156,PHL,2015,1
9157,PHL,2015,2
9158,PHL,2015,3
9159,PHL,2015,4
9160,PHL,2015,5
9161,PHL,2015,6
9162,PHL,2015,7
9163,PHL,2015,8
9164,PHL,2015,9
9165,PHL,2015,10
9166,PHL,2015,11
9167,PHL,2015,12
9168,PHL,2016,1
9169,PHL,2016,2
9170,PHL,2016,3
9171,PHL,2016,4
9172,PHL,2016,5
9173,PHL,2016,6
9174,PHL,2016,7
9175,PHL,2016,8
9176,PHL,2016,9
9177,PHL,2016,10
9178,PHL,2016,11
9179,PHL,2016,12
9180,PHL,2017,1
9181,PHL,2017,2
9182,PHL,2017,3
9183,PHL,2017,4
9184,PHL,2017,5
9185,PHL,2017,6
9186,PHL,2017,7
9187,PHL,2017,8
9188,PHL,2017,9
9189,PHL,2017,10
9190,PHL,2017,11
9191,PHL,2017,12
9192,PHL,2018,1
9193,PHL,2018,2
9194,PHL,2018,3
9195,PHL,2018,4
9196,PHL,2018,5
9197,PHL,2018,6
9198,PHL,2018,7
9199,PHL,2018,8
9200,PHL,2018,9
9201,PHL,2018,10
9202,PHL,2018,11
9203,PHL,2018,12
9204,PHL,2019,1
9205,PHL,2019,2
9206,PHL,2019,3
9207,PHL,2019,4
9208,PHL,2019,5
9209,PHL,2019,6
9210,PHL,2019,7
9211,PHL,2019,8
9212,PHL,2019,9
9213,PHL,2019,10
9214,PHL,2019,11
9215,PHL,2019,12
9216,PHX,1988,1
9217,PHX,1988,2
9218,PHX,1988,3
9219,PHX,1988,4
9220,PHX,1988,5
9221,PHX,1988,6
9222,PHX,1988,7
9223,PHX,1988,8
9224,PHX,1988,9
9225,PHX,1988,10
9226,PHX,1988,11
9227,PHX,1988,12
9228,PHX,1989,1
9229,PHX,1989,2
9230,PHX,1989,3
9231,PHX,1989,4
9232,PHX,1989,5
9233,PHX,1989,6
9234,PHX,1989,7
9235,PHX,1989,8
9236,PHX,1989,9
9237,PHX,1989,10
9238,PHX,1989,11
9239,PHX,1989,12
9240,PHX,1990,1
9241,PHX,1990,2
9242,PHX,1990,3
9243,PHX,1990,4
9244,PHX,1990,5
9245,PHX,1990,6
9246,PHX,1990,7
9247,PHX,1990,8
9248,PHX,1990,9
9249,PHX,1990,10
9250,PHX,1990,11
9251,PHX,1990,12
9252,PHX,1991,1
9253,PHX,1991,2
9254,PHX,1991,3
9255,PHX,1991,4
9256,PHX,1991,5
9257,PHX,1991,6
9258,PHX,1991,7
9259,PHX,1991,8
9260,PHX,1991,9
9261,PHX,1991,10
9262,PHX,1991,11
9263,PHX,1991,12
9264,PHX,1992,1
9265,PHX,1992,2
9266,PHX,1992,3
9267,PHX,1992,4
9268,PHX,1992,5
9269,PHX,1992,6
9270,PHX,1992,7
9271,PHX,1992,8
9272,PHX,1992,9
9273,PHX,1992,10
9274,PHX,1992,11
9275,PHX,1992,12
9276,PHX,1993,1
9277,PHX,1993,2
9278,PHX,1993,3
9279,PHX,1993,4
9280,PHX,1993,5
9281,PHX,1993,6
9282,PHX,1993,7
9283,PHX,1993,8
9284,PHX,1993,9
9285,PHX,1993,10
9286,PHX,1993,11
9287,PHX,1993,12
9288,PHX,1994,1
9289,PHX,1994,2
9290,PHX,1994,3
9291,PHX,1994,4
9292,PHX,1994,5
9293,PHX,1994,6
9294,PHX,1994,7
9295,PHX,1994,8
9296,PHX,1994,9
9297,PHX,1994,10
9298,PHX,1994,11
9299,PHX,1994,12
9300,PHX,1995,1
9301,PHX,1995,2
9302,PHX,1995,3
9303,PHX,1995,4
9304,PHX,1995,5
9305,PHX,1995,6
9306,PHX,1995,7
9307,PHX,1995,8
9308,PHX,1995,9
9309,PHX,1995,10
9310,PHX,1995,11
9311,PHX,1995,12
9312,PHX,1996,1
9313,PHX,1996,2
9314,PHX,1996,3
9315,PHX,1996,4
9316,PHX,1996,5
9317,PHX,1996,6
9318,PHX,1996,7
9319,PHX,1996,8
9320,PHX,1996,9
9321,PHX,1996,10
9322,PHX,1996,11
9323,PHX,1996,12
9324,PHX,1997,1
9325,PHX,1997,2
9326,PHX,1997,3
9327,PHX,1997,4
9328,PHX,1997,5
9329,PHX,1997,6
9330,PHX,1997,7
9331,PHX,1997,8
9332,PHX,1997,9
9333,PHX,1997,10
9334,PHX,1997,11
9335,PHX,1997,12
9336,PHX,1998,1
9337,PHX,1998,2
9338,PHX,1998,3
9339,PHX,1998,4
9340,PHX,1998,5
9341,PHX,1998,6
9342,PHX,1998,7
9343,PHX,1998,8
9344,PHX,1998,9
9345,PHX,1998,10
9346,PHX,1998,11
9347,PHX,1998,12
9348,PHX,1999,1
9349,PHX,1999,2
9350,PHX,1999,3
9351,PHX,1999,4
9352,PHX,1999,5
9353,PHX,1999,6
9354,PHX,1999,7
9355,PHX,1999,8
9356,PHX,1999,9
9357,PHX,1999,10
9358,PHX,1999,11
9359,PHX,1999,12
9360,PHX,2000,1
9361,PHX,2000,2
9362,PHX,2000,3
9363,PHX,2000,4
9364,PHX,2000,5
9365,PHX,2000,6
9366,PHX,2000,7
9367,PHX,2000,8
9368,PHX,2000,9
9369,PHX,2000,10
9370,PHX,2000,11
9371,PHX,2000,12
9372,PHX,2001,1
9373,PHX,2001,2
9374,PHX,2001,3
9375,PHX,2001,4
9376,PHX,2001,5
9377,PHX,2001,6
9378,PHX,2001,7
9379,PHX,2001,8
9380,PHX,2001,9
9381,PHX,2001,10
9382,PHX,2001,11
9383,PHX,2001,12
9384,PHX,2002,1
9385,PHX,2002,2
9386,PHX,2002,3
9387,PHX,2002,4
9388,PHX,2002,5
9389,PHX,2002,6
9390,PHX,2002,7
9391,PHX,2002,8
9392,PHX,2002,9
9393,PHX,2002,10
9394,PHX,2002,11
9395,PHX,2002,12
9396,PHX,2003,1
9397,PHX,2003,2
9398,PHX,2003,3
9399,PHX,2003,4
9400,PHX,2003,5
9401,PHX,2003,6
9402,PHX,2003,7
9403,PHX,2003,8
9404,PHX,2003,9
9405,PHX,2003,10
9406,PHX,2003,11
9407,PHX,2003,12
9408,PHX,2004,1
9409,PHX,2004,2
9410,PHX,2004,3
9411,PHX,2004,4
9412,PHX,2004,5
9413,PHX,2004,6
9414,PHX,2004,7
9415,PHX,2004,8
9416,PHX,2004,9
9417,PHX,2004,10
9418,PHX,2004,11
9419,PHX,2004,12
9420,PHX,2005,1
9421,PHX,2005,2
9422,PHX,2005,3
9423,PHX,2005,4
9424,PHX,2005,5
9425,PHX,2005,6
9426,PHX,2005,7
9427,PHX,2005,8
9428,PHX,2005,9
9429,PHX,2005,10
9430,PHX,2005,11
9431,PHX,2005,12
9432,PHX,2006,1
9433,PHX,2006,2
9434,PHX,2006,3
9435,PHX,2006,4
9436,PHX,2006,5
9437,PHX,2006,6
9438,PHX,2006,7
9439,PHX,2006,8
9440,PHX,2006,9
9441,PHX,2006,10
9442,PHX,2006,11
9443,PHX,2006,12
9444,PHX,2007,1
9445,PHX,2007,2
9446,PHX,2007,3
9447,PHX,2007,4
9448,PHX,2007,5
9449,PHX,2007,6
9450,PHX,2007,7
9451,PHX,2007,8
9452,PHX,2007,9
9453,PHX,2007,10
9454,PHX,2007,11
9455,PHX,2007,12
9456,PHX,2008,1
9457,PHX,2008,2
9458,PHX,2008,3
9459,PHX,2008,4
9460,PHX,2008,5
9461,PHX,2008,6
9462,PHX,2008,7
9463,PHX,2008,8
9464,PHX,2008,9
9465,PHX,2008,10
9466,PHX,2008,11
9467,PHX,2008,12
9468,PHX,2009,1
9469,PHX,2009,2
9470,PHX,2009,3
9471,PHX,2009,4
9472,PHX,2009,5
9473,PHX,2009,6
9474,PHX,2009,7
9475,PHX,2009,8
9476,PHX,2009,9
9477,PHX,2009,10
9478,PHX,2009,11
9479,PHX,2009,12
9480,PHX,2010,1
9481,PHX,2010,2
9482,PHX,2010,3
9483,PHX,2010,4
9484,PHX,2010,5
9485,PHX,2010,6
9486,PHX,2010,7
9487,PHX,2010,8
9488,PHX,2010,9
9489,PHX,2010,10
9490,PHX,2010,11
9491,PHX,2010,12
9492,PHX,2011,1
9493,PHX,2011,2
9494,PHX,2011,3
9495,PHX,2011,4
9496,PHX,2011,5
9497,PHX,2011,6
9498,PHX,2011,7
9499,PHX,2011,8
9500,PHX,2011,9
9501,PHX,2011,10
9502,PHX,2011,11
9503,PHX,2011,12
9504,PHX,2012,1
9505,PHX,2012,2
9506,PHX,2012,3
9507,PHX,2012,4
9508,PHX,2012,5
9509,PHX,2012,6
9510,PHX,2012,7
9511,PHX,2012,8
9512,PHX,2012,9
9513,PHX,2012,10
9514,PHX,2012,11
9515,PHX,2012,12
9516,PHX,2013,1
9517,PHX,2013,2
9518,PHX,2013,3
9519,PHX,2013,4
9520,PHX,2013,5
9521,PHX,2013,6
9522,PHX,2013,7
9523,PHX,2013,8
9524,PHX,2013,9
9525,PHX,2013,10
9526,PHX,2013,11
9527,PHX,2013,12
9528,PHX,2014,1
9529,PHX,2014,2
9530,PHX,2014,3
9531,PHX,2014,4
9532,PHX,2014,5
9533,PHX,2014,6
9534,PHX,2014,7
9535,PHX,2014,8
9536,PHX,2014,9
9537,PHX,2014,10
9538,PHX,2014,11
9539,PHX,2014,12
9540,PHX,2015,1
9541,PHX,2015,2
9542,PHX,2015,3
9543,PHX,2015,4
9544,PHX,2015,5
9545,PHX,2015,6
9546,PHX,2015,7
9547,PHX,2015,8
9548,PHX,2015,9
9549,PHX,2015,10
9550,PHX,2015,11
9551,PHX,2015,12
9552,PHX,2016,1
9553,PHX,2016,2
9554,PHX,2016,3
9555,PHX,2016,4
9556,PHX,2016,5
9557,PHX,2016,6
9558,PHX,2016,7
9559,PHX,2016,8
9560,PHX,2016,9
9561,PHX,2016,10
9562,PHX,2016,11
9563,PHX,2016,12
9564,PHX,2017,1
9565,PHX,2017,2
9566,PHX,2017,3
9567,PHX,2017,4
9568,PHX,2017,5
9569,PHX,2017,6
9570,PHX,2017,7
9571,PHX,2017,8
9572,PHX,2017,9
9573,PHX,2017,10
9574,PHX,2017,11
9575,PHX,2017,12
9576,PHX,2018,1
9577,PHX,2018,2
9578,PHX,2018,3
9579,PHX,2018,4
9580,PHX,2018,5
9581,PHX,2018,6
9582,PHX,2018,7
9583,PHX,2018,8
9584,PHX,2018,9
9585,PHX,2018,10
9586,PHX,2018,11
9587,PHX,2018,12
9588,PHX,2019,1
9589,PHX,2019,2
9590,PHX,2019,3
9591,PHX,2019,4
9592,PHX,2019,5
9593,PHX,2019,6
9594,PHX,2019,7
9595,PHX,2019,8
9596,PHX,2019,9
9597,PHX,2019,10
9598,PHX,2019,11
9599,PHX,2019,12
9600,SAN,1988,1
9601,SAN,1988,2
9602,SAN,1988,3
9603,SAN,1988,4
9604,SAN,1988,5
9605,SAN,1988,6
9606,SAN,1988,7
9607,SAN,1988,8
9608,SAN,1988,9
9609,SAN,1988,10
9610,SAN,1988,11
9611,SAN,1988,12
9612,SAN,1989,1
9613,SAN,1989,2
9614,SAN,1989,3
9615,SAN,1989,4
9616,SAN,1989,5
9617,SAN,1989,6
9618,SAN,1989,7
9619,SAN,1989,8
9620,SAN,1989,9
9621,SAN,1989,10
9622,SAN,1989,11
9623,SAN,1989,12
9624,SAN,1990,1
9625,SAN,1990,2
9626,SAN,1990,3
9627,SAN,1990,4
9628,SAN,1990,5
9629,SAN,1990,6
9630,SAN,1990,7
9631,SAN,1990,8
9632,SAN,1990,9
9633,SAN,1990,10
9634,SAN,1990,11
9635,SAN,1990,12
9636,SAN,1991,1
9637,SAN,1991,2
9638,SAN,1991,3
9639,SAN,1991,4
9640,SAN,1991,5
9641,SAN,1991,6
9642,SAN,1991,7
9643,SAN,1991,8
9644,SAN,1991,9
9645,SAN,1991,10
9646,SAN,1991,11
9647,SAN,1991,12
9648,SAN,1992,1
9649,SAN,1992,2
9650,SAN,1992,3
9651,SAN,1992,4
9652,SAN,1992,5
9653,SAN,1992,6
9654,SAN,1992,7
9655,SAN,1992,8
9656,SAN,1992,9
9657,SAN,1992,10
9658,SAN,1992,11
9659,SAN,1992,12
9660,SAN,1993,1
9661,SAN,1993,2
9662,SAN,1993,3
9663,SAN,1993,4
9664,SAN,1993,5
9665,SAN,1993,6
9666,SAN,1993,7
9667,SAN,1993,8
9668,SAN,1993,9
9669,SAN,1993,10
9670,SAN,1993,11
9671,SAN,1993,12
9672,SAN,1994,1
9673,SAN,1994,2
9674,SAN,1994,3
9675,SAN,1994,4
9676,SAN,1994,5
9677,SAN,1994,6
9678,SAN,1994,7
9679,SAN,1994,8
9680,SAN,1994,9
9681,SAN,1994,10
9682,SAN,1994,11
9683,SAN,1994,12
9684,SAN,1995,1
9685,SAN,1995,2
9686,SAN,1995,3
9687,SAN,1995,4
9688,SAN,1995,5
9689,SAN,1995,6
9690,SAN,1995,7
9691,SAN,1995,8
9692,SAN,1995,9
9693,SAN,1995,10
9694,SAN,1995,11
9695,SAN,1995,12
9696,SAN,1996,1
9697,SAN,1996,2
9698,SAN,1996,3
9699,SAN,1996,4
9700,SAN,1996,5
9701,SAN,1996,6
9702,SAN,1996,7
9703,SAN,1996,8
9704,SAN,1996,9
9705,SAN,1996,10
9706,SAN,1996,11
9707,SAN,1996,12
9708,SAN,1997,1
9709,SAN,1997,2
9710,SAN,1997,3
9711,SAN,1997,4
9712,SAN,1997,5
9713,SAN,1997,6
9714,SAN,1997,7
9715,SAN,1997,8
9716,SAN,1997,9
9717,SAN,1997,10
9718,SAN,1997,11
9719,SAN,1997,12
9720,SAN,1998,1
9721,SAN,1998,2
9722,SAN,1998,3
9723,SAN,1998,4
9724,SAN,1998,5
9725,SAN,1998,6
9726,SAN,1998,7
9727,SAN,1998,8
9728,SAN,1998,9
9729,SAN,1998,10
9730,SAN,1998,11
9731,SAN,1998,12
9732,SAN,1999,1
9733,SAN,1999,2
9734,SAN,1999,3
9735,SAN,1999,4
9736,SAN,1999,5
9737,SAN,1999,6
9738,SAN,1999,7
9739,SAN,1999,8
9740,SAN,1999,9
9741,SAN,1999,10
9742,SAN,1999,11
9743,SAN,1999,12
9744,SAN,2000,1
9745,SAN,2000,2
9746,SAN,2000,3
9747,SAN,2000,4
9748,SAN,2000,5
9749,SAN,2000,6
9750,SAN,2000,7
9751,SAN,2000,8
9752,SAN,2000,9
9753,SAN,2000,10
9754,SAN,2000,11
9755,SAN,2000,12
9756,SAN,2001,1
9757,SAN,2001,2
9758,SAN,2001,3
9759,SAN,2001,4
9760,SAN,2001,5
9761,SAN,2001,6
9762,SAN,2001,7
9763,SAN,2001,8
9764,SAN,2001,9
9765,SAN,2001,10
9766,SAN,2001,11
9767,SAN,2001,12
9768,SAN,2002,1
9769,SAN,2002,2
9770,SAN,2002,3
9771,SAN,2002,4
9772,SAN,2002,5
9773,SAN,2002,6
9774,SAN,2002,7
9775,SAN,2002,8
9776,SAN,2002,9
9777,SAN,2002,10
9778,SAN,2002,11
9779,SAN,2002,12
9780,SAN,2003,1
9781,SAN,2003,2
9782,SAN,2003,3
9783,SAN,2003,4
9784,SAN,2003,5
9785,SAN,2003,6
9786,SAN,2003,7
9787,SAN,2003,8
9788,SAN,2003,9
9789,SAN,2003,10
9790,SAN,2003,11
9791,SAN,2003,12
9792,SAN,2004,1
9793,SAN,2004,2
9794,SAN,2004,3
9795,SAN,2004,4
9796,SAN,2004,5
9797,SAN,2004,6
9798,SAN,2004,7
9799,SAN,2004,8
9800,SAN,2004,9
9801,SAN,2004,10
9802,SAN,2004,11
9803,SAN,2004,12
9804,SAN,2005,1
9805,SAN,2005,2
9806,SAN,2005,3
9807,SAN,2005,4
9808,SAN,2005,5
9809,SAN,2005,6
9810,SAN,2005,7
9811,SAN,2005,8
9812,SAN,2005,9
9813,SAN,2005,10
9814,SAN,2005,11
9815,SAN,2005,12
9816,SAN,2006,1
9817,SAN,2006,2
9818,SAN,2006,3
9819,SAN,2006,4
9820,SAN,2006,5
9821,SAN,2006,6
9822,SAN,2006,7
9823,SAN,2006,8
9824,SAN,2006,9
9825,SAN,2006,10
9826,SAN,2006,11
9827,SAN,2006,12
9828,SAN,2007,1
9829,SAN,2007,2
9830,SAN,2007,3
9831,SAN,2007,4
9832,SAN,2007,5
9833,SAN,2007,6
9834,SAN,2007,7
9835,SAN,2007,8
9836,SAN,2007,9
9837,SAN,2007,10
9838,SAN,2007,11
9839,SAN,2007,12
9840,SAN,2008,1
9841,SAN,2008,2
9842,SAN,2008,3
9843,SAN,2008,4
9844,SAN,2008,5
9845,SAN,2008,6
9846,SAN,2008,7
9847,SAN,2008,8
9848,SAN,2008,9
9849,SAN,2008,10
9850,SAN,2008,11
9851,SAN,2008,12
9852,SAN,2009,1
9853,SAN,2009,2
9854,SAN,2009,3
9855,SAN,2009,4
9856,SAN,2009,5
9857,SAN,2009,6
9858,SAN,2009,7
9859,SAN,2009,8
9860,SAN,2009,9
9861,SAN,2009,10
9862,SAN,2009,11
9863,SAN,2009,12
9864,SAN,2010,1
9865,SAN,2010,2
9866,SAN,2010,3
9867,SAN,2010,4
9868,SAN,2010,5
9869,SAN,2010,6
9870,SAN,2010,7
9871,SAN,2010,8
9872,SAN,2010,9
9873,SAN,2010,10
9874,SAN,2010,11
9875,SAN,2010,12
9876,SAN,2011,1
9877,SAN,2011,2
9878,SAN,2011,3
9879,SAN,2011,4
9880,SAN,2011,5
9881,SAN,2011,6
9882,SAN,2011,7
9883,SAN,2011,8
9884,SAN,2011,9
9885,SAN,2011,10
9886,SAN,2011,11
9887,SAN,2011,12
9888,SAN,2012,1
9889,SAN,2012,2
9890,SAN,2012,3
9891,SAN,2012,4
9892,SAN,2012,5
9893,SAN,2012,6
9894,SAN,2012,7
9895,SAN,2012,8
9896,SAN,2012,9
