,year,month,tracon,num_obs,AtcAdvisoryMultCount_sum,word_count_sum,unique_word_count_sum,FAA_total_sum,FAA_unique_sum,NASA_total_sum,NASA_unique_sum,AtcAdvisoryMultCount_avg,word_count_avg,unique_word_count_avg,FAA_total_avg,FAA_unique_avg,NASA_total_avg,NASA_unique_avg
3310,1997.0,11.0,SFO,4,4,854,456,24,18,158,82,1.0,213.5,114.0,6.0,4.5,39.5,20.5
3339,1997.0,12.0,SFO,2,2,298,170,6,1,44,19,1.0,149.0,85.0,3.0,0.5,22.0,9.5
3368,1998.0,1.0,SFO,1,1,179,96,5,3,34,16,1.0,179.0,96.0,5.0,3.0,34.0,16.0
3395,1998.0,2.0,SFO,2,2,414,248,7,5,37,26,1.0,207.0,124.0,3.5,2.5,18.5,13.0
3423,1998.0,3.0,SFO,2,2,470,246,10,5,74,33,1.0,235.0,123.0,5.0,2.5,37.0,16.5
3451,1998.0,4.0,SFO,3,4,675,340,22,9,106,56,1.3333333333333333,225.0,113.33333333333333,7.333333333333333,3.0,35.333333333333336,18.666666666666668
3480,1998.0,5.0,SFO,4,4,716,412,16,14,114,66,1.0,179.0,103.0,4.0,3.5,28.5,16.5
3509,1998.0,6.0,SFO,5,6,1612,809,41,17,235,99,1.2,322.4,161.8,8.2,3.4,47.0,19.8
3539,1998.0,7.0,SFO,3,4,401,236,25,8,79,40,1.3333333333333333,133.66666666666666,78.66666666666667,8.333333333333334,2.6666666666666665,26.333333333333332,13.333333333333334
3566,1998.0,8.0,SFO,7,10,1652,885,68,30,278,135,1.4285714285714286,236.0,126.42857142857143,9.714285714285714,4.285714285714286,39.714285714285715,19.285714285714285
3594,1998.0,9.0,SFO,3,3,1011,449,37,12,138,67,1.0,337.0,149.66666666666666,12.333333333333334,4.0,46.0,22.333333333333332
3623,1998.0,10.0,SFO,3,3,1127,529,40,10,180,78,1.0,375.6666666666667,176.33333333333334,13.333333333333334,3.3333333333333335,60.0,26.0
3653,1998.0,11.0,SFO,12,12,3298,1700,103,41,544,238,1.0,274.8333333333333,141.66666666666666,8.583333333333334,3.4166666666666665,45.333333333333336,19.833333333333332
3680,1998.0,12.0,SFO,7,8,1735,871,61,23,270,121,1.1428571428571428,247.85714285714286,124.42857142857143,8.714285714285714,3.2857142857142856,38.57142857142857,17.285714285714285
3703,1999.0,1.0,SFO,3,3,891,401,26,7,126,45,1.0,297.0,133.66666666666666,8.666666666666666,2.3333333333333335,42.0,15.0
3729,1999.0,2.0,SFO,4,5,536,346,22,13,90,51,1.25,134.0,86.5,5.5,3.25,22.5,12.75
3759,1999.0,3.0,SFO,8,12,956,656,30,18,156,102,1.5,119.5,82.0,3.75,2.25,19.5,12.75
3816,1999.0,5.0,SFO,5,5,792,495,23,12,106,62,1.0,158.4,99.0,4.6,2.4,21.2,12.4
3846,1999.0,6.0,SFO,5,5,693,410,21,11,99,55,1.0,138.6,82.0,4.2,2.2,19.8,11.0
3875,1999.0,7.0,SFO,4,4,854,436,18,10,126,60,1.0,213.5,109.0,4.5,2.5,31.5,15.0
3903,1999.0,8.0,SFO,2,3,809,401,18,9,90,51,1.5,404.5,200.5,9.0,4.5,45.0,25.5
3931,1999.0,9.0,SFO,8,9,1972,987,39,11,256,115,1.125,246.5,123.375,4.875,1.375,32.0,14.375
3960,1999.0,10.0,SFO,6,7,1458,784,55,23,251,125,1.1666666666666667,243.0,130.66666666666666,9.166666666666666,3.8333333333333335,41.833333333333336,20.833333333333332
3988,1999.0,11.0,SFO,2,2,367,225,12,8,59,33,1.0,183.5,112.5,6.0,4.0,29.5,16.5
4015,1999.0,12.0,SFO,3,4,690,359,9,5,105,44,1.3333333333333333,230.0,119.66666666666667,3.0,1.6666666666666667,35.0,14.666666666666666
4042,2000.0,1.0,SFO,2,3,737,378,15,9,74,45,1.5,368.5,189.0,7.5,4.5,37.0,22.5
4071,2000.0,2.0,SFO,4,4,1039,565,24,12,165,84,1.0,259.75,141.25,6.0,3.0,41.25,21.0
4100,2000.0,3.0,SFO,1,1,372,156,19,2,105,28,1.0,372.0,156.0,19.0,2.0,105.0,28.0
4127,2000.0,4.0,SFO,7,9,2037,994,72,29,320,154,1.2857142857142858,291.0,142.0,10.285714285714286,4.142857142857143,45.714285714285715,22.0
4153,2000.0,5.0,SFO,3,3,639,339,10,7,105,44,1.0,213.0,113.0,3.3333333333333335,2.3333333333333335,35.0,14.666666666666666
4180,2000.0,6.0,SFO,7,9,1647,825,54,25,212,113,1.2857142857142858,235.28571428571428,117.85714285714286,7.714285714285714,3.5714285714285716,30.285714285714285,16.142857142857142
4209,2000.0,7.0,SFO,11,11,3286,1657,64,32,430,186,1.0,298.72727272727275,150.63636363636363,5.818181818181818,2.909090909090909,39.09090909090909,16.90909090909091
4263,2000.0,9.0,SFO,2,2,459,238,4,4,28,20,1.0,229.5,119.0,2.0,2.0,14.0,10.0
4291,2000.0,10.0,SFO,2,2,203,124,4,2,19,12,1.0,101.5,62.0,2.0,1.0,9.5,6.0
4315,2000.0,11.0,SFO,1,1,178,103,3,1,17,10,1.0,178.0,103.0,3.0,1.0,17.0,10.0
4343,2000.0,12.0,SFO,3,3,195,147,12,5,36,23,1.0,65.0,49.0,4.0,1.6666666666666667,12.0,7.666666666666667
4370,2001.0,1.0,SFO,3,3,569,299,18,6,79,38,1.0,189.66666666666666,99.66666666666667,6.0,2.0,26.333333333333332,12.666666666666666
4397,2001.0,2.0,SFO,10,14,792,536,28,14,136,90,1.4,79.2,53.6,2.8,1.4,13.6,9.0
4426,2001.0,3.0,SFO,7,11,1687,886,51,20,245,115,1.5714285714285714,241.0,126.57142857142857,7.285714285714286,2.857142857142857,35.0,16.428571428571427
4455,2001.0,4.0,SFO,3,4,705,369,31,16,109,58,1.3333333333333333,235.0,123.0,10.333333333333334,5.333333333333333,36.333333333333336,19.333333333333332
4485,2001.0,5.0,SFO,6,10,1231,707,35,20,181,102,1.6666666666666667,205.16666666666666,117.83333333333333,5.833333333333333,3.3333333333333335,30.166666666666668,17.0
4514,2001.0,6.0,SFO,8,10,1709,883,53,23,282,130,1.25,213.625,110.375,6.625,2.875,35.25,16.25
4543,2001.0,7.0,SFO,21,31,5595,2799,198,77,794,368,1.4761904761904763,266.42857142857144,133.28571428571428,9.428571428571429,3.6666666666666665,37.80952380952381,17.523809523809526
4572,2001.0,8.0,SFO,7,9,1217,760,28,14,197,118,1.2857142857142858,173.85714285714286,108.57142857142857,4.0,2.0,28.142857142857142,16.857142857142858
4597,2001.0,9.0,SFO,3,5,912,447,27,12,138,64,1.6666666666666667,304.0,149.0,9.0,4.0,46.0,21.333333333333332
4626,2001.0,10.0,SFO,2,2,249,137,4,2,29,13,1.0,124.5,68.5,2.0,1.0,14.5,6.5
4655,2001.0,11.0,SFO,5,5,860,474,16,6,136,68,1.0,172.0,94.8,3.2,1.2,27.2,13.6
4683,2001.0,12.0,SFO,8,10,2972,1434,106,38,454,198,1.25,371.5,179.25,13.25,4.75,56.75,24.75
4711,2002.0,1.0,SFO,5,8,1027,531,21,11,145,63,1.6,205.4,106.2,4.2,2.2,29.0,12.6
4739,2002.0,2.0,SFO,4,5,1020,499,38,9,151,64,1.25,255.0,124.75,9.5,2.25,37.75,16.0
4768,2002.0,3.0,SFO,2,2,415,218,17,7,63,36,1.0,207.5,109.0,8.5,3.5,31.5,18.0
4797,2002.0,4.0,SFO,7,9,2319,1116,70,22,313,139,1.2857142857142858,331.2857142857143,159.42857142857142,10.0,3.142857142857143,44.714285714285715,19.857142857142858
4825,2002.0,5.0,SFO,6,6,903,554,18,11,138,82,1.0,150.5,92.33333333333333,3.0,1.8333333333333333,23.0,13.666666666666666
4851,2002.0,6.0,SFO,4,4,506,324,14,8,92,60,1.0,126.5,81.0,3.5,2.0,23.0,15.0
4872,2002.0,7.0,SFO,2,2,424,233,3,3,73,31,1.0,212.0,116.5,1.5,1.5,36.5,15.5
4900,2002.0,8.0,SFO,1,1,145,84,0,0,20,5,1.0,145.0,84.0,0.0,0.0,20.0,5.0
4927,2002.0,9.0,SFO,2,3,327,201,10,6,37,27,1.5,163.5,100.5,5.0,3.0,18.5,13.5
4951,2002.0,10.0,SFO,8,8,1389,834,39,21,201,117,1.0,173.625,104.25,4.875,2.625,25.125,14.625
4976,2002.0,11.0,SFO,1,2,264,141,10,6,37,24,2.0,264.0,141.0,10.0,6.0,37.0,24.0
5001,2002.0,12.0,SFO,1,1,315,180,7,4,49,23,1.0,315.0,180.0,7.0,4.0,49.0,23.0
5028,2003.0,1.0,SFO,7,10,1432,825,22,18,183,110,1.4285714285714286,204.57142857142858,117.85714285714286,3.142857142857143,2.5714285714285716,26.142857142857142,15.714285714285714
5055,2003.0,2.0,SFO,10,12,2102,1206,84,40,344,178,1.2,210.2,120.6,8.4,4.0,34.4,17.8
5110,2003.0,4.0,SFO,4,5,1736,754,45,21,223,109,1.25,434.0,188.5,11.25,5.25,55.75,27.25
5136,2003.0,5.0,SFO,3,4,440,269,18,8,62,37,1.3333333333333333,146.66666666666666,89.66666666666667,6.0,2.6666666666666665,20.666666666666668,12.333333333333334
5166,2003.0,6.0,SFO,2,4,1176,535,34,10,157,62,2.0,588.0,267.5,17.0,5.0,78.5,31.0
5195,2003.0,7.0,SFO,12,18,1960,1250,58,32,310,200,1.5,163.33333333333334,104.16666666666667,4.833333333333333,2.6666666666666665,25.833333333333332,16.666666666666668
5224,2003.0,8.0,SFO,6,7,1551,820,34,16,226,111,1.1666666666666667,258.5,136.66666666666666,5.666666666666667,2.6666666666666665,37.666666666666664,18.5
5250,2003.0,9.0,SFO,2,3,452,240,12,6,63,37,1.5,226.0,120.0,6.0,3.0,31.5,18.5
5275,2003.0,10.0,SFO,1,2,342,167,6,3,50,22,2.0,342.0,167.0,6.0,3.0,50.0,22.0
5303,2003.0,11.0,SFO,8,11,1693,933,31,19,257,138,1.375,211.625,116.625,3.875,2.375,32.125,17.25
5329,2003.0,12.0,SFO,5,7,969,545,23,14,119,74,1.4,193.8,109.0,4.6,2.8,23.8,14.8
5353,2004.0,1.0,SFO,7,9,2043,1076,35,13,239,127,1.2857142857142858,291.85714285714283,153.71428571428572,5.0,1.8571428571428572,34.142857142857146,18.142857142857142
5380,2004.0,2.0,SFO,1,1,273,119,13,4,62,21,1.0,273.0,119.0,13.0,4.0,62.0,21.0
5408,2004.0,3.0,SFO,5,5,673,435,22,13,95,64,1.0,134.6,87.0,4.4,2.6,19.0,12.8
5435,2004.0,4.0,SFO,4,4,1315,685,27,11,188,89,1.0,328.75,171.25,6.75,2.75,47.0,22.25
5461,2004.0,5.0,SFO,5,5,1095,559,27,12,177,80,1.0,219.0,111.8,5.4,2.4,35.4,16.0
5487,2004.0,6.0,SFO,4,5,709,399,26,15,103,61,1.25,177.25,99.75,6.5,3.75,25.75,15.25
5512,2004.0,7.0,SFO,3,4,717,423,33,18,139,72,1.3333333333333333,239.0,141.0,11.0,6.0,46.333333333333336,24.0
5537,2004.0,8.0,SFO,5,6,1043,536,17,10,143,63,1.2,208.6,107.2,3.4,2.0,28.6,12.6
5560,2004.0,9.0,SFO,4,4,378,214,26,4,54,24,1.0,94.5,53.5,6.5,1.0,13.5,6.0
5587,2004.0,10.0,SFO,2,3,903,383,11,8,129,54,1.5,451.5,191.5,5.5,4.0,64.5,27.0
5609,2004.0,11.0,SFO,5,6,1130,624,27,12,131,69,1.2,226.0,124.8,5.4,2.4,26.2,13.8
5627,2004.0,12.0,SFO,1,2,852,341,32,9,94,41,2.0,852.0,341.0,32.0,9.0,94.0,41.0
5639,2005.0,1.0,SFO,2,2,125,86,1,1,10,6,1.0,62.5,43.0,0.5,0.5,5.0,3.0
5658,2005.0,3.0,SFO,1,2,209,98,8,5,23,14,2.0,209.0,98.0,8.0,5.0,23.0,14.0
5674,2005.0,4.0,SFO,2,3,282,178,6,2,37,25,1.5,141.0,89.0,3.0,1.0,18.5,12.5
5685,2005.0,5.0,SFO,1,1,170,105,0,0,22,12,1.0,170.0,105.0,0.0,0.0,22.0,12.0
5696,2005.0,6.0,SFO,1,1,226,107,11,4,35,14,1.0,226.0,107.0,11.0,4.0,35.0,14.0
5712,2005.0,7.0,SFO,1,1,161,89,6,2,27,11,1.0,161.0,89.0,6.0,2.0,27.0,11.0
5771,2005.0,10.0,SFO,8,8,2456,1284,62,24,292,166,1.0,307.0,160.5,7.75,3.0,36.5,20.75
5789,2005.0,11.0,SFO,1,1,630,309,13,6,89,42,1.0,630.0,309.0,13.0,6.0,89.0,42.0
5811,2005.0,12.0,SFO,1,1,135,70,6,2,24,11,1.0,135.0,70.0,6.0,2.0,24.0,11.0
5827,2006.0,1.0,SFO,1,1,737,308,5,2,62,27,1.0,737.0,308.0,5.0,2.0,62.0,27.0
5844,2006.0,2.0,SFO,1,1,1365,403,12,4,202,38,1.0,1365.0,403.0,12.0,4.0,202.0,38.0
5865,2006.0,3.0,SFO,2,2,414,209,15,7,95,43,1.0,207.0,104.5,7.5,3.5,47.5,21.5
5888,2006.0,4.0,SFO,5,6,1473,698,41,11,221,86,1.2,294.6,139.6,8.2,2.2,44.2,17.2
5911,2006.0,5.0,SFO,4,4,1149,591,30,8,145,67,1.0,287.25,147.75,7.5,2.0,36.25,16.75
5935,2006.0,6.0,SFO,2,3,303,189,7,4,39,27,1.5,151.5,94.5,3.5,2.0,19.5,13.5
5957,2006.0,7.0,SFO,5,6,2232,941,76,29,321,132,1.2,446.4,188.2,15.2,5.8,64.2,26.4
5979,2006.0,8.0,SFO,5,6,997,567,11,5,95,58,1.2,199.4,113.4,2.2,1.0,19.0,11.6
6001,2006.0,9.0,SFO,4,4,734,396,23,11,92,49,1.0,183.5,99.0,5.75,2.75,23.0,12.25
6026,2006.0,10.0,SFO,2,2,336,189,13,8,56,34,1.0,168.0,94.5,6.5,4.0,28.0,17.0
6070,2006.0,12.0,SFO,4,4,850,460,9,6,94,50,1.0,212.5,115.0,2.25,1.5,23.5,12.5
6088,2007.0,1.0,SFO,2,2,751,346,10,6,57,30,1.0,375.5,173.0,5.0,3.0,28.5,15.0
6107,2007.0,2.0,SFO,1,1,117,83,0,0,6,4,1.0,117.0,83.0,0.0,0.0,6.0,4.0
6159,2007.0,5.0,SFO,2,2,344,214,5,4,44,28,1.0,172.0,107.0,2.5,2.0,22.0,14.0
6183,2007.0,6.0,SFO,2,2,339,202,4,1,30,18,1.0,169.5,101.0,2.0,0.5,15.0,9.0
6205,2007.0,7.0,SFO,2,3,251,163,4,3,26,21,1.5,125.5,81.5,2.0,1.5,13.0,10.5
6223,2007.0,8.0,SFO,4,4,760,402,43,16,109,52,1.0,190.0,100.5,10.75,4.0,27.25,13.0
6275,2007.0,11.0,SFO,1,1,292,144,2,1,33,10,1.0,292.0,144.0,2.0,1.0,33.0,10.0
6292,2007.0,12.0,SFO,2,2,303,165,5,1,36,20,1.0,151.5,82.5,2.5,0.5,18.0,10.0
6312,2008.0,1.0,SFO,4,4,970,556,14,8,118,68,1.0,242.5,139.0,3.5,2.0,29.5,17.0
6325,2008.0,2.0,SFO,2,2,347,193,14,7,40,19,1.0,173.5,96.5,7.0,3.5,20.0,9.5
6341,2008.0,3.0,SFO,1,2,177,104,6,2,16,11,2.0,177.0,104.0,6.0,2.0,16.0,11.0
6358,2008.0,4.0,SFO,1,1,310,127,1,1,40,16,1.0,310.0,127.0,1.0,1.0,40.0,16.0
6378,2008.0,5.0,SFO,4,4,3189,1023,59,25,462,116,1.0,797.25,255.75,14.75,6.25,115.5,29.0
6400,2008.0,6.0,SFO,3,3,1126,453,44,9,219,67,1.0,375.3333333333333,151.0,14.666666666666666,3.0,73.0,22.333333333333332
6419,2008.0,7.0,SFO,2,2,724,333,14,7,72,32,1.0,362.0,166.5,7.0,3.5,36.0,16.0
6436,2008.0,8.0,SFO,3,3,678,374,14,7,85,41,1.0,226.0,124.66666666666667,4.666666666666667,2.3333333333333335,28.333333333333332,13.666666666666666
6449,2008.0,9.0,SFO,5,5,2392,988,20,9,292,117,1.0,478.4,197.6,4.0,1.8,58.4,23.4
6462,2008.0,10.0,SFO,3,3,696,366,6,5,48,28,1.0,232.0,122.0,2.0,1.6666666666666667,16.0,9.333333333333334
6493,2008.0,12.0,SFO,3,3,841,419,7,6,14,12,1.0,280.3333333333333,139.66666666666666,2.3333333333333335,2.0,4.666666666666667,4.0
6538,2009.0,3.0,SFO,1,1,131,77,0,0,1,1,1.0,131.0,77.0,0.0,0.0,1.0,1.0
6567,2009.0,5.0,SFO,1,1,309,146,2,1,0,0,1.0,309.0,146.0,2.0,1.0,0.0,0.0
6578,2009.0,6.0,SFO,5,5,2541,1131,35,19,101,41,1.0,508.2,226.2,7.0,3.8,20.2,8.2
6597,2009.0,7.0,SFO,1,1,426,194,5,3,7,6,1.0,426.0,194.0,5.0,3.0,7.0,6.0
6614,2009.0,8.0,SFO,2,2,309,181,10,6,7,6,1.0,154.5,90.5,5.0,3.0,3.5,3.0
6632,2009.0,9.0,SFO,4,4,1675,778,23,12,45,29,1.0,418.75,194.5,5.75,3.0,11.25,7.25
6650,2009.0,10.0,SFO,2,2,437,213,7,4,12,7,1.0,218.5,106.5,3.5,2.0,6.0,3.5
6666,2009.0,11.0,SFO,8,9,1630,838,17,11,39,22,1.125,203.75,104.75,2.125,1.375,4.875,2.75
6702,2010.0,1.0,SFO,1,1,189,107,0,0,0,0,1.0,189.0,107.0,0.0,0.0,0.0,0.0
6714,2010.0,2.0,SFO,3,3,629,315,4,3,10,8,1.0,209.66666666666666,105.0,1.3333333333333333,1.0,3.3333333333333335,2.6666666666666665
6733,2010.0,3.0,SFO,4,4,1364,674,4,4,36,14,1.0,341.0,168.5,1.0,1.0,9.0,3.5
6751,2010.0,4.0,SFO,2,3,618,290,1,1,5,3,1.5,309.0,145.0,0.5,0.5,2.5,1.5
6767,2010.0,5.0,SFO,4,4,645,387,1,1,6,5,1.0,161.25,96.75,0.25,0.25,1.5,1.25
6786,2010.0,6.0,SFO,1,1,230,122,0,0,0,0,1.0,230.0,122.0,0.0,0.0,0.0,0.0
6805,2010.0,7.0,SFO,5,5,700,409,2,2,12,9,1.0,140.0,81.8,0.4,0.4,2.4,1.8
6823,2010.0,8.0,SFO,2,2,743,331,7,4,13,7,1.0,371.5,165.5,3.5,2.0,6.5,3.5
6839,2010.0,9.0,SFO,4,4,1177,595,8,7,16,10,1.0,294.25,148.75,2.0,1.75,4.0,2.5
6859,2010.0,10.0,SFO,2,2,254,172,2,2,5,4,1.0,127.0,86.0,1.0,1.0,2.5,2.0
6881,2010.0,11.0,SFO,1,1,768,324,8,3,11,4,1.0,768.0,324.0,8.0,3.0,11.0,4.0
6905,2010.0,12.0,SFO,2,2,356,184,2,2,2,2,1.0,178.0,92.0,1.0,1.0,1.0,1.0
6918,2011.0,1.0,SFO,1,1,206,109,0,0,0,0,1.0,206.0,109.0,0.0,0.0,0.0,0.0
6932,2011.0,2.0,SFO,1,1,587,236,5,4,13,9,1.0,587.0,236.0,5.0,4.0,13.0,9.0
6951,2011.0,3.0,SFO,3,3,1168,510,18,6,36,15,1.0,389.3333333333333,170.0,6.0,2.0,12.0,5.0
6969,2011.0,4.0,SFO,2,2,289,181,3,3,3,3,1.0,144.5,90.5,1.5,1.5,1.5,1.5
6985,2011.0,5.0,SFO,3,3,690,331,2,2,20,5,1.0,230.0,110.33333333333333,0.6666666666666666,0.6666666666666666,6.666666666666667,1.6666666666666667
7006,2011.0,6.0,SFO,2,2,549,302,7,2,7,4,1.0,274.5,151.0,3.5,1.0,3.5,2.0
7020,2011.0,7.0,SFO,2,2,613,261,1,1,3,3,1.0,306.5,130.5,0.5,0.5,1.5,1.5
7036,2011.0,8.0,SFO,1,1,171,109,5,2,5,2,1.0,171.0,109.0,5.0,2.0,5.0,2.0
7051,2011.0,9.0,SFO,4,4,1448,712,50,12,70,24,1.0,362.0,178.0,12.5,3.0,17.5,6.0
7069,2011.0,10.0,SFO,2,2,647,316,17,7,24,10,1.0,323.5,158.0,8.5,3.5,12.0,5.0
7086,2011.0,11.0,SFO,10,10,4867,1944,38,27,79,45,1.0,486.7,194.4,3.8,2.7,7.9,4.5
7104,2011.0,12.0,SFO,1,1,219,128,1,1,3,3,1.0,219.0,128.0,1.0,1.0,3.0,3.0
7118,2012.0,1.0,SFO,4,4,2163,880,53,18,66,26,1.0,540.75,220.0,13.25,4.5,16.5,6.5
7133,2012.0,2.0,SFO,1,1,175,106,9,5,12,8,1.0,175.0,106.0,9.0,5.0,12.0,8.0
7150,2012.0,3.0,SFO,3,3,2231,919,18,11,36,17,1.0,743.6666666666666,306.3333333333333,6.0,3.6666666666666665,12.0,5.666666666666667
7165,2012.0,4.0,SFO,3,3,650,340,4,3,6,5,1.0,216.66666666666666,113.33333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667
7181,2012.0,5.0,SFO,7,7,1474,778,6,4,17,10,1.0,210.57142857142858,111.14285714285714,0.8571428571428571,0.5714285714285714,2.4285714285714284,1.4285714285714286
7198,2012.0,6.0,SFO,9,9,1506,859,16,8,32,20,1.0,167.33333333333334,95.44444444444444,1.7777777777777777,0.8888888888888888,3.5555555555555554,2.2222222222222223
7215,2012.0,7.0,SFO,3,3,397,260,1,1,10,10,1.0,132.33333333333334,86.66666666666667,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.3333333333333335
7234,2012.0,8.0,SFO,7,7,2061,950,9,6,29,14,1.0,294.42857142857144,135.71428571428572,1.2857142857142858,0.8571428571428571,4.142857142857143,2.0
7268,2012.0,10.0,SFO,4,4,1169,599,11,8,21,14,1.0,292.25,149.75,2.75,2.0,5.25,3.5
7277,2012.0,11.0,SFO,1,1,200,101,0,0,0,0,1.0,200.0,101.0,0.0,0.0,0.0,0.0
7306,2013.0,1.0,SFO,1,1,203,120,0,0,2,1,1.0,203.0,120.0,0.0,0.0,2.0,1.0
7314,2013.0,2.0,SFO,1,1,166,90,4,3,4,3,1.0,166.0,90.0,4.0,3.0,4.0,3.0
7330,2013.0,3.0,SFO,1,1,65,48,2,2,2,2,1.0,65.0,48.0,2.0,2.0,2.0,2.0
7344,2013.0,4.0,SFO,2,2,504,286,2,2,2,2,1.0,252.0,143.0,1.0,1.0,1.0,1.0
7363,2013.0,5.0,SFO,1,1,316,157,1,1,5,4,1.0,316.0,157.0,1.0,1.0,5.0,4.0
7382,2013.0,6.0,SFO,4,4,1618,712,24,9,27,12,1.0,404.5,178.0,6.0,2.25,6.75,3.0
7399,2013.0,7.0,SFO,4,5,1397,700,16,13,42,24,1.25,349.25,175.0,4.0,3.25,10.5,6.0
7410,2013.0,8.0,SFO,4,4,1015,530,27,13,40,20,1.0,253.75,132.5,6.75,3.25,10.0,5.0
7427,2013.0,9.0,SFO,4,5,2848,959,59,14,93,28,1.25,712.0,239.75,14.75,3.5,23.25,7.0
7446,2013.0,10.0,SFO,2,2,892,387,2,2,19,7,1.0,446.0,193.5,1.0,1.0,9.5,3.5
7465,2013.0,12.0,SFO,1,1,368,184,22,9,31,11,1.0,368.0,184.0,22.0,9.0,31.0,11.0
7508,2014.0,3.0,SFO,1,1,353,179,8,6,13,9,1.0,353.0,179.0,8.0,6.0,13.0,9.0
7523,2014.0,4.0,SFO,4,4,1142,538,15,9,39,15,1.0,285.5,134.5,3.75,2.25,9.75,3.75
7544,2014.0,5.0,SFO,5,5,1543,716,3,1,13,7,1.0,308.6,143.2,0.6,0.2,2.6,1.4
7560,2014.0,6.0,SFO,2,2,727,308,3,2,6,5,1.0,363.5,154.0,1.5,1.0,3.0,2.5
7579,2014.0,7.0,SFO,3,4,388,230,4,3,13,6,1.3333333333333333,129.33333333333334,76.66666666666667,1.3333333333333333,1.0,4.333333333333333,2.0
7600,2014.0,8.0,SFO,3,3,720,379,13,5,27,14,1.0,240.0,126.33333333333333,4.333333333333333,1.6666666666666667,9.0,4.666666666666667
7621,2014.0,9.0,SFO,3,3,1572,672,4,4,11,9,1.0,524.0,224.0,1.3333333333333333,1.3333333333333333,3.6666666666666665,3.0
7657,2014.0,11.0,SFO,1,1,177,107,1,1,1,1,1.0,177.0,107.0,1.0,1.0,1.0,1.0
7676,2014.0,12.0,SFO,7,9,3015,1373,27,23,61,39,1.2857142857142858,430.7142857142857,196.14285714285714,3.857142857142857,3.2857142857142856,8.714285714285714,5.571428571428571
7695,2015.0,1.0,SFO,7,9,2111,1038,43,19,79,38,1.2857142857142858,301.57142857142856,148.28571428571428,6.142857142857143,2.7142857142857144,11.285714285714286,5.428571428571429
7711,2015.0,2.0,SFO,3,3,734,386,7,5,12,8,1.0,244.66666666666666,128.66666666666666,2.3333333333333335,1.6666666666666667,4.0,2.6666666666666665
7732,2015.0,3.0,SFO,14,18,5636,2588,86,50,148,78,1.2857142857142858,402.57142857142856,184.85714285714286,6.142857142857143,3.5714285714285716,10.571428571428571,5.571428571428571
7751,2015.0,4.0,SFO,5,5,1560,730,13,5,26,13,1.0,312.0,146.0,2.6,1.0,5.2,2.6
7771,2015.0,5.0,SFO,4,4,1044,580,11,6,20,11,1.0,261.0,145.0,2.75,1.5,5.0,2.75
7790,2015.0,6.0,SFO,4,5,639,365,7,4,12,7,1.25,159.75,91.25,1.75,1.0,3.0,1.75
7816,2015.0,7.0,SFO,4,4,1442,633,5,4,15,7,1.0,360.5,158.25,1.25,1.0,3.75,1.75
7840,2015.0,8.0,SFO,1,1,274,119,2,2,8,5,1.0,274.0,119.0,2.0,2.0,8.0,5.0
7858,2015.0,9.0,SFO,5,6,1244,607,6,3,17,11,1.2,248.8,121.4,1.2,0.6,3.4,2.2
7884,2015.0,10.0,SFO,2,2,364,185,3,2,4,3,1.0,182.0,92.5,1.5,1.0,2.0,1.5
7904,2015.0,11.0,SFO,10,11,3137,1507,46,27,98,50,1.1,313.7,150.7,4.6,2.7,9.8,5.0
7927,2015.0,12.0,SFO,3,3,766,439,14,9,20,15,1.0,255.33333333333334,146.33333333333334,4.666666666666667,3.0,6.666666666666667,5.0
7947,2016.0,1.0,SFO,3,3,1378,542,5,5,16,12,1.0,459.3333333333333,180.66666666666666,1.6666666666666667,1.6666666666666667,5.333333333333333,4.0
7966,2016.0,2.0,SFO,2,3,652,293,7,5,18,10,1.5,326.0,146.5,3.5,2.5,9.0,5.0
7984,2016.0,3.0,SFO,6,7,2598,1208,26,14,60,27,1.1666666666666667,433.0,201.33333333333334,4.333333333333333,2.3333333333333335,10.0,4.5
8003,2016.0,4.0,SFO,2,2,441,251,3,3,4,4,1.0,220.5,125.5,1.5,1.5,2.0,2.0
8032,2016.0,6.0,SFO,1,1,270,149,0,0,0,0,1.0,270.0,149.0,0.0,0.0,0.0,0.0
8050,2016.0,7.0,SFO,2,2,671,312,5,4,8,7,1.0,335.5,156.0,2.5,2.0,4.0,3.5
8068,2016.0,8.0,SFO,6,6,2034,1002,26,10,28,12,1.0,339.0,167.0,4.333333333333333,1.6666666666666667,4.666666666666667,2.0
8089,2016.0,9.0,SFO,2,2,439,233,5,4,7,6,1.0,219.5,116.5,2.5,2.0,3.5,3.0
8103,2016.0,10.0,SFO,3,4,1141,542,7,5,13,10,1.3333333333333333,380.3333333333333,180.66666666666666,2.3333333333333335,1.6666666666666667,4.333333333333333,3.3333333333333335
8125,2016.0,11.0,SFO,1,1,504,202,0,0,5,2,1.0,504.0,202.0,0.0,0.0,5.0,2.0
8146,2016.0,12.0,SFO,3,3,2047,797,12,6,31,16,1.0,682.3333333333334,265.6666666666667,4.0,2.0,10.333333333333334,5.333333333333333
8166,2017.0,1.0,SFO,5,6,1965,918,35,17,60,34,1.2,393.0,183.6,7.0,3.4,12.0,6.8
8182,2017.0,2.0,SFO,6,7,1221,678,18,12,30,19,1.1666666666666667,203.5,113.0,3.0,2.0,5.0,3.1666666666666665
