,tracon,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups
5914,SLC,2016,8,0.0,0.0,1.0,0,1.0,1.0
5915,SLC,2016,10,0.0,0.0,1.0,0,1.0,1.0
5916,SLC,2017,3,0.0,1.0,0.0,0,1.0,1.0
5917,SLC,2018,6,0.0,1.0,0.0,0,1.0,1.0
5918,SLC,2018,11,0.0,0.0,1.0,0,1.0,1.0
5919,SLC,2019,6,0.0,0.0,1.0,0,1.0,1.0
5920,SLC,2019,11,0.0,1.0,0.0,0,1.0,1.0
6264,TPA,1988,8,0.0,0.0,1.0,0,1.0,1.0
6265,TPA,1988,10,0.0,0.0,2.0,0,2.0,2.0
6266,TPA,1988,12,0.0,0.0,1.0,0,1.0,1.0
6267,TPA,1989,1,0.0,0.0,1.0,0,1.0,1.0
6268,TPA,1989,2,0.0,0.0,1.0,0,1.0,1.0
6269,TPA,1989,3,0.0,0.0,1.0,0,1.0,1.0
6270,TPA,1989,4,0.0,1.0,0.0,0,1.0,1.0
6271,TPA,1989,5,0.0,0.0,1.0,0,1.0,1.0
6272,TPA,1989,6,0.0,0.0,1.0,0,1.0,1.0
6273,TPA,1989,8,0.0,0.0,2.0,0,2.0,2.0
6274,TPA,1989,12,0.0,0.0,1.0,0,1.0,1.0
6275,TPA,1990,1,0.0,0.0,1.0,0,1.0,1.0
6276,TPA,1990,3,0.0,0.0,1.0,0,1.0,1.0
6277,TPA,1990,4,0.0,0.0,1.0,0,1.0,1.0
6278,TPA,1990,5,1.0,0.0,2.0,1,3.0,2.0
6279,TPA,1990,10,0.0,1.0,0.0,0,1.0,1.0
6280,TPA,1990,11,0.0,0.0,1.0,0,1.0,1.0
6281,TPA,1991,1,0.0,0.0,1.0,0,1.0,1.0
6282,TPA,1991,5,0.0,0.0,1.0,0,1.0,1.0
6283,TPA,1991,6,0.0,0.0,1.0,0,1.0,1.0
6284,TPA,1991,7,0.0,0.0,1.0,0,1.0,1.0
6285,TPA,1992,1,0.0,0.0,1.0,0,1.0,1.0
6286,TPA,1992,4,0.0,0.0,1.0,0,1.0,1.0
6287,TPA,1993,1,0.0,1.0,1.0,0,2.0,2.0
6288,TPA,1993,4,0.0,0.0,1.0,0,1.0,1.0
6289,TPA,1993,9,0.0,0.0,1.0,0,1.0,1.0
6290,TPA,1993,12,0.0,1.0,0.0,0,1.0,1.0
6291,TPA,1995,7,0.0,0.0,1.0,0,1.0,1.0
6292,TPA,1996,7,0.0,1.0,0.0,0,1.0,1.0
6293,TPA,1997,1,0.0,1.0,0.0,0,1.0,1.0
6294,TPA,1997,4,0.0,1.0,0.0,0,1.0,1.0
6295,TPA,1997,7,0.0,0.0,1.0,0,1.0,1.0
6296,TPA,1997,8,1.0,0.0,1.0,1,2.0,1.0
6297,TPA,1997,10,0.0,1.0,0.0,0,1.0,1.0
6298,TPA,1999,3,0.0,0.0,2.0,0,2.0,2.0
6299,TPA,1999,4,0.0,0.0,1.0,0,1.0,1.0
6300,TPA,1999,8,0.0,1.0,0.0,0,1.0,1.0
6301,TPA,2000,2,0.0,0.0,2.0,0,2.0,2.0
6302,TPA,2000,3,0.0,0.0,4.0,0,4.0,4.0
6303,TPA,2000,4,0.0,0.0,1.0,0,1.0,1.0
6304,TPA,2000,5,0.0,0.0,2.0,0,2.0,2.0
6305,TPA,2000,6,0.0,0.0,2.0,0,2.0,2.0
6306,TPA,2000,9,0.0,0.0,1.0,0,1.0,1.0
6307,TPA,2000,10,0.0,0.0,2.0,0,2.0,2.0
6308,TPA,2000,11,0.0,0.0,1.0,0,1.0,1.0
6309,TPA,2000,12,0.0,0.0,1.0,0,1.0,1.0
6310,TPA,2001,3,0.0,0.0,1.0,0,1.0,1.0
6311,TPA,2001,5,0.0,0.0,2.0,0,2.0,2.0
6312,TPA,2001,10,0.0,0.0,1.0,0,1.0,1.0
6313,TPA,2001,12,0.0,0.0,1.0,0,1.0,1.0
6314,TPA,2002,1,0.0,1.0,0.0,0,1.0,1.0
6315,TPA,2002,8,2.0,0.0,2.0,2,4.0,2.0
6316,TPA,2003,4,0.0,0.0,1.0,0,1.0,1.0
6317,TPA,2003,5,0.0,0.0,1.0,0,1.0,1.0
6318,TPA,2003,6,0.0,1.0,1.0,0,2.0,2.0
6319,TPA,2003,7,0.0,0.0,1.0,0,1.0,1.0
6320,TPA,2003,8,0.0,0.0,1.0,0,1.0,1.0
6321,TPA,2003,10,0.0,1.0,0.0,0,1.0,1.0
6322,TPA,2004,3,0.0,0.0,1.0,0,1.0,1.0
6323,TPA,2004,9,0.0,0.0,1.0,0,1.0,1.0
6324,TPA,2004,12,0.0,0.0,1.0,0,1.0,1.0
6325,TPA,2005,8,0.0,0.0,2.0,0,2.0,2.0
6326,TPA,2005,10,0.0,0.0,1.0,0,1.0,1.0
6327,TPA,2006,2,0.0,2.0,0.0,0,2.0,2.0
6328,TPA,2007,1,0.0,1.0,0.0,0,1.0,1.0
6329,TPA,2007,5,0.0,0.0,2.0,0,2.0,2.0
6330,TPA,2008,2,0.0,1.0,0.0,0,1.0,1.0
6331,TPA,2008,7,0.0,0.0,1.0,0,1.0,1.0
6332,TPA,2008,8,0.0,0.0,1.0,0,1.0,1.0
6333,TPA,2009,12,0.0,0.0,1.0,0,1.0,1.0
6334,TPA,2010,6,0.0,1.0,0.0,0,1.0,1.0
6335,TPA,2010,8,0.0,0.0,1.0,0,1.0,1.0
6336,TPA,2012,4,0.0,0.0,1.0,0,1.0,1.0
6337,TPA,2013,9,0.0,0.0,1.0,0,1.0,1.0
6338,TPA,2013,11,0.0,0.0,1.0,0,1.0,1.0
6339,TPA,2013,12,0.0,1.0,0.0,0,1.0,1.0
6340,TPA,2014,3,0.0,0.0,1.0,0,1.0,1.0
6341,TPA,2014,5,0.0,0.0,1.0,0,1.0,1.0
6342,TPA,2014,10,1.0,0.0,1.0,1,2.0,1.0
6343,TPA,2015,7,0.0,0.0,1.0,0,1.0,1.0
6344,TPA,2016,5,0.0,0.0,1.0,0,1.0,1.0
6345,TPA,2018,2,0.0,0.0,1.0,0,1.0,1.0
6346,TPA,2018,5,0.0,0.0,1.0,0,1.0,1.0
6347,TPA,2019,3,0.0,1.0,0.0,0,1.0,1.0
6348,TPA,2019,8,0.0,1.0,0.0,0,1.0,1.0
6349,TPA,2019,9,0.0,0.0,2.0,0,2.0,2.0
