airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
MFR,Rogue Valley International Medford Airport,1998,03,1,0
MFR,Rogue Valley International Medford Airport,1998,09,1,0
MFR,Rogue Valley International Medford Airport,2001,05,1,0
MFR,Rogue Valley International Medford Airport,2002,06,1,0
MFR,Rogue Valley International Medford Airport,2003,01,1,0
MFR,Rogue Valley International Medford Airport,2003,04,1,0
MFR,Rogue Valley International Medford Airport,2003,09,1,0
MFR,Rogue Valley International Medford Airport,2005,09,1,0
MFR,Rogue Valley International Medford Airport,2007,08,1,0
MFR,Rogue Valley International Medford Airport,2012,07,1,0
MFR,Rogue Valley International Medford Airport,2018,10,1,0
MFR,Rogue Valley International Medford Airport,2019,06,1,0
MFS,Miraflores Airport,1984,12,1,0
MFV,Accomack County Airport,2014,06,1,0
MFV,Accomack County Airport,2016,01,1,0
MGB,Mount Gambier Airport,1987,12,1,0
MGC,Michigan City Municipal Airport,1983,12,1,0
MGC,Michigan City Municipal Airport,1984,08,1,0
MGC,Michigan City Municipal Airport,1989,06,1,0
MGC,Michigan City Municipal Airport,1995,05,1,0
MGC,Michigan City Municipal Airport,1995,11,1,0
MGC,Michigan City Municipal Airport,1998,08,1,0
MGC,Michigan City Municipal Airport,2000,09,1,0
MGC,Michigan City Municipal Airport,2008,08,1,0
MGC,Michigan City Municipal Airport,2017,12,1,0
MGE,Dobbins Air Reserve Base,1983,06,1,0
MGE,Dobbins Air Reserve Base,1985,01,1,0
MGE,Dobbins Air Reserve Base,1993,02,1,0
MGG,Margarima Airport,2002,04,1,0
MGG,Margarima Airport,2007,09,1,0
MGG,Margarima Airport,2008,07,1,0
MGG,Margarima Airport,2010,02,1,0
MGG,Margarima Airport,2017,11,1,0
MGG,Margarima Airport,2018,06,1,0
MGJ,Orange County Airport,1983,01,1,0
MGJ,Orange County Airport,1983,12,1,0
MGJ,Orange County Airport,1985,05,1,0
MGJ,Orange County Airport,1985,06,1,0
MGJ,Orange County Airport,1985,08,1,0
MGJ,Orange County Airport,1986,08,2,0
MGJ,Orange County Airport,1986,11,2,0
MGJ,Orange County Airport,1987,01,1,0
MGJ,Orange County Airport,1987,02,2,0
MGJ,Orange County Airport,1987,10,1,0
MGJ,Orange County Airport,1988,03,1,0
MGJ,Orange County Airport,1990,08,1,0
MGJ,Orange County Airport,1990,09,1,0
MGJ,Orange County Airport,1991,04,1,0
MGJ,Orange County Airport,1991,10,1,0
MGJ,Orange County Airport,1993,06,1,0
MGJ,Orange County Airport,1994,06,1,0
MGJ,Orange County Airport,1994,10,1,0
MGJ,Orange County Airport,1998,05,1,0
MGJ,Orange County Airport,1999,05,1,0
MGJ,Orange County Airport,1999,08,1,0
MGJ,Orange County Airport,2000,06,1,0
MGJ,Orange County Airport,2001,07,1,0
MGJ,Orange County Airport,2003,05,1,0
MGJ,Orange County Airport,2005,11,1,0
MGJ,Orange County Airport,2006,06,2,0
MGJ,Orange County Airport,2007,05,1,0
MGJ,Orange County Airport,2007,06,1,0
MGJ,Orange County Airport,2007,08,1,0
MGJ,Orange County Airport,2008,03,1,0
MGJ,Orange County Airport,2009,05,1,0
MGJ,Orange County Airport,2011,05,2,0
MGJ,Orange County Airport,2011,09,1,0
MGJ,Orange County Airport,2015,07,1,0
MGJ,Orange County Airport,2017,08,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1982,04,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1982,10,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1983,09,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1983,10,2,0
MGM,Montgomery Regional (Dannelly Field) Airport,1985,01,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1986,11,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1989,01,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1990,11,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1996,08,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,1999,05,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,2000,06,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,2001,12,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,2008,06,1,0
MGM,Montgomery Regional (Dannelly Field) Airport,2020,07,1,0
MGN,Baracoa Airport,2005,01,1,0
MGN,Baracoa Airport,2007,01,1,0
MGN,Baracoa Airport,2015,08,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,1985,06,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,1988,06,0,1
MGW,Morgantown Municipal Walter L. Bill Hart Field,1993,08,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,1996,06,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,1997,10,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,2003,10,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,2004,07,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,2006,10,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,2009,06,1,0
MGW,Morgantown Municipal Walter L. Bill Hart Field,2012,06,1,0
MGY,Dayton-Wright Brothers Airport,1983,06,1,0
MGY,Dayton-Wright Brothers Airport,1983,07,1,0
MGY,Dayton-Wright Brothers Airport,1989,02,1,0
MGY,Dayton-Wright Brothers Airport,1989,04,1,0
MGY,Dayton-Wright Brothers Airport,1990,10,1,0
MGY,Dayton-Wright Brothers Airport,1991,03,1,0
MGY,Dayton-Wright Brothers Airport,1993,03,1,0
MGY,Dayton-Wright Brothers Airport,1994,03,1,0
MGY,Dayton-Wright Brothers Airport,1995,02,1,0
MGY,Dayton-Wright Brothers Airport,1996,06,1,0
MGY,Dayton-Wright Brothers Airport,2000,06,1,0
MGY,Dayton-Wright Brothers Airport,2001,02,1,0
MGY,Dayton-Wright Brothers Airport,2001,07,1,0
MGY,Dayton-Wright Brothers Airport,2002,09,1,0
MGY,Dayton-Wright Brothers Airport,2004,09,1,0
MGY,Dayton-Wright Brothers Airport,2006,12,1,0
MGY,Dayton-Wright Brothers Airport,2009,07,1,0
MGY,Dayton-Wright Brothers Airport,2010,04,1,0
MGY,Dayton-Wright Brothers Airport,2018,07,1,0
MGY,Dayton-Wright Brothers Airport,2019,10,1,0
MHE,Mitchell Municipal Airport,1982,02,1,0
MHE,Mitchell Municipal Airport,1987,07,1,0
MHE,Mitchell Municipal Airport,1987,10,1,0
MHE,Mitchell Municipal Airport,1988,07,1,0
MHE,Mitchell Municipal Airport,2001,02,1,0
MHE,Mitchell Municipal Airport,2003,08,1,0
MHE,Mitchell Municipal Airport,2009,05,1,0
MHE,Mitchell Municipal Airport,2019,07,1,0
MHK,Manhattan Regional Airport,1982,08,1,0
MHK,Manhattan Regional Airport,1983,12,1,0
MHK,Manhattan Regional Airport,1985,06,1,0
MHK,Manhattan Regional Airport,1985,07,1,0
MHK,Manhattan Regional Airport,1988,02,1,0
MHK,Manhattan Regional Airport,1988,06,1,0
MHK,Manhattan Regional Airport,1994,10,1,0
MHK,Manhattan Regional Airport,1996,04,1,0
MHK,Manhattan Regional Airport,1998,05,1,0
MHK,Manhattan Regional Airport,2001,08,1,0
MHK,Manhattan Regional Airport,2004,03,1,0
MHK,Manhattan Regional Airport,2006,03,1,0
MHK,Manhattan Regional Airport,2007,05,1,0
MHK,Manhattan Regional Airport,2016,07,1,0
MHL,Marshall Memorial Municipal Airport,1986,04,1,0
MHL,Marshall Memorial Municipal Airport,1992,05,1,0
MHL,Marshall Memorial Municipal Airport,2000,02,1,0
MHL,Marshall Memorial Municipal Airport,2017,08,1,0
MHP,Minsk 1 Airport,1991,03,1,0
MHP,Minsk 1 Airport,2000,05,1,0
MHP,Minsk 1 Airport,2018,02,1,0
MHR,Sacramento Mather Airport,1995,11,1,0
MHR,Sacramento Mather Airport,1996,10,1,0
MHR,Sacramento Mather Airport,1997,07,1,0
MHR,Sacramento Mather Airport,2000,02,1,0
MHR,Sacramento Mather Airport,2003,01,1,0
MHR,Sacramento Mather Airport,2003,10,1,0
MHR,Sacramento Mather Airport,2004,11,1,0
MHR,Sacramento Mather Airport,2014,01,1,0
MHR,Sacramento Mather Airport,2018,06,1,0
MHT,Manchester-Boston Regional Airport,1982,03,1,0
MHT,Manchester-Boston Regional Airport,1983,09,1,0
MHT,Manchester-Boston Regional Airport,1987,04,2,0
MHT,Manchester-Boston Regional Airport,1988,03,1,0
MHT,Manchester-Boston Regional Airport,1991,09,1,0
MHT,Manchester-Boston Regional Airport,1993,01,1,0
MHT,Manchester-Boston Regional Airport,1996,07,1,0
MHT,Manchester-Boston Regional Airport,1998,06,1,0
MHT,Manchester-Boston Regional Airport,2004,06,0,2
MHT,Manchester-Boston Regional Airport,2005,11,1,0
MHT,Manchester-Boston Regional Airport,2006,11,1,0
MHT,Manchester-Boston Regional Airport,2019,09,1,0
MHT,Manchester-Boston Regional Airport,2020,02,1,0
MHV,Mojave Airport,1982,01,1,0
MHV,Mojave Airport,1983,07,1,0
MHV,Mojave Airport,1985,02,1,0
MHV,Mojave Airport,1989,05,1,0
MHV,Mojave Airport,1990,09,1,0
MHV,Mojave Airport,1996,04,1,0
MHV,Mojave Airport,1997,08,1,0
MHV,Mojave Airport,2005,06,1,0
MHV,Mojave Airport,2005,10,1,0
MHV,Mojave Airport,2006,08,1,0
MHV,Mojave Airport,2006,12,1,0
MHV,Mojave Airport,2009,02,1,0
MHV,Mojave Airport,2016,05,1,0
MIA,Miami International Airport,1982,01,1,0
MIA,Miami International Airport,1982,02,1,0
MIA,Miami International Airport,1982,04,1,1
MIA,Miami International Airport,1982,11,1,0
MIA,Miami International Airport,1983,02,0,1
MIA,Miami International Airport,1983,05,0,1
MIA,Miami International Airport,1983,10,0,1
MIA,Miami International Airport,1983,11,1,1
MIA,Miami International Airport,1984,02,1,0
MIA,Miami International Airport,1984,12,1,0
MIA,Miami International Airport,1985,01,0,1
MIA,Miami International Airport,1985,05,0,1
MIA,Miami International Airport,1985,10,0,1
MIA,Miami International Airport,1986,01,0,1
MIA,Miami International Airport,1986,03,0,1
MIA,Miami International Airport,1986,07,0,1
MIA,Miami International Airport,1986,12,0,1
MIA,Miami International Airport,1987,03,1,0
MIA,Miami International Airport,1987,04,1,0
MIA,Miami International Airport,1987,06,0,1
MIA,Miami International Airport,1987,07,1,0
MIA,Miami International Airport,1987,12,0,1
MIA,Miami International Airport,1988,01,1,0
MIA,Miami International Airport,1988,03,1,0
MIA,Miami International Airport,1988,05,1,0
MIA,Miami International Airport,1988,07,0,1
MIA,Miami International Airport,1989,05,0,1
MIA,Miami International Airport,1990,01,1,0
MIA,Miami International Airport,1991,08,1,0
MIA,Miami International Airport,1992,02,0,2
MIA,Miami International Airport,1992,03,0,1
MIA,Miami International Airport,1992,04,1,0
MIA,Miami International Airport,1992,08,1,1
MIA,Miami International Airport,1992,12,1,0
MIA,Miami International Airport,1993,08,0,1
MIA,Miami International Airport,1993,10,1,0
MIA,Miami International Airport,1994,01,0,1
MIA,Miami International Airport,1994,11,1,0
MIA,Miami International Airport,1995,02,1,0
MIA,Miami International Airport,1995,09,1,0
MIA,Miami International Airport,1995,10,1,0
MIA,Miami International Airport,1996,01,2,0
MIA,Miami International Airport,1996,02,0,1
MIA,Miami International Airport,1996,05,1,0
MIA,Miami International Airport,1996,06,0,1
MIA,Miami International Airport,1997,05,0,1
MIA,Miami International Airport,1997,07,0,1
MIA,Miami International Airport,1997,08,1,0
MIA,Miami International Airport,1997,11,0,1
MIA,Miami International Airport,1998,10,1,0
MIA,Miami International Airport,1998,12,1,0
MIA,Miami International Airport,2000,03,1,0
MIA,Miami International Airport,2000,09,1,1
MIA,Miami International Airport,2002,01,0,1
MIA,Miami International Airport,2003,02,1,0
MIA,Miami International Airport,2003,08,0,1
MIA,Miami International Airport,2003,10,0,1
MIA,Miami International Airport,2003,12,1,0
MIA,Miami International Airport,2004,02,0,1
MIA,Miami International Airport,2007,02,0,1
MIA,Miami International Airport,2008,04,1,0
MIA,Miami International Airport,2010,05,1,0
MIA,Miami International Airport,2010,10,1,0
MIA,Miami International Airport,2011,09,1,0
MIA,Miami International Airport,2013,01,2,0
MIA,Miami International Airport,2014,09,1,0
MIA,Miami International Airport,2015,04,0,2
MIA,Miami International Airport,2016,09,0,1
MIA,Miami International Airport,2017,12,2,0
MIA,Miami International Airport,2018,03,1,0
MIA,Miami International Airport,2019,11,1,0
MIE,Delaware County Johnson Field,1984,07,0,1
MIE,Delaware County Johnson Field,1986,02,1,0
MIE,Delaware County Johnson Field,1987,03,1,0
MIE,Delaware County Johnson Field,1987,06,1,0
MIE,Delaware County Johnson Field,1996,08,1,0
MIE,Delaware County Johnson Field,2006,02,1,0
MIE,Delaware County Johnson Field,2007,07,1,0
MIE,Delaware County Johnson Field,2015,01,1,0
MIS,Misima Island Airport,2010,08,1,0
MIT,Shafter Airport - Minter Field,1983,05,1,0
MIT,Shafter Airport - Minter Field,1985,02,1,0
MIT,Shafter Airport - Minter Field,1985,03,1,0
MIT,Shafter Airport - Minter Field,1986,08,1,0
MIT,Shafter Airport - Minter Field,1987,04,1,0
MIT,Shafter Airport - Minter Field,1992,07,1,0
MIT,Shafter Airport - Minter Field,1995,11,1,0
MIT,Shafter Airport - Minter Field,1998,06,1,0
MIT,Shafter Airport - Minter Field,1998,07,1,0
MIT,Shafter Airport - Minter Field,1999,04,1,0
MIT,Shafter Airport - Minter Field,2008,07,1,0
MIT,Shafter Airport - Minter Field,2010,01,1,0
MIT,Shafter Airport - Minter Field,2010,03,1,0
MIV,Millville Municipal Airport,1982,06,1,0
MIV,Millville Municipal Airport,1985,02,1,0
MIV,Millville Municipal Airport,1985,05,1,0
MIV,Millville Municipal Airport,1985,12,1,0
MIV,Millville Municipal Airport,1991,10,1,0
MIV,Millville Municipal Airport,1993,10,1,0
MIV,Millville Municipal Airport,1994,06,2,0
MIV,Millville Municipal Airport,2001,07,1,0
MIV,Millville Municipal Airport,2002,07,1,0
MIV,Millville Municipal Airport,2005,01,1,0
MIV,Millville Municipal Airport,2005,09,1,0
MIV,Millville Municipal Airport,2008,06,1,0
MIV,Millville Municipal Airport,2009,03,1,0
MIV,Millville Municipal Airport,2011,04,1,0
MIV,Millville Municipal Airport,2012,08,1,0
MIV,Millville Municipal Airport,2015,12,1,0
MJC,Man Airport,1982,03,1,0
MJD,Moenjodaro Airport,2008,01,1,0
MJD,Moenjodaro Airport,2011,12,1,0
MJX,Ocean County Airport,1999,09,1,0
MJX,Ocean County Airport,2006,10,1,0
MJX,Ocean County Airport,2008,06,1,0
MJX,Ocean County Airport,2010,06,1,0
MJX,Ocean County Airport,2010,09,1,0
MJX,Ocean County Airport,2019,11,2,0
MKC,Charles B. Wheeler Downtown Airport,1982,08,1,0
MKC,Charles B. Wheeler Downtown Airport,1983,01,1,0
MKC,Charles B. Wheeler Downtown Airport,1983,07,1,0
MKC,Charles B. Wheeler Downtown Airport,1983,08,1,0
MKC,Charles B. Wheeler Downtown Airport,1983,09,1,0
MKC,Charles B. Wheeler Downtown Airport,1983,12,2,0
MKC,Charles B. Wheeler Downtown Airport,1985,01,1,0
MKC,Charles B. Wheeler Downtown Airport,1985,04,1,0
MKC,Charles B. Wheeler Downtown Airport,1985,12,1,0
MKC,Charles B. Wheeler Downtown Airport,1986,01,1,0
MKC,Charles B. Wheeler Downtown Airport,1986,09,1,0
MKC,Charles B. Wheeler Downtown Airport,1987,07,1,0
MKC,Charles B. Wheeler Downtown Airport,1988,04,1,0
MKC,Charles B. Wheeler Downtown Airport,1988,05,1,0
MKC,Charles B. Wheeler Downtown Airport,1991,09,1,0
MKC,Charles B. Wheeler Downtown Airport,1993,06,1,0
MKC,Charles B. Wheeler Downtown Airport,1993,10,1,0
MKC,Charles B. Wheeler Downtown Airport,1995,01,1,0
MKC,Charles B. Wheeler Downtown Airport,1995,02,1,0
MKC,Charles B. Wheeler Downtown Airport,1995,07,1,0
MKC,Charles B. Wheeler Downtown Airport,1997,01,1,0
MKC,Charles B. Wheeler Downtown Airport,1997,04,1,0
MKC,Charles B. Wheeler Downtown Airport,1997,05,1,0
MKC,Charles B. Wheeler Downtown Airport,1999,02,1,0
MKC,Charles B. Wheeler Downtown Airport,2005,01,1,0
MKC,Charles B. Wheeler Downtown Airport,2005,06,1,0
MKC,Charles B. Wheeler Downtown Airport,2007,11,1,0
MKC,Charles B. Wheeler Downtown Airport,2009,02,1,0
MKC,Charles B. Wheeler Downtown Airport,2011,02,1,0
MKC,Charles B. Wheeler Downtown Airport,2011,03,1,0
MKC,Charles B. Wheeler Downtown Airport,2011,08,1,0
MKC,Charles B. Wheeler Downtown Airport,2012,02,1,0
MKC,Charles B. Wheeler Downtown Airport,2012,08,0,1
MKC,Charles B. Wheeler Downtown Airport,2013,08,1,0
MKC,Charles B. Wheeler Downtown Airport,2018,03,1,0
MKE,General Mitchell International Airport,1983,03,1,0
MKE,General Mitchell International Airport,1983,06,2,0
MKE,General Mitchell International Airport,1984,04,1,1
MKE,General Mitchell International Airport,1985,09,1,0
MKE,General Mitchell International Airport,1986,02,1,0
MKE,General Mitchell International Airport,1987,06,1,0
MKE,General Mitchell International Airport,1987,08,1,0
MKE,General Mitchell International Airport,1988,11,0,1
MKE,General Mitchell International Airport,1990,04,1,0
MKE,General Mitchell International Airport,1990,08,1,0
MKE,General Mitchell International Airport,1993,01,1,0
MKE,General Mitchell International Airport,1994,05,1,0
MKE,General Mitchell International Airport,1996,01,1,0
MKE,General Mitchell International Airport,1997,12,1,0
MKE,General Mitchell International Airport,1999,02,1,0
MKE,General Mitchell International Airport,1999,07,1,0
MKE,General Mitchell International Airport,1999,12,1,0
MKE,General Mitchell International Airport,2000,01,0,2
MKE,General Mitchell International Airport,2001,02,0,1
MKE,General Mitchell International Airport,2001,07,1,0
MKE,General Mitchell International Airport,2003,06,0,1
MKE,General Mitchell International Airport,2004,07,0,1
MKE,General Mitchell International Airport,2004,11,1,0
MKE,General Mitchell International Airport,2005,03,1,0
MKE,General Mitchell International Airport,2006,11,2,0
MKE,General Mitchell International Airport,2007,01,2,0
MKE,General Mitchell International Airport,2007,06,1,0
MKE,General Mitchell International Airport,2010,09,0,1
MKE,General Mitchell International Airport,2010,11,1,0
MKE,General Mitchell International Airport,2011,06,0,1
MKG,Muskegon County Airport,1986,06,1,0
MKG,Muskegon County Airport,1986,07,1,0
MKG,Muskegon County Airport,1990,10,1,0
MKG,Muskegon County Airport,1990,12,1,0
MKG,Muskegon County Airport,1991,09,1,0
MKG,Muskegon County Airport,1993,05,1,0
MKG,Muskegon County Airport,2003,08,1,0
MKG,Muskegon County Airport,2007,10,1,0
MKG,Muskegon County Airport,2010,04,1,0
MKG,Muskegon County Airport,2010,07,1,0
MKG,Muskegon County Airport,2011,09,1,0
MKG,Muskegon County Airport,2015,05,1,0
MKJ,Makoua Airport,2011,10,1,0
MKJ,Makoua Airport,2019,04,1,0
MKK,Molokai Airport,1983,05,1,0
MKK,Molokai Airport,1999,08,1,0
MKK,Molokai Airport,2000,05,1,0
MKK,Molokai Airport,2017,05,1,0
MKK,Molokai Airport,2017,12,1,0
MKL,McKellar-Sipes Regional Airport,1984,09,1,0
MKL,McKellar-Sipes Regional Airport,1988,02,1,0
MKL,McKellar-Sipes Regional Airport,1989,12,1,0
MKL,McKellar-Sipes Regional Airport,1991,09,1,0
MKL,McKellar-Sipes Regional Airport,1997,02,1,0
MKL,McKellar-Sipes Regional Airport,2003,10,1,0
MKL,McKellar-Sipes Regional Airport,2006,05,1,0
MKL,McKellar-Sipes Regional Airport,2010,02,1,0
MKL,McKellar-Sipes Regional Airport,2013,06,1,0
MKL,McKellar-Sipes Regional Airport,2014,03,1,0
MKL,McKellar-Sipes Regional Airport,2016,09,1,0
MKS,Mekane Selam Airport,2009,01,1,0
MKS,Mekane Selam Airport,2009,04,1,0
MKS,Mekane Selam Airport,2011,10,1,0
MKS,Mekane Selam Airport,2015,07,2,0
MKY,Mackay Airport,1986,07,1,0
MKY,Mackay Airport,1988,05,1,0
MKY,Mackay Airport,1995,11,1,0
MKY,Mackay Airport,1995,12,1,0
MKY,Mackay Airport,2000,05,1,0
MKY,Mackay Airport,2001,03,1,0
MKY,Mackay Airport,2004,07,1,0
MKY,Mackay Airport,2007,01,1,0
MKY,Mackay Airport,2013,05,1,0
MKY,Mackay Airport,2013,08,1,0
MKY,Mackay Airport,2015,03,1,0
MLB,Melbourne International Airport,1985,03,1,0
MLB,Melbourne International Airport,1985,08,1,0
MLB,Melbourne International Airport,1986,01,1,0
MLB,Melbourne International Airport,1986,10,1,0
MLB,Melbourne International Airport,1987,02,1,0
MLB,Melbourne International Airport,1987,11,1,0
MLB,Melbourne International Airport,1988,11,0,1
MLB,Melbourne International Airport,1989,02,1,0
MLB,Melbourne International Airport,1989,03,1,0
MLB,Melbourne International Airport,1991,03,1,0
MLB,Melbourne International Airport,1991,12,1,0
MLB,Melbourne International Airport,1995,09,1,0
MLB,Melbourne International Airport,1999,02,1,0
MLB,Melbourne International Airport,2001,09,1,0
MLB,Melbourne International Airport,2002,03,1,0
MLB,Melbourne International Airport,2003,01,4,0
MLB,Melbourne International Airport,2003,06,1,0
MLB,Melbourne International Airport,2007,02,1,0
MLB,Melbourne International Airport,2009,02,1,0
MLB,Melbourne International Airport,2012,02,1,0
MLB,Melbourne International Airport,2012,05,2,0
MLB,Melbourne International Airport,2014,04,1,0
MLB,Melbourne International Airport,2015,05,1,0
MLB,Melbourne International Airport,2017,02,1,0
MLB,Melbourne International Airport,2017,11,1,0
MLC,Mc Alester Regional Airport,1991,07,1,0
MLC,Mc Alester Regional Airport,1992,02,1,0
MLC,Mc Alester Regional Airport,1999,05,1,0
MLC,Mc Alester Regional Airport,1999,12,1,0
MLC,Mc Alester Regional Airport,2000,02,2,0
MLC,Mc Alester Regional Airport,2001,06,1,0
MLC,Mc Alester Regional Airport,2002,11,1,0
MLC,Mc Alester Regional Airport,2005,01,1,0
MLC,Mc Alester Regional Airport,2008,07,1,0
MLC,Mc Alester Regional Airport,2016,10,1,0
MLC,Mc Alester Regional Airport,2017,09,1,0
MLE,Malé International Airport,1982,03,1,0
MLE,Malé International Airport,1983,02,1,0
MLE,Malé International Airport,1983,11,1,0
MLE,Malé International Airport,1984,05,1,0
MLE,Malé International Airport,1993,08,1,0
MLE,Malé International Airport,1994,06,1,0
MLE,Malé International Airport,2000,07,1,0
MLE,Malé International Airport,2000,08,1,0
MLE,Malé International Airport,2002,06,1,0
MLE,Malé International Airport,2004,03,1,0
MLE,Malé International Airport,2005,12,1,0
MLE,Malé International Airport,2006,06,1,0
MLE,Malé International Airport,2006,08,2,0
MLE,Malé International Airport,2018,01,1,0
MLE,Malé International Airport,2018,05,1,0
MLE,Malé International Airport,2019,06,1,0
MLE,Malé International Airport,2019,12,1,0
MLE,Malé International Airport,2020,03,1,0
MLE,Malé International Airport,2020,06,1,0
MLI,Quad City International Airport,1984,03,0,1
MLI,Quad City International Airport,1985,08,1,0
MLI,Quad City International Airport,1988,05,1,0
MLI,Quad City International Airport,1989,05,0,1
MLI,Quad City International Airport,1992,05,1,0
MLI,Quad City International Airport,1999,11,1,0
MLI,Quad City International Airport,2002,12,1,0
MLI,Quad City International Airport,2003,09,1,0
MLI,Quad City International Airport,2006,11,1,0
MLI,Quad City International Airport,2008,02,0,1
MLI,Quad City International Airport,2010,12,1,0
MLI,Quad City International Airport,2011,08,0,1
MLI,Quad City International Airport,2011,11,1,0
MLI,Quad City International Airport,2012,11,1,0
MLI,Quad City International Airport,2014,01,1,0
MLK,Malta Airport,1982,10,1,0
MLK,Malta Airport,1987,06,1,0
MLK,Malta Airport,1988,10,1,0
MLL,Marshall Don Hunter Sr Airport,1996,11,1,0
MLL,Marshall Don Hunter Sr Airport,2000,06,1,0
MLS,Frank Wiley Field,1984,03,1,0
MLS,Frank Wiley Field,1987,01,1,0
MLS,Frank Wiley Field,1988,02,1,0
MLS,Frank Wiley Field,1989,05,1,0
MLS,Frank Wiley Field,1990,07,1,0
MLS,Frank Wiley Field,1996,01,1,0
MLS,Frank Wiley Field,2004,06,1,0
MLS,Frank Wiley Field,2007,12,1,0
MLS,Frank Wiley Field,2011,08,1,0
MLU,Monroe Regional Airport,1984,12,1,0
MLU,Monroe Regional Airport,1987,08,1,0
MLU,Monroe Regional Airport,1988,01,1,0
MLU,Monroe Regional Airport,1988,11,1,0
MLU,Monroe Regional Airport,1992,08,1,0
MLU,Monroe Regional Airport,1995,08,1,0
MLU,Monroe Regional Airport,1998,11,1,0
MLU,Monroe Regional Airport,2003,04,1,0
MLU,Monroe Regional Airport,2006,05,1,0
MLU,Monroe Regional Airport,2012,04,1,0
MLU,Monroe Regional Airport,2014,06,1,0
MLY,Manley Hot Springs Airport,1995,06,1,0
MLY,Manley Hot Springs Airport,2005,09,1,0
MLY,Manley Hot Springs Airport,2006,07,1,0
MLY,Manley Hot Springs Airport,2008,10,1,0
MLY,Manley Hot Springs Airport,2018,02,1,0
MLY,Manley Hot Springs Airport,2018,07,1,0
MLY,Manley Hot Springs Airport,2019,09,1,0
MMF,Mamfe Airport,1983,01,1,0
MMH,Mammoth Yosemite Airport,1982,01,1,0
MMH,Mammoth Yosemite Airport,1982,09,1,0
MMH,Mammoth Yosemite Airport,1983,07,1,0
MMH,Mammoth Yosemite Airport,1983,11,1,0
MMH,Mammoth Yosemite Airport,1984,02,1,0
MMH,Mammoth Yosemite Airport,1984,12,1,0
MMH,Mammoth Yosemite Airport,1985,09,1,0
MMH,Mammoth Yosemite Airport,1985,11,1,0
MMH,Mammoth Yosemite Airport,1986,06,1,0
MMH,Mammoth Yosemite Airport,1987,04,1,0
MMH,Mammoth Yosemite Airport,1987,08,1,0
MMH,Mammoth Yosemite Airport,1987,09,1,0
MMH,Mammoth Yosemite Airport,1988,07,1,0
MMH,Mammoth Yosemite Airport,1989,09,1,0
MMH,Mammoth Yosemite Airport,1990,02,1,0
MMH,Mammoth Yosemite Airport,1990,04,1,0
MMH,Mammoth Yosemite Airport,1990,08,1,0
MMH,Mammoth Yosemite Airport,1992,01,1,0
MMH,Mammoth Yosemite Airport,1992,04,1,0
MMH,Mammoth Yosemite Airport,1995,03,1,0
MMH,Mammoth Yosemite Airport,1995,06,1,0
MMH,Mammoth Yosemite Airport,1996,04,1,0
MMH,Mammoth Yosemite Airport,1996,12,1,0
MMH,Mammoth Yosemite Airport,1998,11,1,0
MMH,Mammoth Yosemite Airport,1999,07,1,0
MMH,Mammoth Yosemite Airport,2001,07,1,0
MMH,Mammoth Yosemite Airport,2002,01,2,0
MMH,Mammoth Yosemite Airport,2005,12,1,0
MMH,Mammoth Yosemite Airport,2006,01,1,0
MMH,Mammoth Yosemite Airport,2007,05,1,0
MMH,Mammoth Yosemite Airport,2012,09,1,0
MMH,Mammoth Yosemite Airport,2015,02,1,0
MMH,Mammoth Yosemite Airport,2015,12,1,0
MMH,Mammoth Yosemite Airport,2017,07,1,0
MMH,Mammoth Yosemite Airport,2018,03,1,0
MMI,McMinn County Airport,1984,02,1,0
MMI,McMinn County Airport,1993,05,2,0
MMI,McMinn County Airport,1997,07,1,0
MMI,McMinn County Airport,2005,06,1,0
MMI,McMinn County Airport,2015,07,1,0
MMK,Murmansk Airport,1982,08,1,0
MMK,Murmansk Airport,1983,01,1,0
MMK,Murmansk Airport,1983,12,1,0
MMK,Murmansk Airport,1984,08,2,0
MMK,Murmansk Airport,1984,12,1,0
MMK,Murmansk Airport,1986,06,1,0
MMK,Murmansk Airport,1988,01,1,0
MMK,Murmansk Airport,1988,05,1,0
MMK,Murmansk Airport,1988,10,1,0
MMK,Murmansk Airport,1992,12,1,0
MMK,Murmansk Airport,1993,08,1,0
MMK,Murmansk Airport,1994,07,1,0
