airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
BET,Bethel Airport,1988,09,1,0
BET,Bethel Airport,1990,04,2,0
BET,Bethel Airport,1990,06,1,0
BET,Bethel Airport,1991,10,1,0
BET,Bethel Airport,1992,07,2,0
BET,Bethel Airport,1992,09,1,0
BET,Bethel Airport,1993,05,1,0
BET,Bethel Airport,1994,06,1,0
BET,Bethel Airport,1994,11,1,0
BET,Bethel Airport,1995,03,1,0
BET,Bethel Airport,1995,04,1,0
BET,Bethel Airport,1995,05,1,0
BET,Bethel Airport,1995,07,1,0
BET,Bethel Airport,1996,11,1,0
BET,Bethel Airport,1996,12,1,0
BET,Bethel Airport,1997,08,1,0
BET,Bethel Airport,1997,09,1,0
BET,Bethel Airport,1998,05,1,0
BET,Bethel Airport,1998,06,1,0
BET,Bethel Airport,1998,07,1,0
BET,Bethel Airport,1999,01,1,0
BET,Bethel Airport,1999,10,1,0
BET,Bethel Airport,1999,12,3,0
BET,Bethel Airport,2000,10,1,0
BET,Bethel Airport,2000,11,1,0
BET,Bethel Airport,2001,10,1,0
BET,Bethel Airport,2002,09,1,0
BET,Bethel Airport,2003,11,1,0
BET,Bethel Airport,2005,04,1,0
BET,Bethel Airport,2005,07,1,0
BET,Bethel Airport,2007,08,1,0
BET,Bethel Airport,2007,09,1,0
BET,Bethel Airport,2009,08,1,0
BET,Bethel Airport,2011,06,1,0
BET,Bethel Airport,2013,08,1,0
BET,Bethel Airport,2013,12,1,0
BET,Bethel Airport,2015,05,1,0
BET,Bethel Airport,2016,11,1,0
BET,Bethel Airport,2019,05,1,0
BET,Bethel Airport,2019,06,1,0
BET,Bethel Airport,2019,07,1,0
BFA,Bahía Negra Airport,1986,03,1,0
BFA,Bahía Negra Airport,1995,09,1,0
BFA,Bahía Negra Airport,2002,09,1,0
BFD,Bradford Regional Airport,1982,11,1,0
BFD,Bradford Regional Airport,1983,11,1,0
BFD,Bradford Regional Airport,1986,05,1,0
BFD,Bradford Regional Airport,1986,06,1,0
BFD,Bradford Regional Airport,1990,11,1,0
BFD,Bradford Regional Airport,1996,02,1,0
BFD,Bradford Regional Airport,2000,01,1,0
BFD,Bradford Regional Airport,2000,11,1,0
BFD,Bradford Regional Airport,2002,10,1,0
BFD,Bradford Regional Airport,2003,03,1,0
BFD,Bradford Regional Airport,2004,01,1,0
BFD,Bradford Regional Airport,2005,10,1,0
BFD,Bradford Regional Airport,2019,05,1,0
BFF,Western Neb. Rgnl/William B. Heilig Airport,1982,05,1,0
BFF,Western Neb. Rgnl/William B. Heilig Airport,1982,08,1,0
BFF,Western Neb. Rgnl/William B. Heilig Airport,1983,02,1,0
BFF,Western Neb. Rgnl/William B. Heilig Airport,1983,07,1,0
BFF,Western Neb. Rgnl/William B. Heilig Airport,1991,05,1,0
BFF,Western Neb. Rgnl/William B. Heilig Airport,1994,06,1,0
BFF,Western Neb. Rgnl/William B. Heilig Airport,2001,02,1,0
BFI,Boeing Field King County International Airport,1982,10,1,0
BFI,Boeing Field King County International Airport,1983,02,1,0
BFI,Boeing Field King County International Airport,1983,06,1,0
BFI,Boeing Field King County International Airport,1983,10,1,1
BFI,Boeing Field King County International Airport,1984,02,1,0
BFI,Boeing Field King County International Airport,1984,04,1,0
BFI,Boeing Field King County International Airport,1985,02,1,0
BFI,Boeing Field King County International Airport,1985,05,1,0
BFI,Boeing Field King County International Airport,1985,08,1,0
BFI,Boeing Field King County International Airport,1986,07,1,0
BFI,Boeing Field King County International Airport,1986,10,1,0
BFI,Boeing Field King County International Airport,1987,05,1,0
BFI,Boeing Field King County International Airport,1987,06,0,1
BFI,Boeing Field King County International Airport,1988,08,1,0
BFI,Boeing Field King County International Airport,1988,09,2,0
BFI,Boeing Field King County International Airport,1989,04,1,0
BFI,Boeing Field King County International Airport,1989,11,1,0
BFI,Boeing Field King County International Airport,1990,06,1,0
BFI,Boeing Field King County International Airport,1990,07,1,0
BFI,Boeing Field King County International Airport,1990,10,1,0
BFI,Boeing Field King County International Airport,1991,03,2,0
BFI,Boeing Field King County International Airport,1991,05,1,0
BFI,Boeing Field King County International Airport,1993,02,1,0
BFI,Boeing Field King County International Airport,1993,07,1,0
BFI,Boeing Field King County International Airport,1993,11,1,0
BFI,Boeing Field King County International Airport,1994,03,1,0
BFI,Boeing Field King County International Airport,1995,01,1,0
BFI,Boeing Field King County International Airport,1995,10,1,0
BFI,Boeing Field King County International Airport,1998,03,1,0
BFI,Boeing Field King County International Airport,1998,04,0,1
BFI,Boeing Field King County International Airport,1998,07,1,0
BFI,Boeing Field King County International Airport,1999,02,1,0
BFI,Boeing Field King County International Airport,1999,11,2,0
BFI,Boeing Field King County International Airport,2000,04,2,0
BFI,Boeing Field King County International Airport,2000,05,2,0
BFI,Boeing Field King County International Airport,2001,02,1,0
BFI,Boeing Field King County International Airport,2001,03,1,0
BFI,Boeing Field King County International Airport,2001,04,1,0
BFI,Boeing Field King County International Airport,2001,09,1,0
BFI,Boeing Field King County International Airport,2002,05,1,0
BFI,Boeing Field King County International Airport,2002,12,1,0
BFI,Boeing Field King County International Airport,2003,10,1,0
BFI,Boeing Field King County International Airport,2004,07,1,0
BFI,Boeing Field King County International Airport,2004,09,1,0
BFI,Boeing Field King County International Airport,2010,04,1,0
BFI,Boeing Field King County International Airport,2011,03,1,0
BFI,Boeing Field King County International Airport,2011,08,1,0
BFI,Boeing Field King County International Airport,2011,11,1,0
BFI,Boeing Field King County International Airport,2012,05,0,1
BFI,Boeing Field King County International Airport,2013,09,1,0
BFI,Boeing Field King County International Airport,2016,06,1,0
BFL,Meadows Field,1983,10,1,0
BFL,Meadows Field,1984,02,1,0
BFL,Meadows Field,1986,11,1,0
BFL,Meadows Field,1988,03,1,0
BFL,Meadows Field,1991,01,1,0
BFL,Meadows Field,1991,07,1,0
BFL,Meadows Field,1992,01,1,0
BFL,Meadows Field,1992,08,1,0
BFL,Meadows Field,1993,08,1,0
BFL,Meadows Field,2001,06,0,1
BFL,Meadows Field,2005,11,1,0
BFL,Meadows Field,2006,07,1,0
BFL,Meadows Field,2007,06,1,0
BFL,Meadows Field,2007,08,1,0
BFL,Meadows Field,2007,09,1,0
BFL,Meadows Field,2009,03,1,0
BFL,Meadows Field,2011,03,1,0
BFL,Meadows Field,2012,08,1,0
BFL,Meadows Field,2014,05,1,0
BFL,Meadows Field,2015,02,1,0
BFL,Meadows Field,2016,01,1,0
BFL,Meadows Field,2017,01,1,0
BFL,Meadows Field,2018,11,0,1
BFM,Mobile Downtown Airport,1983,10,0,1
BFM,Mobile Downtown Airport,1985,03,1,0
BFM,Mobile Downtown Airport,1991,06,1,0
BFM,Mobile Downtown Airport,1997,05,1,0
BFM,Mobile Downtown Airport,2002,10,1,0
BFM,Mobile Downtown Airport,2003,04,1,0
BFM,Mobile Downtown Airport,2012,10,1,0
BFM,Mobile Downtown Airport,2017,01,1,0
BFR,Virgil I Grissom Municipal Airport,1986,08,1,0
BFR,Virgil I Grissom Municipal Airport,1988,06,1,0
BFR,Virgil I Grissom Municipal Airport,2007,03,1,0
BFW,Sidi Bel Abbes Airport,2018,03,1,0
BGD,Hutchinson County Airport,1984,10,1,0
BGD,Hutchinson County Airport,1987,02,1,0
BGD,Hutchinson County Airport,1988,01,1,0
BGD,Hutchinson County Airport,1995,06,1,0
BGD,Hutchinson County Airport,1995,07,1,0
BGD,Hutchinson County Airport,2001,02,1,0
BGD,Hutchinson County Airport,2004,04,1,0
BGD,Hutchinson County Airport,2011,11,1,0
BGD,Hutchinson County Airport,2013,10,1,0
BGD,Hutchinson County Airport,2017,02,1,0
BGD,Hutchinson County Airport,2018,05,1,0
BGE,Decatur County Industrial Air Park,1994,04,1,0
BGE,Decatur County Industrial Air Park,1994,11,1,0
BGE,Decatur County Industrial Air Park,1996,07,1,0
BGE,Decatur County Industrial Air Park,1997,08,1,0
BGE,Decatur County Industrial Air Park,1997,09,1,0
BGE,Decatur County Industrial Air Park,1998,10,1,0
BGE,Decatur County Industrial Air Park,2003,05,1,0
BGE,Decatur County Industrial Air Park,2006,08,1,0
BGE,Decatur County Industrial Air Park,2009,07,1,0
BGE,Decatur County Industrial Air Park,2017,01,1,0
BGF,Bangui M'Poko International Airport,1986,05,1,0
BGF,Bangui M'Poko International Airport,1987,07,1,0
BGF,Bangui M'Poko International Airport,2009,06,1,0
BGF,Bangui M'Poko International Airport,2015,04,1,0
BGI,Grantley Adams International Airport,2011,03,1,0
BGM,Greater Binghamton/Edwin A Link field,1983,09,1,0
BGM,Greater Binghamton/Edwin A Link field,1984,04,1,0
BGM,Greater Binghamton/Edwin A Link field,1984,07,1,0
BGM,Greater Binghamton/Edwin A Link field,1985,04,1,0
BGM,Greater Binghamton/Edwin A Link field,1986,09,1,1
BGM,Greater Binghamton/Edwin A Link field,1987,06,1,0
BGM,Greater Binghamton/Edwin A Link field,1987,08,1,0
BGM,Greater Binghamton/Edwin A Link field,1989,02,1,0
BGM,Greater Binghamton/Edwin A Link field,1993,05,1,0
BGM,Greater Binghamton/Edwin A Link field,1999,11,1,0
BGM,Greater Binghamton/Edwin A Link field,2004,11,1,0
BGM,Greater Binghamton/Edwin A Link field,2007,11,1,0
BGO,Bergen Airport Flesland,1983,11,1,0
BGO,Bergen Airport Flesland,1985,07,1,0
BGQ,Big Lake Airport,1983,09,1,0
BGQ,Big Lake Airport,1986,04,1,0
BGQ,Big Lake Airport,1986,11,1,0
BGQ,Big Lake Airport,1988,03,1,0
BGQ,Big Lake Airport,1990,06,1,0
BGQ,Big Lake Airport,1992,04,1,0
BGQ,Big Lake Airport,1992,07,1,0
BGQ,Big Lake Airport,1994,01,1,0
BGQ,Big Lake Airport,1994,09,1,0
BGQ,Big Lake Airport,1996,04,1,0
BGQ,Big Lake Airport,2008,04,1,0
BGQ,Big Lake Airport,2017,02,1,0
BGQ,Big Lake Airport,2018,06,1,0
BGQ,Big Lake Airport,2020,01,1,0
BGQ,Big Lake Airport,2020,02,1,0
BGQ,Big Lake Airport,2020,03,1,0
BGR,Bangor International Airport,1983,05,1,0
BGR,Bangor International Airport,1986,04,1,0
BGR,Bangor International Airport,1988,02,1,0
BGR,Bangor International Airport,1992,01,1,0
BGR,Bangor International Airport,1995,04,1,0
BGR,Bangor International Airport,1995,12,1,0
BGR,Bangor International Airport,1996,07,1,0
BGR,Bangor International Airport,1997,01,1,0
BGR,Bangor International Airport,2003,11,0,1
BGR,Bangor International Airport,2019,04,1,0
BHB,Hancock County-Bar Harbor Airport,1991,03,1,0
BHB,Hancock County-Bar Harbor Airport,1993,12,1,0
BHB,Hancock County-Bar Harbor Airport,1996,12,1,0
BHB,Hancock County-Bar Harbor Airport,2001,01,1,0
BHB,Hancock County-Bar Harbor Airport,2001,11,1,0
BHB,Hancock County-Bar Harbor Airport,2004,08,1,0
BHB,Hancock County-Bar Harbor Airport,2011,04,1,0
BHI,Comandante Espora Airport,1983,08,1,0
BHM,Birmingham-Shuttlesworth International Airport,1982,07,1,0
BHM,Birmingham-Shuttlesworth International Airport,1982,08,1,0
BHM,Birmingham-Shuttlesworth International Airport,1982,11,1,0
BHM,Birmingham-Shuttlesworth International Airport,1983,03,1,0
BHM,Birmingham-Shuttlesworth International Airport,1983,04,1,0
BHM,Birmingham-Shuttlesworth International Airport,1983,09,2,0
BHM,Birmingham-Shuttlesworth International Airport,1984,10,1,0
BHM,Birmingham-Shuttlesworth International Airport,1984,12,1,0
BHM,Birmingham-Shuttlesworth International Airport,1985,06,2,0
BHM,Birmingham-Shuttlesworth International Airport,1985,11,1,0
BHM,Birmingham-Shuttlesworth International Airport,1986,04,1,0
BHM,Birmingham-Shuttlesworth International Airport,1986,06,0,1
BHM,Birmingham-Shuttlesworth International Airport,1987,05,1,0
BHM,Birmingham-Shuttlesworth International Airport,1987,06,0,1
BHM,Birmingham-Shuttlesworth International Airport,1988,02,1,0
BHM,Birmingham-Shuttlesworth International Airport,1988,03,0,1
BHM,Birmingham-Shuttlesworth International Airport,1989,06,1,0
BHM,Birmingham-Shuttlesworth International Airport,1991,07,1,0
BHM,Birmingham-Shuttlesworth International Airport,1994,12,1,0
BHM,Birmingham-Shuttlesworth International Airport,1996,02,1,0
BHM,Birmingham-Shuttlesworth International Airport,1996,09,1,0
BHM,Birmingham-Shuttlesworth International Airport,1998,02,1,0
BHM,Birmingham-Shuttlesworth International Airport,2000,10,0,1
BHM,Birmingham-Shuttlesworth International Airport,2003,11,1,0
BHM,Birmingham-Shuttlesworth International Airport,2003,12,1,1
BHM,Birmingham-Shuttlesworth International Airport,2009,12,1,0
BHM,Birmingham-Shuttlesworth International Airport,2010,12,0,1
BHM,Birmingham-Shuttlesworth International Airport,2011,01,1,0
BHM,Birmingham-Shuttlesworth International Airport,2012,10,1,0
BHM,Birmingham-Shuttlesworth International Airport,2013,08,1,0
BHM,Birmingham-Shuttlesworth International Airport,2014,02,1,0
BID,Block Island State Airport,1982,03,1,0
BID,Block Island State Airport,1983,04,1,0
BID,Block Island State Airport,1983,06,1,0
BID,Block Island State Airport,1983,10,1,0
BID,Block Island State Airport,1985,07,1,0
BID,Block Island State Airport,1985,09,1,0
BID,Block Island State Airport,1985,10,1,0
BID,Block Island State Airport,1986,07,1,0
BID,Block Island State Airport,1987,03,1,0
BID,Block Island State Airport,1987,06,1,0
BID,Block Island State Airport,1987,09,1,0
BID,Block Island State Airport,1988,01,1,0
BID,Block Island State Airport,1988,12,1,0
BID,Block Island State Airport,1989,11,1,0
BID,Block Island State Airport,1991,08,1,0
BID,Block Island State Airport,1991,12,1,0
BID,Block Island State Airport,1993,09,1,0
BID,Block Island State Airport,1994,07,1,0
BID,Block Island State Airport,1994,09,1,0
BID,Block Island State Airport,1995,06,1,0
BID,Block Island State Airport,1995,08,1,0
BID,Block Island State Airport,1996,06,1,0
BID,Block Island State Airport,1997,06,1,0
BID,Block Island State Airport,1999,08,1,0
BID,Block Island State Airport,2002,10,1,0
BID,Block Island State Airport,2003,07,2,0
BID,Block Island State Airport,2006,07,1,0
BID,Block Island State Airport,2006,11,1,0
BID,Block Island State Airport,2010,06,1,0
BID,Block Island State Airport,2014,08,1,0
BID,Block Island State Airport,2016,06,1,0
BID,Block Island State Airport,2017,10,1,0
BID,Block Island State Airport,2020,07,1,0
BIE,Beatrice Municipal Airport,1984,08,1,0
BIE,Beatrice Municipal Airport,2004,10,1,0
BIH,Eastern Sierra Regional Airport,1983,07,1,0
BIH,Eastern Sierra Regional Airport,1983,08,1,0
BIH,Eastern Sierra Regional Airport,1984,09,1,0
BIH,Eastern Sierra Regional Airport,1985,01,1,0
BIH,Eastern Sierra Regional Airport,1985,08,1,0
BIH,Eastern Sierra Regional Airport,1987,06,1,0
BIH,Eastern Sierra Regional Airport,1992,04,1,0
BIH,Eastern Sierra Regional Airport,1992,08,1,0
BIH,Eastern Sierra Regional Airport,1996,03,1,0
BIH,Eastern Sierra Regional Airport,2002,08,1,0
BIH,Eastern Sierra Regional Airport,2002,09,1,0
BIH,Eastern Sierra Regional Airport,2003,08,1,0
BIH,Eastern Sierra Regional Airport,2005,07,1,0
BIH,Eastern Sierra Regional Airport,2006,01,1,0
BIH,Eastern Sierra Regional Airport,2008,03,1,0
BIH,Eastern Sierra Regional Airport,2010,09,1,0
BIH,Eastern Sierra Regional Airport,2016,06,1,0
BIH,Eastern Sierra Regional Airport,2018,04,1,0
BIL,Billings Logan International Airport,1982,07,1,0
BIL,Billings Logan International Airport,1982,08,1,0
BIL,Billings Logan International Airport,1982,09,1,0
BIL,Billings Logan International Airport,1982,12,1,0
BIL,Billings Logan International Airport,1983,01,1,0
BIL,Billings Logan International Airport,1983,06,1,0
BIL,Billings Logan International Airport,1983,08,1,0
BIL,Billings Logan International Airport,1984,01,1,0
BIL,Billings Logan International Airport,1984,04,1,0
BIL,Billings Logan International Airport,1984,08,1,0
BIL,Billings Logan International Airport,1984,12,1,0
BIL,Billings Logan International Airport,1985,01,1,0
BIL,Billings Logan International Airport,1985,05,1,0
BIL,Billings Logan International Airport,1986,05,1,0
BIL,Billings Logan International Airport,1986,08,1,0
BIL,Billings Logan International Airport,1986,12,0,1
BIL,Billings Logan International Airport,1988,10,1,0
BIL,Billings Logan International Airport,1989,11,1,0
BIL,Billings Logan International Airport,1989,12,1,0
BIL,Billings Logan International Airport,1992,03,1,0
BIL,Billings Logan International Airport,1992,04,1,0
BIL,Billings Logan International Airport,1992,08,1,0
BIL,Billings Logan International Airport,1992,11,1,0
BIL,Billings Logan International Airport,1992,12,2,0
BIL,Billings Logan International Airport,1993,10,1,0
BIL,Billings Logan International Airport,1994,02,1,0
BIL,Billings Logan International Airport,1994,03,1,0
BIL,Billings Logan International Airport,1994,10,1,0
BIL,Billings Logan International Airport,1997,04,1,0
BIL,Billings Logan International Airport,1997,11,1,0
BIL,Billings Logan International Airport,1998,05,1,0
BIL,Billings Logan International Airport,1998,10,1,0
BIL,Billings Logan International Airport,1999,07,1,0
BIL,Billings Logan International Airport,2000,02,1,0
BIL,Billings Logan International Airport,2001,02,1,0
BIL,Billings Logan International Airport,2001,06,1,0
BIL,Billings Logan International Airport,2002,09,1,0
BIL,Billings Logan International Airport,2003,09,1,0
BIL,Billings Logan International Airport,2004,10,1,0
BIL,Billings Logan International Airport,2005,01,1,0
BIL,Billings Logan International Airport,2006,04,2,0
BIL,Billings Logan International Airport,2006,11,1,0
BIL,Billings Logan International Airport,2007,05,1,0
BIL,Billings Logan International Airport,2010,08,1,0
BIL,Billings Logan International Airport,2012,12,1,0
BIL,Billings Logan International Airport,2013,07,1,0
BIL,Billings Logan International Airport,2016,02,1,0
BIL,Billings Logan International Airport,2017,01,1,0
BIL,Billings Logan International Airport,2020,04,1,0
BIS,Bismarck Municipal Airport,1982,05,1,0
BIS,Bismarck Municipal Airport,1982,08,1,0
BIS,Bismarck Municipal Airport,1984,09,1,0
BIS,Bismarck Municipal Airport,1985,11,1,0
BIS,Bismarck Municipal Airport,1986,02,1,0
BIS,Bismarck Municipal Airport,1987,03,1,0
BIS,Bismarck Municipal Airport,1987,12,1,0
BIS,Bismarck Municipal Airport,1989,03,0,1
BIS,Bismarck Municipal Airport,1991,06,1,0
BIS,Bismarck Municipal Airport,1993,03,1,0
BIS,Bismarck Municipal Airport,1998,04,1,0
BIS,Bismarck Municipal Airport,1998,07,1,0
BIS,Bismarck Municipal Airport,2000,08,1,0
BIS,Bismarck Municipal Airport,2005,05,1,0
BIS,Bismarck Municipal Airport,2009,07,1,0
BIV,Bria Airport,2000,08,1,0
BIV,Bria Airport,2001,03,1,0
BIV,Bria Airport,2002,12,1,0
BIV,Bria Airport,2006,03,1,0
BIV,Bria Airport,2007,02,1,0
BIV,Bria Airport,2010,01,1,0
BIV,Bria Airport,2011,10,1,0
BIV,Bria Airport,2014,06,1,0
BIV,Bria Airport,2015,01,1,0
BJC,Rocky Mountain Metropolitan Airport,1982,01,1,0
BJC,Rocky Mountain Metropolitan Airport,1982,03,1,0
BJC,Rocky Mountain Metropolitan Airport,1982,07,1,0
BJC,Rocky Mountain Metropolitan Airport,1982,08,1,0
BJC,Rocky Mountain Metropolitan Airport,1982,11,1,0
BJC,Rocky Mountain Metropolitan Airport,1983,11,1,0
BJC,Rocky Mountain Metropolitan Airport,1983,12,2,0
BJC,Rocky Mountain Metropolitan Airport,1985,04,0,1
BJC,Rocky Mountain Metropolitan Airport,1985,12,1,0
BJC,Rocky Mountain Metropolitan Airport,1986,08,1,0
BJC,Rocky Mountain Metropolitan Airport,1986,09,1,0
BJC,Rocky Mountain Metropolitan Airport,1987,05,1,0
BJC,Rocky Mountain Metropolitan Airport,1987,06,1,0
BJC,Rocky Mountain Metropolitan Airport,1987,08,1,0
BJC,Rocky Mountain Metropolitan Airport,1987,11,1,0
BJC,Rocky Mountain Metropolitan Airport,1988,08,1,0
BJC,Rocky Mountain Metropolitan Airport,1988,09,1,0
BJC,Rocky Mountain Metropolitan Airport,1989,01,1,0
BJC,Rocky Mountain Metropolitan Airport,1989,03,1,0
BJC,Rocky Mountain Metropolitan Airport,1989,06,1,0
BJC,Rocky Mountain Metropolitan Airport,1989,07,1,0
BJC,Rocky Mountain Metropolitan Airport,1989,09,1,0
BJC,Rocky Mountain Metropolitan Airport,1989,11,1,0
BJC,Rocky Mountain Metropolitan Airport,1989,12,1,0
BJC,Rocky Mountain Metropolitan Airport,1990,01,2,0
BJC,Rocky Mountain Metropolitan Airport,1990,05,1,0
BJC,Rocky Mountain Metropolitan Airport,1990,06,1,0
BJC,Rocky Mountain Metropolitan Airport,1991,09,1,0
BJC,Rocky Mountain Metropolitan Airport,1991,12,0,1
BJC,Rocky Mountain Metropolitan Airport,1992,04,1,0
BJC,Rocky Mountain Metropolitan Airport,1992,07,1,0
BJC,Rocky Mountain Metropolitan Airport,1992,11,1,0
BJC,Rocky Mountain Metropolitan Airport,1993,02,1,0
BJC,Rocky Mountain Metropolitan Airport,1993,06,1,0
BJC,Rocky Mountain Metropolitan Airport,1994,05,1,0
BJC,Rocky Mountain Metropolitan Airport,1995,08,1,0
BJC,Rocky Mountain Metropolitan Airport,1995,09,1,0
BJC,Rocky Mountain Metropolitan Airport,1996,04,1,0
BJC,Rocky Mountain Metropolitan Airport,1996,05,1,0
BJC,Rocky Mountain Metropolitan Airport,1996,07,1,0
BJC,Rocky Mountain Metropolitan Airport,1996,12,1,0
BJC,Rocky Mountain Metropolitan Airport,1997,06,1,0
BJC,Rocky Mountain Metropolitan Airport,1997,09,1,0
BJC,Rocky Mountain Metropolitan Airport,1997,11,1,0
BJC,Rocky Mountain Metropolitan Airport,1998,03,1,0
BJC,Rocky Mountain Metropolitan Airport,1998,04,1,0
BJC,Rocky Mountain Metropolitan Airport,1998,07,1,0
BJC,Rocky Mountain Metropolitan Airport,1998,08,1,0
BJC,Rocky Mountain Metropolitan Airport,1999,03,1,0
BJC,Rocky Mountain Metropolitan Airport,2000,01,1,0
BJC,Rocky Mountain Metropolitan Airport,2000,07,1,0
BJC,Rocky Mountain Metropolitan Airport,2000,08,1,0
BJC,Rocky Mountain Metropolitan Airport,2000,09,2,0
BJC,Rocky Mountain Metropolitan Airport,2000,12,1,0
BJC,Rocky Mountain Metropolitan Airport,2001,07,1,0
BJC,Rocky Mountain Metropolitan Airport,2001,12,1,0
BJC,Rocky Mountain Metropolitan Airport,2002,02,1,0
BJC,Rocky Mountain Metropolitan Airport,2002,06,1,0
BJC,Rocky Mountain Metropolitan Airport,2002,08,2,0
BJC,Rocky Mountain Metropolitan Airport,2002,10,1,0
BJC,Rocky Mountain Metropolitan Airport,2002,11,1,0
BJC,Rocky Mountain Metropolitan Airport,2003,05,1,0
BJC,Rocky Mountain Metropolitan Airport,2003,12,1,0
BJC,Rocky Mountain Metropolitan Airport,2004,03,3,0
