airportname,Freq
 FRONT ROYAL-WARREN CO ,1
 FRONT ROYAL-WARREN CO. ,1
 FRONT ROYAL-WARREN COUNTY ,1
 FRONTIER ,1
 FROZEN LAKE ,1
 FROZEN PAXSON LAKE ,1
 FRUITPORT ,1
 FT ATKINSON MUNICIPAL ,1
 FT COLLINS DOWNTOWN ,1
 FT COLLINS DWNTN AIR PARK ,1
 FT COLLINS/LOVELAND ,1
 FT GAINES-CLAY CO. ,1
 FT LAUDERDALE ,5
 FT LAUDERDALE EXECUTIVE ,5
 FT LAUDERDALE HOLLYWOOD ,2
 FT LAUDERDALE INT'L ,1
 FT LAUDERDALE INTL ,1
 FT LAUDERDALE-HOLLYWOOD ,3
 FT MEYERS ,1
 FT STOCKTON-PECOS COUNTY ,1
 FT WORTH ALLIANCE ,2
 FT. CLARK SPRINGS ,1
 FT. COLLINS LOVELAND MUNI ,1
 FT. COLLINS/LOVELAND ,2
 FT. COLLINS/LOVELAND MUNI ,1
 FT. LAUDERDALE ,6
 FT. LAUDERDALE EXEC ,1
 FT. LAUDERDALE EXEC. ,1
 FT. LAUDERDALE EXECUTIVE ,11
 FT. LAUDERDALE HOLLYWOOD ,2
 FT. LAUDERDALE HW. INTL. ,1
 FT. LAUDERDALE INT ,1
 FT. LAUDERDALE INT'L ,6
 FT. LAUDERDALE INTL ,1
 FT. LAUDERDALE-HLYWD INTL ,1
 FT. LAUDERDALE-HOLLYWOOD ,4
 FT. LAUDERDALE/HOLLYWOOD ,2
 FT. MADISON ,1
 FT. MCCOY ,1
 FT. MYERS ,1
 FT. PIERCE ,1
 FT. PIERCE INTERNATIONAL ,1
 FT. SMITH MUNI ,1
 FT. WALTON BEACH ,2
 FT. WALTON MUNI ,1
 FT. WORTH SPINKS AIRPORT ,1
 FT. YUKON ,1
 FT.LAUDERDALE EXECUTIVE ,1
 FT.LAUDERDALE-HOLLYWOOD ,1
 FULLERTON ,24
 FULLERTON MUNI ,18
 FULLERTON MUNI AIRPORT ,1
 FULLERTON MUNICIPAL ,9
 FULLTERON MUNI ,1
 FULTON ,3
 FULTON CO. ,2
 FULTON CO. BROWN FLD ,1
 FULTON COUNTY ,20
 FULTON COUNTY AIRPORT ,6
 FULTON COUNTY AIRPORT-BROWN FI ,3
 FULTON COUNTY BROWN FIELD ,2
 FULTON COUNTY-BROWN FIELD ,2
 FUNDER BAY ,1
 FUQUAY ,1
 FUQUAY ANGIER ,1
 FUQUAY-ANGIER ,2
 FUQUAY/ANGIER FIELD ,1
 FURNACE CREEK ,3
 FUSSELL AG STRIP ,1
 Fabens ,1
 Fabens Airport ,1
 Fabio Alberto Leon Bently Airp ,1
 Factoryville-Seamans ,1
 Fairbanks ,2
 Fairbanks Internation ,1
 Fairbanks International ,18
 Fairbanks International Airpor ,3
 Fairchild Int. ,1
 Fairchild Inter Arpt ,1
 Fairfield County ,1
 Fairfield County Airport ,3
 Fairgrounds Airpark ,1
 Fairmont Municipal ,1
 Fairmont Municipal Airport ,3
 Fairmont State Airfield ,2
 Fairmount Municipal ,1
 Fairview ,1
 Fairview Airport ,1
 Fairview East ,1
 Fairview Park Hospital ,1
 Faith Municipal ,1
 Falcon Feild ,1
 Falcon Field ,25
 Falcon Field Airport ,22
 Falconhead Airport ,1
 Fall City ,3
 Fall River Mills Airport ,1
 Fallbrook ,2
 Fallbrook Community Airpark ,5
 Fallbrook Community Airport ,1
 Fallon Municipal Airport ,7
 Fallon NAS ,1
 Fallston ,1
 Falmouth ,1
 Falmouth Airpark ,7
 False River Air Park ,1
 False River Regional Airport ,2
 Falwell Airport ,1
 Fanning Field ,4
 Faribault Muni-Liz Wall Strohf ,1
 Faribault Municipal Airport ,4
 Farm Air Flying Service ,1
 Farm Field ,3
 Farm field ,1
 Farmdale Airport ,1
 Farmers Field ,1
 Farmers Pride ,2
 Farmers Pride Airport ,1
 Farmville Regional Airport ,2
 Farr Field ,1
 Farr Field Airport ,1
 Farrell James Airfield ,1
 Fayette Airport ,1
 Fayette County ,1
 Fayette County Airport ,3
 Fayette Regional ,1
 Fayette Regl Air Center Airpor ,1
 Fayettevile Regional ,1
 Fayetteville Regional ,4
 Fayetteville Regional Airport ,2
 Fazenda Europa ,1
 Fazenda Fortaleza De Santa Air ,1
 Fazenda Lagoa do Triunfo ,1
 Fazenda Vertente ,1
 Federhart-Ophelia STOLport ,1
 Felipe Carrillo ,1
 Felts Field ,9
 Felts Field Airport ,1
 Feregenson Airport ,1
 Fergus Falls Municipal - Einar ,1
 Fergus Falls Municipal Airport ,1
 Ferguson Airport ,4
 Ferguson Field ,1
 Fergussons private strip ,1
 Fernandia Beach Municipal ,1
 Fernandina Beach Municipal ,4
 Fernandini ,1
 Fernando Dominicci Airport ,1
 Fernando Luis Ribas Dominicci ,9
 Ferndale ,1
 Ferndale Airfield ,1
 Ferry ,1
 Ferry County Airport ,1
 Fertile Municipal Airport ,1
 Festus Memorial Airport ,3
" Festus Memorial Airport, ",1
 Feurs/Chambeon Airport ,1
 Feutz Airfield ,1
 Field ,2
 Field Of Dreams ,1
 Field of Dreams Airport ,2
 Fiese Airstrip ,1
 Fiesta Field ,1
 Findlay Airport ,1
 Finger Lake Seaplane Base ,1
 Finger Lakes Regional Airport ,1
 Finleyville Airpark ,2
 Firebaugh ,1
 Firebaugh Airport ,1
 First Aero Squadron Airpark ,2
 First Flight ,1
 First Flight Airport ,1
 Firstair Field ,1
 Firstair Field Airport ,1
 Fischer's RLA Airport ,1
 Fish Creek Ranch Airstrip ,1
 Fitch H Beach Airport ,1
 Fitchburg ,1
 Fitchburg Municipal ,1
 Fitchburg Municipal Airport ,5
 Flabob ,3
 Flagler Airport ,1
 Flagler County ,5
 Flagler County Airport ,6
 Flagstaff ,1
 Flagstaff Medical Center East ,2
 Flagstaff Puliam ,1
 Flagstaff Puliam Airport ,1
 Flagstaff Pulliam ,4
 Flagstaff Pulliam Airport ,10
 Flandreau Municipal ,1
 Flat Bush Airport ,1
 Flat Rock Airstrip ,1
 Flathead Sky Ranch ,1
 Fleet Field ,1
 Fleet Field Airport ,1
 Fleming Field ,1
 Fleming-Mason Airport ,1
 Fletcher Field Airport ,1
 Flint Bishop ,1
 Floathaven ,1
 Florence Municipal Airport ,1
 Florence Regional ,1
 Florida Flying Gators ,3
 Florida Flying Gators Airpark ,1
 Florida Gateway Airport ,1
 Floyd Bennett Field ,1
 Floyd Bennett Memorial Airport ,3
 Floydada Municipal ,1
 Flyers Airpark ,1
 Flyers Airstrip ,1
 Flyin' Tiger Field ,1
 Flying B ,2
 Flying B Ranch ,1
 Flying B Ranch Landing Strip ,3
 Flying Baron Estates ,2
 Flying Circus Aerodrome ,2
 Flying Cloud ,6
 Flying Cloud Airport ,5
 Flying Crown ,1
 Flying Diamond ,1
 Flying Dimond Airport ,1
 Flying Dollar Airport ,1
 Flying Dutchman ,1
 Flying Few ,1
 Flying Few Airfield ,1
 Flying G Ranch Airport ,1
 Flying H Ranch Airport ,1
 Flying J Airport ,1
 Flying J. Ranch ,1
 Flying Lazy D Ranch ,1
 Flying M ,2
 Flying M Airport ,2
 Flying M Ranch ,6
 Flying M Ranch Airport ,1
 Flying Oaks Airport ,1
 Flying Palomino Ranch Airport ,1
 Flying Ten Airport ,2
 Flying U Ranch ,1
 Flying W ,2
 Flying W Airport ,7
 Flying W Airranch ,1
 Flying W. Airport ,1
 Flying W. Ranch Airport ,1
 Flying-a-Ranch ,1
 Flynt Crop Dusting Service ,1
 Foley Municipal Airport ,5
 Follin Field (PVT) ,1
 Folsom Field Airport ,1
 Fond Du Lac County Airport ,1
 Fond-du-Lac ,1
 Foothills Regional Airport ,3
 Forest City Municipal Airport ,1
 Forest Hill Industrial Airpark ,1
 Forest Lake ,2
 Forks Airport ,1
 Forrest City Municipal Airport ,1
 Forrested Clearing ,1
 Fort Bragg (Private) ,1
 Fort Bragg Airport ,1
 Fort Bridger ,1
 Fort Collins - Loveland ,1
 Fort Collins Downtown ,3
 Fort Collins Downtown Airpark ,1
 Fort Collins Downtown Airport ,1
 Fort Collins Loveland ,2
 Fort Collins-Downtown Airport ,1
 Fort Collins-Loveland ,2
 Fort Collins-Loveland AIrport ,1
 Fort Collins-Loveland Airport ,1
 Fort Collins-Loveland Mncpl ,1
 Fort Collins-Loveland Muni ,2
 Fort Collins-Loveland Municipa ,6
 Fort Lauderale/Hollywood Intl ,1
 Fort Lauderdal Executive ,1
 Fort Lauderdale ,1
 Fort Lauderdale Exec. ,1
 Fort Lauderdale Exec. Airport ,1
 Fort Lauderdale Executive ,21
 Fort Lauderdale Executive Airp ,1
 Fort Lauderdale International ,6
 Fort Lauderdale-Hollywood Intl ,1
 Fort Lauderdale-Hollywood Itl ,1
 Fort Lauderdale/Hollywood ,1
 Fort Lauderdale/Hollywood Int ,2
 Fort Lauderdale/Hollywood Intl ,5
 Fort McCoy Airport ,1
 Fort Morgan Municipal ,1
 Fort Morgan Municipal Airport ,2
 Fort Myers Lee ,1
 Fort Parker Flying Field ,1
 Fort Pierce ,1
 Fort Pierce/St. Lucie County ,2
 Fort Scott Municipal Airport ,1
 Fort Smith Regional ,2
 Fort Stockton-Pecos County ,1
 Fort Wayne ,1
 Fort Wayne International ,3
 Fort Worth Alliance ,4
 Fort Worth Alliance Airport ,2
 Fort Worth Meacham Airport ,1
 Fort Worth Meacham Internation ,1
 Fort Worth Mecham ,1
 Fort Worth Mecham Intl. Airpor ,1
 Fort Worth Spinks ,2
 Fort Worth Spinks Airport ,5
 Fostoria ,1
 Fostoria Metropolitan ,1
 Four Corners Airport ,1
 Four Corners Regional ,10
 Four Corners Regional Airport ,4
 Four Corners Regional Apt ,1
 Fowler Airfield ,1
 Fowler Field ,1
 Fox Airfield ,1
 Fox Stephens Field - Gilmer Mu ,1
 Foz do Igua̤u/Cataratas Intern ,1
 Francis S Gabreski Airport ,3
 Francis S. Gabreski ,1
 Francisco De Assis ,1
 Franconia Airport ,2
 Frank Field Airport ,1
 Frank Voshell ,1
 Frank Wiley Field ,1
 Frank's Flying Service ,1
 Frankfort Dow Memorial Field ,1
 Frankfort-Highland Airport ,1
 Frankfurt ,1
 Frankfurt Main International ,1
 Franklin County ,5
 Franklin County Airport ,1
 Franklin County State ,1
 Franklin County State Airport ,2
 Franklin Field ,2
 Franklin Field Airport ,2
 Franklin Flying Field ,1
 Franklin Flying Field Airport ,1
 Franklin Municipal Airport ,1
 Franklin Municipal-John Beverl ,1
 Franklin Wilkins ,1
 Franklin/Hayden Field ,1
 Franklinton ,1
 Franklinton Airport ,1
 Frasca Airfield ,1
 Frasca Field ,1
 Frasca Field Airport ,1
 Frazier Lake Airpark ,2
 Frech Valley ,1
 Frederick ,1
 Frederick Muni ,2
 Frederick Municipal ,3
 Frederick Municipal Airport ,9
 Fredericksburg ,1
 Frederico Fellini Internationa ,1
 Fredricksburg ,1
 Freedom Springs Ranch Airport ,1
 Freeflight International Airpo ,1
 Freehold Airport ,2
 Freeman Field ,1
 Freeman Municipal Airport ,2
 Freerick Municipal Airport ,1
 Freeway ,1
 Freeway Airport ,7
 Fremont Airport ,1
 Fremont County ,1
 Fremont County Airport ,5
 Fremont Municipal Airport ,4
 French Lick ,1
 French Lick Municipal Airport ,1
 French Valley ,6
 French Valley Airport ,8
" French Valley, California ",1
 Fresh Creek Airport ,1
 Fresno ,3
 Fresno - Yosemite Intl ,2
 Fresno Airport ,1
 Fresno Chandler ,1
 Fresno Chandler Airport ,1
 Fresno Chandler Downtown ,1
 Fresno Chandler Executive ,7
 Fresno Chandler Executive Airp ,1
 Fresno Chandler Executive Apt ,1
 Fresno International Airport ,1
 Fresno Yosemite International ,5
 Fresno-Chandler Airport ,1
 Fresno-Chandler Downtown Airpo ,1
 Fresno-Yosemite International ,1
 Frey Farms ,1
 Friday Harbor ,3
 Friedman Memorial ,5
 Friedman Memorial Airport ,7
 Front Range ,9
 Front Range Airport ,7
" Front Range Airport, Colorado ",1
 Front Royal ,1
 Front Royal Airport ,1
 Front Royal-Warren County ,2
 Front Royal-Warren County Airp ,2
 Frontier Airpark ,2
 Fruitland ,1
 Fryeburg ,1
 Ft Collins-Loveland Municipal ,2
 Ft Collins/Loveland Municipal ,1
 Ft Lauderdale Exec Airport ,1
 Ft Lauderdale-Hollywood Intl ,1
 Ft Morgan Municipal ,1
 Ft Worth International Airport ,1
 Ft. Collins-Loveland Municipal ,1
 Ft. Huachuca / Sierra Vista ,1
 Ft. Lauderdale Executive ,3
 Ft. Lauderdale Executive Apt. ,1
 Ft. Lauderdale International ,1
 Ft. Lauderdale-Hollywood ,1
 Ft. Lauderdale-Hollywood In'tl ,1
 Ft. Lauderdale-Hollywood Int ,1
 Ft. Lauderdale-Hollywood Intl. ,1
 Fullerton ,2
 Fullerton Muni ,1
 Fullerton Municipal ,7
 Fullerton Municipal Airport ,6
 Fulsom Field Airport ,1
 Fulton Airport ,1
 Fulton County ,4
 Fulton County Airport ,7
 Fulton County Airport-Brown Fi ,1
 Fulton County Airporty ,1
 Funny Farm Airport ,1
 Fuquay-Angier Field ,1
 Fuquay/Angier Field ,1
 Furnace Creek Airport ,4
 G & G FARMS INC ,1
 G WINNETT CO-BRISCO FLD ,1
 G. BUSH INTERCONTINENTAL ,1
 G. V. MONTGOMERY ,1
 GA LITE FLITE ,1
 GAA PRIVATE ,1
 GABBS ,1
 GADABOUT GADDIS ,2
 GADABOUT-GADDIS ,1
 GADSDEN ,1
 GADSDEN CO. ,1
 GADSDEN MUNICIPAL ,4
 GADSEN MUNI ,2
 GAEDE ,1
 GAEDE STRIP ,1
 GAGE ,1
 GAGE SHATTUCK ,1
 GAIL BALLARD ,1
 GAIL K NAUMANN GREENHORN ,1
 GAINES COUNTY ,2
 GAINES VALLEY AVIATION ,2
 GAINESVILLE ,5
 GAINESVILLE MEMORIAL ,1
 GAINESVILLE MUNI ,3
 GAINESVILLE MUNICIPAL ,1
 GAINESVILLE REG. ,1
 GAINESVILLE REGIONAL ,12
 GAINESVILLE REGIONAL APRT ,1
 GAINESVILLE RGNL ,5
 GAINESVILLE/LEE GILMER MEMORIA ,1
 GAINSVILLE ,2
 GAINSVILLE MEMORIAL ,1
 GAINSVILLE REGIONAL ,1
 GAITHERSBURG ,2
 GAITHERSBURG-MONTGOMERY ,1
 GAKONA ,1
 GALENA ,1
 GALENA BAY ,1
 GALESBURG ,4
 GALESBURG MUNI ,2
 GALESBURG MUNICIPAL ,6
 GALEX-HILLSVILLE ,1
 GALION MUNI ,3
 GALION MUNICIPAL ,3
 GALION MUNICIPAL AIRPORT ,1
 GALLATIN ,2
 GALLATIN FIELD ,12
 GALLATIN FLD ,2
 GALLATIN FLD. ,1
 GALLENSTEIN HELIPORT ,1
 GALLIA MEIGS ,1
 GALLIA-MEIGS REGIONAL ,1
 GALLINGER ,1
 GALLIS-MEIGS REGIONAL ,1
 GALLUP ,5
 GALLUP FIELD ,1
 GALLUP MUNI ,2
 GALLUP MUNICIPAL ,7
 GALLUP MUNICIPAL AIRPORT ,2
 GALT ,8
 GALT FIELD ,1
 GALVESTON AIRPORT ,1
 GALVESTON MUNICIPAL ,1
 GAMBELL ,2
 GAMBLE RANCH ,1
 GANDER INTERNATIONAL ,1
 GANDPA'S FARM ,1
 GANSNER FIELD ,3
 GANSNER FIELD QUINCY ,1
 GANSNER FLD ,1
 GAP VIEW ,1
 GARBERVILLE ,3
 GARDEN CITY ,2
 GARDEN CITY MUNI ,2
 GARDEN CITY REGIONAL ,2
 GARDEN VALLEY ,2
 GARDEN VALLEY (PVT) ,1
 GARDINER ,3
 GARDNER ,5
 GARDNER CREEK ,1
 GARDNER MUNI ,3
 GARDNER MUNIC. ,1
 GARDNER MUNICIPAL ,6
 GARDNER MUNICIPAL AIRPORT ,1
 GARFIELD  COUNTY ,1
 GARFIELD COUNTY REGIONAL ,5
 GARFIELD COUNTY RGNL ,2
 GARLAND/DFW HELIPLEX ,1
 GARNER ,2
 GARNER FIELD ,6
 GARNER ROAD HELIPORT ,1
 GARNETT ,1
 GARNETT MUNI ,1
 GARNETT MUNICIPAL ,1
 GARNSEY'S STRIP ,1
 GARNSEYS ,1
 GARRETT ,1
 GARRETT COUNTY ,5
 GARRISON ,1
 GARRISON FIELD ,1
 GARRISON PRIVATE AIRSTRIP ,1
 GARWOOD MEMORIAL ,1
 GARY ,1
 GARY MUNI. ,1
 GARY MUNICIPAL ,3
 GARY REGIONAL ,1
 GARY WARD AIRSTRIP ,1
 GARY/CHICAGO ,1
 GARY/CHICAGO INTL ,1
 GAS LINE STRIP ,1
 GASNER FIELD ,1
 GASPER AIRPORT ,1
 GASPORT ,1
 GASTON'S ,3
 GASTON'S AIRPORT ,1
 GASTONIA ,1
 GASTONIA MUNICIPAL ,2
 GASTONIA MUNICIPAL AIRPOR ,1
 GASTONS ,4
 GATES ,1
 GATESVILLE CITY - COUNTY ,1
 GATESVILLE CITY-COUNTY ,1
 GATEVILLE MUNICIPAL ,1
 GATEWAY ,1
 GATEWAY NORTH ,2
 GATEWAY NORTH INDUSTRIAL ,1
 GATLINBURG-PIGEON FORGE ,4
 GATOR CREEK ,1
 GAUB'S FIELD ,1
 GAYLON HERRON FARM ,1
 GAYLORD ,1
 GAYLORD OTSEGO COUNTY ,1
 GEAUGA CO. ,1
 GEAUGA COUNTRY ,1
 GEAUGA COUNTY ,6
 GEAUGA COUNTY AIRPORT ,1
 GEBAUER ,1
 GEHRIS ,1
 GEIGER ,1
 GEIGER FIELD ,1
 GEN DEWITT SPAIN ,1
 GEN EDW LWRNCE LOGAN INTL ,1
 GEN EDWRD LAWR LOGAN INTL ,1
 GEN MITCHELL ,1
 GEN RODRIGUEZ INTL ,1
 GEN WM. J. FOX ,1
 GEN-AIR PARK ,1
 GEN. LYMAN ,1
 GEN. MITCHELL ,1
 GEN. MITCHELL FIELD ,1
 GEN. SPAATZ FIELD ,1
 GEN. WILLIAM J FOX ,1
 GEN. WILLIAM J. FOX ,2
 GEN. WM S. FOX ,1
 GENE POWERS ,1
 GENE SNYDER ,3
 GENE SNYDER AIRPORT ,1
 GENERAL BREES ,1
 GENERAL BREES FIELD ,2
 GENERAL BREES FIELD ARPT ,1
 GENERAL BREES FLD ,1
 GENERAL DEWITT SPAIN ,4
 GENERAL DEWITT SPAIN AIRPORT ,1
 GENERAL DICK STOUT FIELD ,3
 GENERAL EDWARD LAWRENCE ,1
 GENERAL EDWARD LAWRENCE LOGAN ,7
 GENERAL FOX AIRFIELD ,1
 GENERAL LYMAN FIELD ,1
 GENERAL MITCHEL INT'L ,1
 GENERAL MITCHELL ,3
 GENERAL MITCHELL FIELD ,2
 GENERAL MITCHELL INTERNAT ,1
 GENERAL MITCHELL INTERNATIONAL ,4
 GENERAL MITCHELL INTL ,6
 GENERAL MITCHELL INTL APT ,1
 GENERAL SPAIN ,1
 GENERAL WILLIAM J FOX ,1
 GENERAL WM J FOX AIRFIELD ,4
 GENERAL WM J. FOX FIELD ,1
 GENERAL WM. J. FOX ,4
 GENERAL WM. J. FOX AFLD ,1
 GENERAL WM. J. FOX FIELD ,1
 GENESE COUNTY ,1
 GENESEE ,2
 GENESEE CO ,2
 GENESEE CO. ,1
 GENESEE COMPANY ,1
 GENESEE COUNTY ,2
 GENESEE COUNTY AIRPORT ,1
 GENESEO ,3
 GENESEO AIRPORT ,2
 GENEVA MUNI ,1
 GENEVA MUNICIPAL ,1
 GENEVA MUNICIPAL AIRPORT ,1
 GENOA ,1
 GENOA MUNICIPAL AIRPORT ,1
 GENTRY-THURMAN ,1
 GEORGE AFB ,1
 GEORGE BUSH INTERCONTINENTAL ,1
 GEORGE BUSH INTERCONTINENTAL/H ,2
 GEORGE BUSH INTERNATIONAL ,1
 GEORGE CAMPERT MEMORIAL ,1
 GEORGE L. SCOTT MUNICIPAL ,1
 GEORGE M BRYAN ,1
 GEORGE M BRYAN FIELD ,1
 GEORGE O. BEARDSLEY FIELD ,1
 GEORGE R CARR MEMORIAL AIR FLD ,3
 GEORGE R. CARR MEMORIAL ,2
 GEORGE T LEWIS ,6
 GEORGE T. LEWIS ,11
 GEORGE T. LEWIS AIRPORT ,1
 GEORGES ,1
 GEORGETOWN ,18
 GEORGETOWN COUNTY ,3
 GEORGETOWN MUNI ,4
 GEORGETOWN MUNICIPAL ,3
 GEORGETOWN SCOTT COUNTY - MARS ,1
 GEORGETOWN SUSSEX COUNTY ,1
 GERMACK ,1
 GERONIMO ,1
 GERRAND STRIP ,1
 GERRARD ,1
 GETTYSBURG AIRPORT ,1
 GHILARDUCCI FARM ,1
 GHOST RANCH ,1
 GHSA-WALLIS GLIDEPORT ,1
 GHSA-Wallis Glideport ,1
 GIBSON COUNTY AIRPORT ,1
 GIDDINGS LEE COUNTY ,1
 GIEBEL RANCH ,1
 GIFFITH ,1
 GIFFORD FIELD ,1
 GIL ROBB WILSON ,1
 GILA BEND ,5
 GILA BEND MUNI ,5
 GILA BEND MUNICIPAL ,1
 GILBERT ,4
 GILBERT FIELD ,2
 GILBERT FIELD MUNICIPAL ,1
 GILETTE-CAMPBELL COUNTY ,1
 GILL ROBB WILSON FIELD ,1
 GILLESPIE ,4
 GILLESPIE COUNTY ,2
 GILLESPIE FIELD ,21
 GILLESPIE FIELD AIRPORT ,1
 GILLESPIE FLD ,1
 GILLESPIE FLD. ,1
 GILLETT COUNTY ,1
 GILLETTE - CAMPBELL ,1
 GILLETTE CAMBELL COUNTY ,1
 GILLETTE CAMPBELL COUNTY ,6
 GILLETTE CAMPBELLL COUNTY ,1
 GILLETTE-CAMPBELL COUNTY ,7
 GILLFILAN FIELD ,1
 GILLIAM ,1
 GILLIAM-MCCONNELL ,1
 GILLIESPIE ,1
 GILLISPIE ,1
 GILLISPIE FIELD ,1
 GILMER ,1
 GILMER COUNTY ,1
 GILMER INDUSTRIAL ,1
 GILMER INDUSTRIAL AIRPARK ,1
 GILMER UPSHUR COUNTY ,1
 GILMER-UPSHUR ,1
 GILMER-UPSHUR COUNTY ,1
 GILMORE ,2
 GIMPLE ,1
 GIRDWOOD ,8
 GLACIER BAY COUNTRY INN ,1
 GLACIER INT'L ,1
 GLACIER PARK ,1
 GLACIER PARK INT'L ,1
 GLACIER PARK INTL ,6
 GLACIER PARK RESORT ,1
 GLACIER POINT ,1
 GLADEWATER ,1
 GLADEWATER MUNICIPAL ,2
 GLASGOW ,1
 GLASGOW INTERNATIONAL ,1
 GLASGOW MUNI ,2
 GLEN CANYON ,1
 GLEN MILLS ,1
 GLENBURN MUNICIPAL ,1
 GLENCOE ,1
 GLENDAL MUNICIPAL ,1
 GLENDALE ,9
 GLENDALE AIRPORT ,2
 GLENDALE MUNI ,13
 GLENDALE MUNI AIRPORT ,1
 GLENDALE MUNI. ,2
 GLENDALE MUNICIPAL ,11
 GLENN L. MARTIN STATE ,2
 GLENNDALE ,3
 GLENNS FERRY ,1
 GLENNS FERRY MUNICIPAL ,1
 GLENS FALLS ,2
 GLENWOOD MUNICIPAL ,1
 GLENWOOD SPRINGS ,6
 GLENWOOD SPRINGS MUN ,1
 GLENWOOD SPRINGS MUNI ,2
 GLENWOOD-CATRON COUNTY ,1
 GLF OF MEX.SEAPLANE BASE ,1
 GLICK AG STRIP ,1
 GLIDDEN MUNICIPAL ,1
 GLIMER CO. ,1
 GLOBE ,1
 GLOBE-SAN CARLOS APACHE ,1
 GLOVER FIELD ,1
 GLOVIS MUNI ,1
 GLYNCO JETPORT ,3
 GNOSS ,4
 GNOSS AIRPORT ,1
 GNOSS FIELD ,13
 GNOSS FLD ,2
 GNRL EDWRD LWRNC LGN ITNL ,1
 GODFREY ,1
 GODFREY FIELD ,1
 GODMAN AAF ,1
 GODWIN FIELD ,1
 GOERING RANCHES ,1
 GOGEBIC ,1
 GOGEBIC COUNTY ,3
 GOGEBIC-IRON COUNTY ,2
 GOHEEN AIRPORT ,1
 GOLD BEACH ,1
 GOLD BEACH MUNI ,2
 GOLD BEACH MUNICIPAL ,1
 GOLD COAST ,1
 GOLD CREEK ,1
 GOLD FISH LAKE ,1
 GOLD GREEK ,1
 GOLD HILL ,1
 GOLD KING ,2
 GOLD KING CREEK ,1
 GOLDEN TRIANGLE ,1
 GOLDEN TRIANGLE REGIONAL ,3
 GOLDENDALE ,2
 GOLDFIELD ,2
 GOLDFIELD RANCH ,1
 GOLDKING MINING ,1
 GOLDSBORO ,2
 GOLDSBORO WAYNE COUNTY ,1
 GOLDSBORO WAYNE MUNI ,1
 GOLDSBORO-WAYNE ,1
 GOLDSBORO-WAYNE COUNTY ,1
 GOLDSBORO-WAYNE MUNI ,1
 GOLDSBORO-WAYNE MUNIC. ,1
 GOLOVIN ,1
 GOLSBY ,1
 GONSTEAD ,1
 GONZALES ,1
 GOODALL ,1
 GOODALL FLD. ,1
 GOODE ,2
 GOODE ARPT ,1
 GOODING MUNI ,2
 GOODLAND ,2
 GOODLAND MUNI ,1
 GOODNEWS ,2
 GOODNIGHT ,2
 GOODNIGHT FIELD ,1
 GOODNIGHT'S ,1
 GOODSPEED ,9
 GOODSPEED AIRPORT ,3
 GOODWIN ,1
 GOODYEAR ,7
 GOODYEAR MUNICIPAL ,2
 GOOSE BAY ,16
 GOOSE CREEK ,5
 GOOSE CREEK AIRPORT ,1
 GORDEN BELLAH ,1
 GORDON ,1
 GORDON MUNI ,1
 GORDON PRIVATE STRIP ,1
 GORDONSVILLE ,1
 GORDONSVILLE MUNI ,2
 GORDONSVILLE MUNI. ,1
 GORHAM ,1
 GOSHEN MUNI ,1
 GOSHEN MUNICIPAL ,1
 GOSHEN MUNICIPAL AIRPORT ,1
 GOULDINGS MONUMENT VALLEY ,1
 GOWEN FIELD ,3
 GOWER FIELD ,3
 GOZA ,1
 GRACE COMMUNITY ,1
 GRACE FARM ,1
 GRADOLPH ,1
 GRADOLPH FIELD ,1
 GRAFTON MUNI ,1
 GRAFTON MUNI. ,1
 GRAFTON MUNICIPAL ,2
 GRAGG WADE FIELD ,1
 GRAGG-WADE ,1
 GRAHAM ,2
 GRAHAM CLARK ,1
 GRAHAM CLARK AIRPORT ,1
 GRAHAM MUNI ,1
 GRAHAM MUNICIPAL ,4
 GRAIG MUNICIPAL ,1
 GRAIN VALLEY ,1
 GRAIN VALLEY AIRPORT ,2
 GRAINESS ,1
 GRANBURY ,1
 GRANBURY MUNI ,1
 GRANBURY MUNI. ,1
 GRANBURY RGNL ,2
 GRANBY-GRAND CO ,1
 GRANBY-GRAND COUNTY ,2
 GRAND CANYON ,18
 GRAND CANYON AIRPORT ,1
 GRAND CANYON ARPT ,1
 GRAND CANYON BAR TEN ASTP ,1
 GRAND CANYON NAT'L PARK ,3
 GRAND CANYON NATIONAL PARK ,4
 GRAND CANYON NATIONAL PRK ,1
 GRAND CANYON NATL PARK ,7
 GRAND CANYON NATL. PARK ,1
 GRAND CANYON ST. ,1
 GRAND CANYON STATE ,2
 GRAND CANYON WEST ,5
 GRAND COULEE DAM ,1
 GRAND FORKS ,6
 GRAND FORKS INTERNATIONAL ,6
 GRAND FORKS INTL ,4
 GRAND FORKS INTL. ,1
 GRAND FORKS INTN'L ,1
 GRAND FORKS-MARK ANDREWS ,1
 GRAND GENEVA ,1
 GRAND GENEVA AIRPORT ,1
 GRAND GENEVA RESORT ARPT ,1
 GRAND GLAIZE ,1
 GRAND GLAIZE/ LINNCREEK ,1
 GRAND GLAZE ,1
 GRAND HAVEN ,2
 GRAND HAVEN AIRPARK ,1
 GRAND HAVEN MEM. ,1
 GRAND HAVEN MEMORIAL ,2
 GRAND HAVEN MEMORIAL AIRPARK ,1
 GRAND ISLAND ,1
 GRAND ISLE 43Q ,1
 GRAND ISLE-43 ,1
 GRAND JUNCTION ,2
 GRAND MARAIS ,2
 GRAND MARAIS/COOK COUNTY ,1
 GRAND PRAIRIE ,4
