,airport_code,airport_name,year,month,ntsb_accidents,ntsb_incidents,faa_incidents,dataset,tracon_month,pos_nonword_ct,pos_nonword_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_iaco_ct,iata_iaco_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct,tracon,Achieve_count,Adj_count,Adverb_count,Affect_count,Affiliation_count,Anger_count,Anx_count,Article_count,Assent_count,Auxverb_count,Bio_count,Body_count,Cause_count,Certain_count,CogProc_count,Compare_count,Conj_count,Death_count,Differ_count,Discrep_count,Drives_count,Family_count,Feel_count,Female_count,Filler_count,FocusFuture_count,FocusPast_count,FocusPresent_count,Friend_count,Function_count,Health_count,Hear_count,Home_count,I_count,Informal_count,Ingest_count,Insight_count,Interrog_count,Ipron_count,Leisure_count,Male_count,Money_count,Motion_count,Negate_count,Negemo_count,Netspeak_count,Nonflu_count,Number_count,Percept_count,Posemo_count,Power_count,Ppron_count,Prep_count,Pronoun_count,Quant_count,Relativ_count,Relig_count,Reward_count,Risk_count,Sad_count,See_count,Sexual_count,SheHe_count,Social_count,Space_count,Swear_count,Tentat_count,They_count,Time_count,Verb_count,We_count,Work_count,You_count,d2v_cos_sim
326,DFW,Dallas Fort Worth International Airport,1992,8,0.0,1.0,0.0,ntsb,DFW 1992/8,217,54,153,30,66,14,87,28,127,32,75,18,DFW,91,129,99,32,108,0,8,43,9,316,3,0,5,0,54,53,46,0,12,15,24,113,4,3,0,22,72,104,0,493,0,23,0,136,0,0,62,16,4,4,0,0,131,118,5,1,0,17,52,12,14,179,152,406,2,162,0,9,7,0,19,0,7,22,114,10,33,3,91,137,34,44,88,0.5919772061434659
327,DFW,Dallas Fort Worth International Airport,1992,10,1.0,0.0,0.0,ntsb,DFW 1992/10,169,52,125,29,40,13,74,21,90,32,45,17,DFW,56,111,88,22,73,2,3,32,1,222,2,5,1,0,31,28,40,0,5,4,13,88,13,5,1,22,46,89,0,356,0,7,2,106,4,0,27,5,4,1,1,0,106,74,8,4,0,10,20,8,9,138,94,285,2,117,0,8,3,0,15,0,3,29,78,2,18,9,83,99,35,30,55,0.6514109524813565
328,DFW,Dallas Fort Worth International Airport,1993,1,0.0,1.0,0.0,ntsb,DFW 1993/1,91,30,71,22,28,7,66,20,49,20,20,7,DFW,27,35,43,8,30,0,0,20,1,119,1,0,0,0,29,11,19,0,3,7,10,31,1,2,0,14,23,35,0,186,0,10,0,46,0,0,25,1,1,1,0,1,46,28,1,1,0,5,15,2,4,66,63,156,2,61,0,1,1,0,10,0,0,12,30,2,17,5,32,64,18,19,22,0.5804461479187012
329,DFW,Dallas Fort Worth International Airport,1993,4,1.0,0.0,0.0,ntsb,DFW 1993/4,52,20,34,12,10,4,27,12,28,13,18,7,DFW,20,35,37,13,21,0,2,16,1,91,3,2,1,0,26,8,22,0,5,3,15,23,0,1,0,15,16,30,0,145,1,5,0,28,0,0,22,2,1,3,0,1,39,26,4,0,0,5,11,2,11,44,52,121,1,55,0,2,1,0,4,0,0,9,31,1,16,5,33,46,6,10,16,0.5386869430541992
330,DFW,Dallas Fort Worth International Airport,1993,10,1.0,0.0,0.0,ntsb,DFW 1993/10,209,39,171,27,63,11,125,23,138,27,64,11,DFW,88,129,116,16,107,0,3,47,7,306,4,8,0,0,63,38,52,0,8,17,32,90,0,4,0,19,58,107,0,426,0,6,0,97,1,0,37,4,6,2,0,0,115,84,12,2,0,12,26,5,11,144,181,440,6,164,0,8,10,0,6,2,0,28,86,9,15,10,115,123,9,32,72,0.6614958258236155
331,DFW,Dallas Fort Worth International Airport,1993,12,0.0,1.0,0.0,ntsb,DFW 1993/12,136,43,78,24,41,11,71,22,62,28,45,18,DFW,41,76,66,18,47,0,0,18,2,146,0,2,2,2,29,21,29,0,6,2,14,48,0,0,1,13,32,50,0,250,0,9,0,67,0,0,32,3,5,4,0,0,61,53,3,1,0,7,19,6,9,85,66,188,0,94,0,2,8,0,9,0,0,8,63,4,21,5,53,71,22,26,35,0.5097427368164062
332,DFW,Dallas Fort Worth International Airport,1994,3,0.0,1.0,0.0,ntsb,DFW 1994/3,123,35,81,19,22,8,50,18,84,28,43,13,DFW,51,90,59,10,64,0,3,15,5,136,0,0,3,0,33,29,19,0,6,8,28,75,5,11,1,17,30,72,0,234,0,10,1,78,0,0,39,2,8,1,0,1,55,58,3,1,0,6,30,10,15,93,83,205,0,77,0,2,4,0,11,0,0,32,46,7,29,4,45,71,16,27,50,0.5718005498250326
333,DFW,Dallas Fort Worth International Airport,1994,10,0.0,1.0,0.0,ntsb,DFW 1994/10,133,55,91,28,39,14,67,23,84,36,46,21,DFW,95,169,140,43,118,2,5,68,14,281,6,3,7,1,90,67,72,0,16,11,34,132,5,5,1,35,73,126,0,561,1,17,0,175,2,0,84,14,2,6,6,1,148,119,9,0,1,23,59,12,19,244,177,460,4,153,0,11,14,0,20,0,6,32,82,16,52,21,117,158,57,43,89,0.5631258010864257
334,DFW,Dallas Fort Worth International Airport,1994,12,0.0,1.0,0.0,ntsb,DFW 1994/12,43,22,30,18,13,9,13,10,26,12,21,9,DFW,14,45,31,4,16,0,0,4,2,66,0,0,1,1,16,20,10,0,6,6,2,15,0,0,0,2,16,34,0,100,0,3,0,18,1,0,21,2,1,1,0,0,31,30,2,1,0,1,9,0,2,22,15,69,0,31,0,1,0,0,3,0,0,2,20,2,7,0,29,24,3,9,14,0.7263560295104979
335,DFW,Dallas Fort Worth International Airport,1995,1,0.0,1.0,0.0,ntsb,DFW 1995/1,463,55,373,36,127,16,205,28,312,36,164,19,DFW,136,294,194,59,174,0,16,59,6,584,0,0,15,0,117,100,84,0,25,28,49,179,17,5,2,56,121,218,0,897,0,46,0,266,0,0,82,15,10,2,0,0,279,197,8,0,2,20,51,23,27,325,278,736,8,301,0,21,29,0,54,0,4,82,209,10,55,30,225,229,97,94,125,0.6260751342773437
336,DFW,Dallas Fort Worth International Airport,1995,2,0.0,2.0,0.0,ntsb,DFW 1995/2,201,58,152,37,56,13,99,31,126,38,78,20,DFW,89,160,154,33,101,0,8,47,3,303,5,4,8,0,62,46,37,0,11,12,17,102,10,3,0,31,78,126,0,502,2,12,0,132,1,0,66,6,0,6,1,1,133,101,5,1,0,19,52,8,16,179,163,428,3,145,2,7,2,0,18,0,3,35,89,3,35,10,113,158,36,44,83,0.5876685341635903
337,DFW,Dallas Fort Worth International Airport,1995,4,0.0,1.0,0.0,ntsb,DFW 1995/4,181,47,161,29,50,10,76,22,147,37,70,15,DFW,74,202,146,21,101,0,5,71,5,339,5,4,21,2,96,56,84,0,20,16,15,101,6,3,0,49,82,140,0,626,0,19,0,171,1,0,85,10,3,3,0,1,143,139,7,1,1,23,56,11,9,242,194,488,2,181,1,11,14,1,19,0,2,33,114,6,44,22,117,170,75,37,69,0.512333255343967
338,DFW,Dallas Fort Worth International Airport,1996,7,1.0,0.0,0.0,ntsb,DFW 1996/7,203,49,183,27,51,14,80,20,150,33,86,16,DFW,62,130,83,19,78,0,5,42,7,271,1,1,6,0,62,51,39,0,3,16,19,76,6,6,2,20,51,89,0,410,0,9,0,94,0,0,45,9,4,5,0,0,119,108,11,5,1,9,34,11,20,136,132,343,4,121,1,10,7,1,11,0,0,27,75,15,19,14,96,97,22,32,54,0.6293059455023872
339,DFW,Dallas Fort Worth International Airport,1996,11,0.0,1.0,0.0,ntsb,DFW 1996/11,783,90,684,51,236,27,431,43,468,52,238,27,DFW,197,612,466,158,265,10,28,248,13,1283,6,10,32,0,328,239,236,0,50,67,142,308,30,22,4,144,217,465,0,2071,0,37,0,404,21,0,314,60,33,3,0,4,528,510,39,35,2,59,202,50,96,652,606,1619,33,655,2,41,28,0,60,0,0,138,418,35,134,81,389,559,112,200,178,0.5435598662405303
340,DFW,Dallas Fort Worth International Airport,1997,3,0.0,2.0,0.0,ntsb,DFW 1997/3,343,68,243,35,111,19,156,33,193,44,127,23,DFW,117,276,222,65,142,1,14,106,11,522,8,7,14,0,119,84,96,0,17,29,40,171,19,8,3,58,121,218,0,895,3,23,1,208,3,0,93,15,14,9,0,1,229,179,18,8,0,20,60,30,23,314,336,744,12,267,2,11,20,3,36,0,1,56,178,19,55,25,165,244,58,68,110,0.6398482603185317
341,DFW,Dallas Fort Worth International Airport,1997,6,0.0,1.0,0.0,ntsb,DFW 1997/6,271,61,257,37,72,15,155,34,189,37,91,19,DFW,103,258,219,48,130,3,9,104,14,468,5,11,7,0,116,72,97,0,11,23,53,140,10,7,1,67,96,199,0,802,8,14,0,189,4,0,107,17,6,5,0,0,203,168,18,4,3,22,70,26,31,293,282,700,6,213,1,15,19,2,21,1,5,55,152,20,58,29,153,231,55,58,94,0.5469396254595589
342,DFW,Dallas Fort Worth International Airport,1997,12,2.0,0.0,0.0,ntsb,DFW 1997/12,150,41,137,29,52,12,92,23,93,24,49,13,DFW,69,133,95,24,76,2,4,35,5,261,9,2,3,0,70,43,50,0,15,17,15,103,8,10,0,14,62,99,1,431,0,3,0,136,4,0,51,2,13,1,0,0,102,101,7,5,2,9,41,10,7,171,123,363,4,140,2,6,4,0,14,0,0,32,79,8,32,6,90,121,57,32,60,0.5221917470296223
343,DOV,Dover Air Force Base,1989,6,1.0,0.0,0.0,ntsb,DOV 1989/6,29,12,17,5,20,7,2,2,3,3,12,7,DOV,10,21,17,5,12,0,2,8,0,46,0,3,0,0,17,8,7,0,5,2,11,12,0,0,1,4,13,16,0,71,0,4,0,17,0,0,11,1,0,1,0,0,25,12,1,0,0,2,8,1,6,25,25,58,0,29,0,3,0,0,3,0,2,2,17,1,7,0,20,24,7,5,8,
344,DTW,Detroit Metropolitan Wayne County Airport,1988,3,0.0,1.0,0.0,ntsb,DTW 1988/3,220,54,114,28,60,14,108,31,124,33,78,16,DTW,45,131,108,23,67,0,4,52,2,234,5,0,5,1,71,34,37,0,6,12,9,75,6,0,0,42,48,102,0,404,0,12,0,96,0,0,64,6,5,5,0,1,115,90,5,1,1,17,52,10,10,148,117,327,4,99,0,11,8,0,15,0,5,20,71,4,31,12,82,133,33,21,41,0.6310957272847494
345,DTW,Detroit Metropolitan Wayne County Airport,1990,9,1.0,0.0,0.0,ntsb,DTW 1990/9,58,17,34,8,18,4,22,8,16,7,12,4,DTW,16,24,24,2,24,0,0,12,0,68,0,0,0,0,12,6,2,0,4,2,4,16,0,0,0,2,16,18,0,86,0,6,2,16,0,0,6,2,0,0,0,0,34,18,0,0,0,4,10,0,6,28,12,64,0,28,2,4,2,0,2,0,0,0,26,0,8,0,22,24,0,6,16,0.5474867026011149
346,DTW,Detroit Metropolitan Wayne County Airport,1990,12,2.0,1.0,0.0,ntsb,DTW 1990/12,60,21,33,12,20,6,23,9,31,13,30,11,DTW,25,61,40,12,32,0,2,13,2,104,4,3,6,1,24,16,33,0,4,9,12,28,3,0,1,7,23,44,0,165,0,4,1,41,0,0,39,7,1,0,0,0,56,42,3,0,0,7,21,5,9,54,34,133,2,42,0,3,4,0,6,0,0,14,36,3,20,5,37,50,14,11,21,0.1626223921775818
347,DTW,Detroit Metropolitan Wayne County Airport,1991,9,0.0,1.0,0.0,ntsb,DTW 1991/9,45,25,49,18,11,6,25,13,30,15,13,8,DTW,16,42,27,8,26,0,0,4,1,66,0,1,1,0,15,12,9,0,6,2,11,16,0,3,0,5,17,24,0,92,0,3,0,17,0,0,6,0,1,3,0,0,23,17,1,0,0,1,4,5,12,21,30,81,0,29,0,0,2,0,3,0,0,9,24,1,4,0,19,27,2,7,14,0.7501145998636881
348,DTW,Detroit Metropolitan Wayne County Airport,1993,1,0.0,1.0,0.0,ntsb,DTW 1993/1,144,42,87,25,30,11,41,17,105,33,73,18,DTW,39,93,91,26,54,0,8,52,4,230,2,2,5,1,70,34,45,0,8,22,13,68,15,3,1,43,53,81,0,404,0,6,0,97,1,0,42,5,7,3,0,1,87,76,9,0,1,13,40,16,9,149,133,304,3,116,0,3,6,0,20,0,3,28,72,5,22,12,68,127,38,31,37,0.4050106684366862
349,DTW,Detroit Metropolitan Wayne County Airport,1994,3,1.0,0.0,0.0,ntsb,DTW 1994/3,37,22,38,16,9,6,24,12,31,17,17,9,DTW,16,24,15,3,15,0,0,5,0,48,0,0,1,0,12,10,9,0,5,1,1,16,2,1,0,7,6,12,0,67,0,0,0,17,0,0,9,0,1,1,0,0,19,19,0,0,0,1,6,1,0,22,22,62,1,22,0,0,0,0,1,0,0,6,12,0,9,2,18,16,1,7,13,0.6579751968383789
350,DTW,Detroit Metropolitan Wayne County Airport,1995,12,1.0,0.0,0.0,ntsb,DTW 1995/12,211,58,138,30,47,17,66,24,137,38,89,25,DTW,57,158,137,26,74,0,9,56,5,260,3,1,4,0,75,41,61,0,6,24,27,77,8,5,0,37,76,121,0,481,0,9,0,109,6,0,59,12,3,2,2,0,140,116,2,7,0,25,43,10,18,165,161,401,4,149,0,6,8,0,10,0,0,38,88,6,30,15,104,145,38,50,53,0.5704261916024345
351,DTW,Detroit Metropolitan Wayne County Airport,1996,1,1.0,0.0,0.0,ntsb,DTW 1996/1,37,22,31,16,7,7,20,11,21,12,10,8,DTW,15,22,13,7,15,1,1,7,5,62,2,0,0,0,13,9,16,0,2,4,5,14,1,3,2,3,14,11,0,84,0,6,0,17,0,0,16,0,0,0,0,0,27,13,4,0,0,3,16,2,3,24,20,63,0,26,0,1,1,0,4,0,0,8,14,7,7,0,25,29,4,11,13,0.6701216697692871
352,DTW,Detroit Metropolitan Wayne County Airport,1996,11,0.0,1.0,0.0,ntsb,DTW 1996/11,261,39,226,26,77,12,142,19,159,27,81,15,DTW,77,213,147,26,95,0,2,65,6,311,2,2,9,0,75,38,86,0,26,33,17,126,26,6,0,26,88,163,0,593,0,0,0,190,2,0,102,4,12,5,0,2,141,119,6,2,0,15,56,14,19,255,133,471,8,188,0,6,8,0,14,0,13,60,110,6,34,19,119,164,79,62,67,0.586378559921727
353,DTW,Detroit Metropolitan Wayne County Airport,1997,1,1.0,0.0,0.0,ntsb,DTW 1997/1,265,56,174,30,74,14,99,30,149,33,112,18,DTW,94,197,139,35,107,2,10,53,8,322,2,0,8,0,59,47,54,0,5,20,36,108,12,7,0,36,65,141,0,498,0,7,0,154,0,0,69,7,2,7,0,2,155,119,4,0,1,21,41,17,17,207,138,456,4,140,1,10,16,0,14,0,3,39,106,9,32,14,104,142,51,51,84,0.5429119533962674
354,DTW,Detroit Metropolitan Wayne County Airport,1997,3,1.0,0.0,0.0,ntsb,DTW 1997/3,132,57,105,31,28,15,68,26,71,36,41,21,DTW,42,97,67,14,55,0,4,12,6,198,4,1,6,0,44,38,28,0,8,21,20,49,1,2,0,12,48,74,0,301,0,13,0,74,1,0,42,9,4,4,0,0,86,77,6,3,0,2,22,10,13,86,60,202,0,100,0,12,8,0,13,0,0,22,58,8,18,9,70,74,25,23,36,0.6785291035970052
355,ELM,Elmira Corning Regional Airport,1990,4,1.0,0.0,0.0,ntsb,ELM 1990/4,34,16,31,12,9,5,9,7,15,8,8,5,ELM,11,27,16,3,16,0,0,4,5,58,2,0,0,0,6,11,8,0,0,2,7,10,0,4,0,1,8,20,0,77,0,1,0,10,0,0,2,1,0,1,0,0,24,24,1,1,0,2,5,2,5,14,44,80,3,29,0,0,5,0,0,0,0,9,17,6,2,0,22,13,1,14,9,
356,ELP,El Paso International Airport,1996,4,1.0,0.0,0.0,ntsb,ELP 1996/4,10,5,7,2,0,0,4,4,2,2,0,0,ELP,0,8,5,2,2,0,1,1,1,17,1,0,0,0,4,3,1,0,3,1,1,0,1,0,0,1,3,6,0,27,0,1,0,0,0,0,4,0,0,1,0,0,8,10,1,1,0,1,5,2,2,1,5,15,0,8,0,0,1,0,2,0,0,0,6,2,3,0,3,6,0,1,0,
357,ELP,El Paso International Airport,1998,2,1.0,0.0,0.0,ntsb,ELP 1998/2,59,37,42,23,17,10,27,17,39,25,23,13,ELP,13,94,54,19,18,1,8,27,1,145,6,3,10,1,41,34,48,0,7,7,27,8,2,0,1,15,34,72,0,318,0,17,0,92,0,0,37,3,1,4,0,3,66,45,8,1,1,13,25,17,12,119,82,169,5,88,1,6,16,0,18,1,0,11,53,4,25,2,66,70,89,22,0,0.15112662315368652
358,ELP,El Paso International Airport,1998,8,1.0,0.0,0.0,ntsb,ELP 1998/8,11,7,4,4,2,1,6,3,4,4,3,2,ELP,0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,1,0,0,1,0,0,0,0,0,5,3,0,0,0,0,1,0,0,1,5,6,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,2,1,0,0,
359,ELP,El Paso International Airport,2003,5,1.0,0.0,0.0,ntsb,ELP 2003/5,10,8,2,2,1,1,3,3,7,5,6,4,ELP,4,9,6,1,4,0,0,0,1,19,0,0,0,0,3,4,1,0,1,1,3,3,0,1,0,1,3,6,0,27,0,1,0,6,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,6,9,20,0,7,0,0,1,0,1,0,0,2,2,1,0,1,6,4,2,2,3,
360,ELP,El Paso International Airport,2019,7,1.0,0.0,0.0,ntsb,ELP 2019/7,14,10,11,8,7,6,10,8,3,1,4,2,ELP,6,7,2,0,7,0,0,1,0,26,0,0,0,0,2,3,3,0,0,2,1,6,0,0,0,3,3,3,0,20,0,0,0,6,0,0,3,2,0,0,0,0,11,9,0,0,0,0,3,0,0,7,6,33,0,13,0,1,1,0,0,0,0,0,9,0,1,0,10,6,0,0,6,
361,EUG,Mahlon Sweet Field,1988,9,1.0,0.0,0.0,ntsb,EUG 1988/9,38,19,17,8,11,4,17,10,18,10,16,8,EUG,4,39,34,10,6,1,1,2,1,76,4,2,1,0,26,19,13,0,3,8,5,0,0,0,0,5,17,29,0,129,0,2,0,19,0,1,13,1,0,2,1,1,30,37,3,0,0,1,14,3,7,21,10,53,1,33,0,0,0,0,3,0,0,4,15,1,14,0,32,27,19,6,0,
362,EUG,Mahlon Sweet Field,1996,3,1.0,0.0,0.0,ntsb,EUG 1996/3,15,9,12,6,9,4,2,2,4,4,3,3,EUG,0,15,15,0,4,0,0,0,1,17,2,1,1,0,6,3,1,0,2,0,1,0,0,0,0,1,15,8,0,44,0,0,0,12,0,1,8,0,0,3,0,0,13,7,3,0,0,1,4,3,1,12,21,29,1,16,0,0,1,0,1,0,0,2,7,1,3,1,9,22,11,5,0,
363,EWR,Newark Liberty International Airport,1993,3,0.0,2.0,0.0,ntsb,EWR 1993/3,42,11,14,5,18,5,16,4,20,5,22,6,EWR,0,14,20,0,2,0,0,10,0,36,0,0,0,0,6,2,8,0,2,2,2,4,0,2,0,4,18,12,0,100,0,4,0,30,0,0,4,0,2,0,0,0,16,18,2,0,0,2,0,2,2,40,26,48,0,30,0,0,0,0,4,0,0,2,16,0,2,0,10,22,28,6,0,0.9153501987457277
364,EYW,Key West International Airport,1989,11,0.0,1.0,0.0,ntsb,EYW 1989/11,15,9,4,2,5,2,5,3,14,8,10,6,EYW,5,10,4,1,6,0,0,1,0,16,0,0,0,0,2,0,2,0,0,0,1,6,0,0,0,3,5,5,0,24,0,1,0,7,0,0,0,0,0,0,0,0,11,6,0,0,0,1,1,0,1,8,5,15,1,11,0,1,0,0,0,0,0,2,12,0,1,1,5,5,1,3,5,
365,FAI,Fairbanks International Airport,1993,2,1.0,0.0,0.0,ntsb,FAI 1993/2,2,2,1,1,2,2,1,1,0,0,0,0,FAI,0,0,3,2,0,0,0,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,7,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,
366,FAI,Fairbanks International Airport,1993,9,1.0,0.0,0.0,ntsb,FAI 1993/9,10,5,6,2,5,1,2,1,4,3,2,2,FAI,0,9,6,2,1,0,0,5,0,15,0,0,0,0,6,3,2,0,1,3,0,2,0,0,0,2,5,4,0,29,0,0,0,3,0,0,7,0,1,0,0,0,5,5,0,0,0,1,5,0,0,8,15,23,0,10,0,1,0,0,0,0,0,5,4,0,0,2,4,8,0,5,0,
367,FAI,Fairbanks International Airport,1999,2,0.0,1.0,0.0,ntsb,FAI 1999/2,126,35,88,24,35,11,66,20,62,21,37,12,FAI,11,73,55,18,16,2,3,14,1,124,6,5,2,0,35,35,26,0,9,9,9,17,6,0,1,10,24,55,0,200,0,10,0,17,0,0,35,9,1,0,0,1,52,49,6,0,0,3,34,10,6,31,83,172,2,56,0,3,2,0,10,2,0,2,46,2,15,0,44,49,6,19,10,0.4354515075683594
368,FAI,Fairbanks International Airport,1999,4,1.0,0.0,0.0,ntsb,FAI 1999/4,12,9,4,4,3,3,5,2,4,4,5,5,FAI,2,3,1,3,2,0,1,2,0,16,0,0,1,0,3,1,4,0,0,0,5,2,1,0,1,1,8,4,0,35,0,1,0,14,0,0,2,1,1,1,0,1,7,8,2,0,0,1,1,2,2,16,2,10,0,7,0,0,3,0,2,0,0,3,6,1,1,0,3,10,13,2,0,
369,FAI,Fairbanks International Airport,2002,3,1.0,0.0,0.0,ntsb,FAI 2002/3,9,8,8,7,3,2,4,4,3,3,2,2,FAI,0,6,6,3,0,0,0,1,1,22,0,0,0,0,1,3,5,0,0,0,1,0,0,0,0,0,9,4,0,37,0,1,0,6,0,0,4,0,0,1,1,0,7,5,1,0,0,0,3,0,0,7,10,17,0,11,0,0,0,0,1,0,0,2,6,1,2,0,8,10,6,2,0,
370,FAI,Fairbanks International Airport,2010,4,1.0,0.0,0.0,ntsb,FAI 2010/4,2,2,1,1,2,2,0,0,0,0,1,1,FAI,4,36,40,4,5,0,2,15,0,61,0,0,3,0,30,8,15,0,4,6,8,15,0,0,0,8,18,30,0,123,0,1,0,32,0,0,37,0,7,3,0,1,35,24,0,0,0,7,19,4,3,47,62,134,2,35,0,1,7,0,1,0,0,7,9,0,19,1,26,55,24,12,0,
371,FAI,Fairbanks International Airport,2010,7,1.0,0.0,0.0,ntsb,FAI 2010/7,19,8,8,3,8,3,16,7,0,0,0,0,FAI,0,32,19,2,5,0,0,4,0,33,0,0,1,0,6,4,6,0,2,0,2,3,0,0,0,3,9,18,0,60,0,3,0,13,0,0,13,1,0,4,0,0,11,4,1,0,0,2,5,0,5,17,17,37,2,19,0,0,1,0,3,0,0,3,11,0,7,2,12,17,11,4,0,
372,FAR,Hector International Airport,2018,11,1.0,0.0,0.0,ntsb,FAR 2018/11,10,3,3,2,10,3,2,1,0,0,7,1,FAR,2,20,16,7,2,0,3,8,0,43,3,3,0,0,12,3,4,0,4,4,16,2,1,1,0,6,13,11,0,93,0,3,0,15,0,0,8,1,0,0,0,0,20,15,1,0,0,0,10,5,6,23,35,44,0,31,0,1,8,0,4,0,0,6,20,0,3,0,13,22,15,3,0,
373,FAT,Fresno Yosemite International Airport,1988,9,1.0,0.0,0.0,ntsb,FAT 1988/9,51,23,41,15,21,9,21,10,23,14,15,10,FAT,30,42,39,1,30,0,0,12,0,65,5,4,1,1,24,7,23,0,3,5,11,44,7,0,0,12,16,42,0,114,4,4,0,40,1,4,31,0,4,1,0,0,25,26,0,2,0,8,12,0,9,52,30,112,11,29,0,1,1,0,9,0,0,5,28,1,12,3,15,44,4,11,29,0.7784813046455383
374,FAT,Fresno Yosemite International Airport,1990,2,1.0,0.0,0.0,ntsb,FAT 1990/2,47,19,29,17,13,6,22,12,17,9,11,4,FAT,1,26,24,5,8,0,3,3,4,57,10,3,0,0,7,11,6,0,2,2,1,0,0,1,0,5,11,20,0,70,3,8,0,1,0,3,1,1,0,2,0,1,23,18,0,0,0,1,9,2,2,4,7,44,0,30,0,3,1,0,7,0,0,7,13,4,3,0,28,17,1,7,0,
375,FAT,Fresno Yosemite International Airport,1990,5,1.0,0.0,0.0,ntsb,FAT 1990/5,40,24,22,14,10,7,17,12,22,13,15,7,FAT,11,24,16,10,14,0,3,5,0,46,6,6,1,0,8,6,3,0,3,0,3,11,0,2,0,1,12,18,0,68,6,3,0,17,0,6,5,1,1,1,0,1,14,10,2,0,0,0,5,3,3,22,22,53,1,22,0,2,1,0,2,0,0,9,13,0,2,0,16,18,7,2,9,0.611474871635437
376,FAT,Fresno Yosemite International Airport,1991,4,1.0,0.0,0.0,ntsb,FAT 1991/4,38,10,36,11,18,5,20,7,12,4,10,2,FAT,14,28,22,2,26,0,2,10,0,66,8,8,2,0,10,6,10,0,0,4,6,14,0,0,0,6,6,22,0,88,8,0,0,12,0,8,12,4,0,0,0,4,28,18,0,0,0,10,8,4,6,22,28,80,2,26,0,10,4,0,0,0,0,0,16,0,0,0,34,24,2,4,10,0.902795672416687
377,FAT,Fresno Yosemite International Airport,1995,11,1.0,0.0,0.0,ntsb,FAT 1995/11,36,11,20,5,28,7,12,4,12,6,16,6,FAT,10,26,26,8,16,0,0,8,2,50,0,2,0,0,6,6,12,0,0,4,14,8,0,4,0,6,16,22,0,80,2,2,0,14,0,0,20,0,0,2,0,0,18,22,2,2,0,6,18,0,2,22,28,80,2,30,0,2,6,0,2,0,0,12,16,4,8,2,12,38,4,12,8,0.9104214906692504
378,FAT,Fresno Yosemite International Airport,1998,5,1.0,0.0,0.0,ntsb,FAT 1998/5,28,7,12,3,2,1,4,2,20,6,16,4,FAT,10,22,20,6,10,0,0,12,0,34,2,2,2,0,2,4,2,0,0,2,0,10,0,0,0,4,6,12,0,54,2,0,0,10,0,2,8,0,0,0,0,0,16,16,0,0,0,4,4,0,0,22,18,58,2,28,0,0,0,0,0,0,0,0,16,0,2,0,14,12,0,8,10,0.7346992492675781
379,FAY,Fayetteville Regional Grannis Field,1995,11,1.0,0.0,0.0,ntsb,FAY 1995/11,9,3,2,2,1,1,4,2,5,1,5,1,FAY,0,7,6,0,3,0,0,3,0,8,0,0,0,0,1,2,4,0,0,0,1,2,0,0,0,0,5,7,0,18,0,2,0,5,0,0,1,0,2,0,0,0,5,5,0,0,0,2,1,0,0,8,10,21,0,3,0,1,2,0,2,0,0,2,1,0,1,0,3,8,3,4,0,
380,FAY,Fayetteville Regional Grannis Field,1999,3,1.0,0.0,0.0,ntsb,FAY 1999/3,38,12,38,8,4,2,18,7,22,8,12,4,FAY,0,22,12,4,6,0,0,8,0,48,0,0,0,0,4,10,10,0,0,6,2,22,2,2,0,2,12,16,0,74,0,0,0,40,0,0,4,0,12,0,0,0,20,20,0,0,0,8,0,0,2,48,4,60,0,28,0,6,0,0,2,0,2,4,14,0,2,0,20,14,26,8,0,0.7133296728134155
381,FAY,Fayetteville Regional Grannis Field,2000,5,1.0,0.0,0.0,ntsb,FAY 2000/5,41,21,30,12,9,7,25,13,17,12,8,6,FAY,16,28,34,8,21,0,0,12,0,51,0,0,2,0,19,4,7,0,1,4,3,18,0,0,0,8,17,20,0,114,0,0,0,35,0,0,20,2,0,1,0,0,26,18,4,2,0,2,13,3,3,47,34,79,0,26,0,1,2,0,0,0,0,8,15,2,15,5,19,42,15,3,15,
382,FAY,Fayetteville Regional Grannis Field,2001,4,1.0,0.0,0.0,ntsb,FAY 2001/4,19,11,10,7,10,5,10,6,14,7,10,5,FAY,2,18,9,5,1,1,0,9,2,25,0,0,1,0,9,5,6,0,2,4,1,3,0,0,0,7,3,7,0,49,0,0,0,7,0,0,12,1,0,0,0,0,14,11,1,0,0,4,8,1,0,16,19,35,0,13,0,0,1,0,0,0,0,1,3,2,9,0,17,10,7,4,0,
