,airport_code,airport_name,year,month,ntsb_accidents,ntsb_incidents,faa_incidents,dataset,tracon_month,pos_nonword_ct,pos_nonword_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_iaco_ct,iata_iaco_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct,tracon,Achieve_count,Adj_count,Adverb_count,Affect_count,Affiliation_count,Anger_count,Anx_count,Article_count,Assent_count,Auxverb_count,Bio_count,Body_count,Cause_count,Certain_count,CogProc_count,Compare_count,Conj_count,Death_count,Differ_count,Discrep_count,Drives_count,Family_count,Feel_count,Female_count,Filler_count,FocusFuture_count,FocusPast_count,FocusPresent_count,Friend_count,Function_count,Health_count,Hear_count,Home_count,I_count,Informal_count,Ingest_count,Insight_count,Interrog_count,Ipron_count,Leisure_count,Male_count,Money_count,Motion_count,Negate_count,Negemo_count,Netspeak_count,Nonflu_count,Number_count,Percept_count,Posemo_count,Power_count,Ppron_count,Prep_count,Pronoun_count,Quant_count,Relativ_count,Relig_count,Reward_count,Risk_count,Sad_count,See_count,Sexual_count,SheHe_count,Social_count,Space_count,Swear_count,Tentat_count,They_count,Time_count,Verb_count,We_count,Work_count,You_count,d2v_cos_sim
53,ANC,Ted Stevens Anchorage International Airport,1992,1,0.0,1.0,0.0,ntsb,ANC 1992/1,17,13,18,13,5,3,10,8,10,8,5,3,ANC,1,9,11,10,1,0,0,4,0,36,2,2,0,0,6,3,3,0,0,2,6,0,0,0,0,0,6,8,0,48,0,0,0,8,0,0,10,0,0,4,0,0,10,5,0,0,0,1,4,1,6,12,15,36,1,17,0,0,1,0,0,0,0,0,10,0,7,0,11,11,8,1,0,
54,ANC,Ted Stevens Anchorage International Airport,1992,2,1.0,0.0,0.0,ntsb,ANC 1992/2,38,23,25,14,14,10,21,13,19,12,14,8,ANC,5,26,28,7,7,0,5,10,1,54,0,1,2,0,11,8,18,0,0,4,3,4,0,0,0,9,15,16,0,103,0,1,2,17,0,0,20,3,0,1,0,0,20,19,1,0,0,3,12,8,4,27,25,62,0,22,0,0,1,0,1,0,0,8,12,1,8,0,15,33,13,7,4,
55,ANC,Ted Stevens Anchorage International Airport,1992,6,0.0,1.0,0.0,ntsb,ANC 1992/6,86,23,54,15,22,6,52,12,58,17,24,7,ANC,2,32,22,8,6,0,4,2,0,62,0,0,0,0,20,16,8,0,2,2,2,2,4,2,0,0,18,22,0,90,0,2,0,12,0,0,12,6,0,6,0,2,22,20,0,0,0,4,18,4,4,14,22,54,2,24,0,2,0,0,2,0,0,20,10,0,6,12,24,26,0,4,0,0.6763589382171631
56,ANC,Ted Stevens Anchorage International Airport,1992,8,1.0,0.0,0.0,ntsb,ANC 1992/8,28,12,23,7,4,2,6,4,7,7,5,5,ANC,4,25,16,8,7,1,1,6,0,35,1,0,2,0,13,9,5,0,3,1,1,7,1,0,0,3,11,20,0,65,0,2,0,17,0,0,11,1,0,0,0,0,15,16,3,0,0,3,9,3,1,23,3,32,0,9,0,2,1,0,3,0,0,7,7,0,3,3,10,17,11,4,3,
57,ANC,Ted Stevens Anchorage International Airport,1993,9,0.0,1.0,0.0,ntsb,ANC 1993/9,59,24,38,18,17,7,19,13,45,18,28,9,ANC,29,49,34,11,31,1,0,17,3,101,1,0,1,0,22,19,20,0,3,5,12,30,0,1,1,7,16,32,0,182,0,3,0,53,0,0,20,7,0,0,0,0,29,36,4,0,0,3,12,4,6,70,66,138,2,54,0,2,3,0,3,0,1,8,31,4,11,4,35,42,26,8,22,
58,ANC,Ted Stevens Anchorage International Airport,1994,3,0.0,1.0,0.0,ntsb,ANC 1994/3,9,8,16,8,4,4,9,4,9,4,3,3,ANC,9,10,7,1,10,0,1,3,0,15,0,0,1,0,5,8,0,0,0,1,0,10,0,0,0,1,6,5,0,25,0,0,0,11,0,0,3,3,0,1,0,0,3,8,0,0,0,0,4,1,0,14,2,20,0,4,0,0,0,0,0,0,0,3,3,0,0,2,2,5,0,0,9,
59,ANC,Ted Stevens Anchorage International Airport,1994,9,0.0,1.0,0.0,ntsb,ANC 1994/9,5,4,7,5,3,2,5,4,2,2,0,0,ANC,1,3,4,1,3,0,1,0,0,10,0,1,1,0,3,1,2,0,0,0,0,3,1,0,0,0,3,4,0,18,0,1,0,2,0,0,2,0,1,0,0,0,2,3,1,0,0,0,1,1,0,2,1,4,0,7,0,2,0,0,2,1,0,2,6,0,2,0,3,6,0,0,1,
60,ANC,Ted Stevens Anchorage International Airport,1996,12,0.0,1.0,0.0,ntsb,ANC 1996/12,7,6,2,2,1,1,2,2,3,2,3,2,ANC,0,8,5,0,0,0,0,3,0,7,0,0,1,0,6,1,3,0,0,2,0,5,0,0,0,0,4,5,0,24,0,0,0,6,0,0,6,0,0,0,2,0,2,3,2,0,0,1,5,2,0,9,6,13,0,5,0,0,0,0,0,0,0,1,0,0,3,2,5,7,4,0,0,
61,ANC,Ted Stevens Anchorage International Airport,1997,4,1.0,0.0,0.0,ntsb,ANC 1997/4,14,10,12,8,5,4,8,5,12,8,5,3,ANC,5,14,13,2,8,0,0,7,1,30,1,0,1,0,4,5,9,0,1,1,1,5,0,0,0,3,12,7,0,61,0,2,0,14,0,0,3,0,0,3,0,0,12,7,1,0,0,1,3,0,0,21,16,30,0,14,0,1,2,0,2,0,0,2,11,1,0,1,12,15,8,3,5,
62,ANC,Ted Stevens Anchorage International Airport,1998,11,2.0,0.0,0.0,ntsb,ANC 1998/11,84,23,94,14,28,8,54,13,50,15,26,8,ANC,54,86,70,16,52,0,8,18,4,160,4,6,4,0,30,24,38,0,8,4,22,66,14,0,0,16,38,74,0,248,0,6,0,72,0,0,28,2,2,0,0,0,68,68,2,2,0,10,26,2,10,90,72,228,2,106,0,4,6,0,18,0,4,20,66,6,10,2,56,74,18,20,46,0.5794911384582521
63,ASE,Aspen-Pitkin Co/Sardy Field,2001,3,1.0,0.0,0.0,ntsb,ASE 2001/3,60,23,24,14,22,5,20,12,55,23,37,11,ASE,36,51,38,4,43,0,3,16,0,74,1,1,3,0,21,17,17,0,5,5,4,57,7,0,0,8,26,41,0,158,0,3,0,69,0,0,19,1,6,3,0,0,28,37,7,0,0,7,13,11,3,85,62,150,1,30,0,4,1,0,7,0,3,14,13,0,11,4,30,50,22,7,34,
64,ASE,Aspen-Pitkin Co/Sardy Field,2004,8,1.0,0.0,0.0,ntsb,ASE 2004/8,19,10,10,5,3,2,9,5,5,3,3,2,ASE,5,21,16,1,7,0,0,1,0,17,0,0,0,0,3,4,0,0,1,2,4,6,0,0,0,1,3,18,0,26,0,1,0,5,0,0,0,0,1,1,0,0,7,10,0,0,0,0,0,0,5,6,17,40,1,8,0,0,0,0,1,0,0,1,6,0,0,0,8,2,0,2,4,
65,ASE,Aspen-Pitkin Co/Sardy Field,2007,12,0.0,1.0,0.0,ntsb,ASE 2007/12,2,2,2,2,2,2,1,1,0,0,0,0,ASE,7,8,8,1,9,0,6,5,0,26,0,0,0,0,6,5,4,0,2,3,13,8,0,0,0,5,7,14,0,44,0,2,0,9,0,0,7,0,1,0,0,0,23,8,0,0,0,1,5,6,1,14,16,31,0,28,0,1,11,0,1,0,1,7,7,0,2,0,10,27,1,2,6,
66,ATL,Hartsfield Jackson Atlanta International Airport,1988,3,0.0,1.0,0.0,ntsb,ATL 1988/3,24,11,32,12,8,3,12,6,16,7,7,4,ATL,10,24,28,7,13,0,1,7,0,52,0,0,0,1,14,8,10,0,3,0,3,13,0,1,0,1,13,20,0,90,0,3,0,20,0,0,14,1,1,1,0,0,25,19,0,0,0,3,9,2,1,27,33,75,2,23,0,1,2,0,3,0,0,12,14,0,8,7,13,22,2,9,10,0.2990591526031494
67,ATL,Hartsfield Jackson Atlanta International Airport,1988,4,0.0,1.0,0.0,ntsb,ATL 1988/4,4,2,0,0,4,2,3,1,0,0,1,1,ATL,0,3,3,2,2,0,1,0,0,15,0,0,0,0,4,4,0,0,0,4,2,0,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,0,1,1,0,4,9,0,8,0,2,1,0,0,0,0,1,4,0,0,0,7,4,0,2,0,
68,ATL,Hartsfield Jackson Atlanta International Airport,1988,8,0.0,3.0,0.0,ntsb,ATL 1988/8,158,48,106,26,28,9,73,23,100,34,49,17,ATL,66,154,113,27,82,3,12,47,4,243,3,1,8,0,79,56,57,0,8,17,27,90,7,0,2,14,59,112,0,436,0,3,0,128,0,0,54,7,4,4,0,2,130,105,11,0,1,19,32,18,17,175,137,371,9,122,0,15,8,0,11,0,2,39,68,7,37,24,89,115,42,50,56,0.5538135528564453
69,ATL,Hartsfield Jackson Atlanta International Airport,1988,12,0.0,1.0,0.0,ntsb,ATL 1988/12,72,31,59,19,25,10,47,18,46,17,15,8,ATL,18,42,31,11,26,0,3,17,1,107,3,0,2,0,23,14,20,0,6,5,7,21,1,0,0,9,10,35,0,146,0,13,0,25,0,0,21,2,1,1,0,1,41,32,2,0,0,2,24,7,8,42,37,121,0,41,0,4,1,0,13,0,0,10,31,1,12,3,29,38,3,7,18,0.6113316218058268
70,ATL,Hartsfield Jackson Atlanta International Airport,1989,6,1.0,0.0,0.0,ntsb,ATL 1989/6,112,36,73,25,62,16,56,16,53,23,38,14,ATL,49,96,72,15,57,0,5,38,0,206,3,1,7,1,36,31,29,0,2,4,15,63,1,1,0,19,52,64,0,306,0,10,0,100,0,1,39,8,4,2,0,0,82,74,3,6,2,14,30,5,7,138,95,292,1,112,0,7,5,0,10,0,1,22,61,6,18,9,73,83,40,15,46,0.5440577189127604
71,ATL,Hartsfield Jackson Atlanta International Airport,1989,8,1.0,0.0,0.0,ntsb,ATL 1989/8,83,33,46,19,19,7,39,19,46,20,27,9,ATL,33,73,53,12,40,0,8,14,0,132,6,2,3,0,32,26,22,0,6,10,16,41,2,2,0,7,27,53,0,171,0,10,0,41,1,0,25,4,2,1,0,0,56,42,2,0,2,13,23,5,9,55,68,197,1,56,0,3,2,0,14,0,0,20,24,1,10,5,54,43,2,18,32,0.6146369207473028
72,ATL,Hartsfield Jackson Atlanta International Airport,1989,11,1.0,1.0,0.0,ntsb,ATL 1989/11,28,11,16,9,1,1,9,7,22,10,15,5,ATL,21,42,32,5,22,0,1,17,2,43,0,1,1,0,14,7,14,0,3,0,2,34,9,0,0,6,15,33,0,102,0,1,0,35,0,0,18,1,1,1,0,0,14,23,0,0,0,2,22,2,0,52,24,89,1,15,0,0,3,0,5,1,0,10,11,2,8,5,11,40,8,5,21,0.5730299949645996
73,ATL,Hartsfield Jackson Atlanta International Airport,1990,1,2.0,0.0,0.0,ntsb,ATL 1990/1,138,49,102,25,44,15,76,27,71,28,43,20,ATL,36,88,93,21,56,0,9,34,4,222,4,4,11,1,58,38,36,0,8,14,21,49,4,4,0,15,56,80,0,365,2,17,0,72,0,0,55,1,1,3,1,1,82,81,5,2,0,12,37,17,14,106,94,260,7,102,0,7,9,0,12,1,0,29,72,6,33,11,59,128,28,29,32,0.6102609634399414
74,ATL,Hartsfield Jackson Atlanta International Airport,1990,3,0.0,1.0,0.0,ntsb,ATL 1990/3,592,72,422,39,263,29,255,39,283,37,185,24,ATL,175,458,379,63,224,0,28,151,12,838,10,4,22,4,220,131,168,0,36,46,68,251,12,12,0,80,195,369,0,1601,0,48,0,481,0,6,221,24,32,7,4,0,352,343,12,6,0,36,159,46,35,632,414,1144,12,425,0,30,22,2,50,2,14,141,274,18,107,45,270,440,233,104,157,0.4940190900836074
75,ATL,Hartsfield Jackson Atlanta International Airport,1990,5,0.0,1.0,0.0,ntsb,ATL 1990/5,140,48,105,29,48,13,67,22,95,33,51,18,ATL,41,92,99,16,48,0,2,33,3,172,4,6,6,0,50,22,40,0,5,10,14,51,1,2,4,23,50,69,0,321,0,4,0,87,0,0,45,3,0,4,0,0,59,68,6,0,0,9,26,7,11,120,102,262,3,83,0,2,4,0,4,1,0,17,53,7,29,10,52,93,37,15,40,0.5205545902252198
76,ATL,Hartsfield Jackson Atlanta International Airport,1990,6,0.0,2.0,0.0,ntsb,ATL 1990/6,174,57,95,34,58,18,74,33,87,31,66,18,ATL,64,181,135,34,83,3,5,61,2,281,11,2,10,1,71,44,51,0,8,13,29,94,5,3,0,41,55,124,0,486,1,6,0,133,1,0,74,13,10,5,5,1,114,95,11,1,0,18,63,13,20,194,162,423,2,151,0,9,8,0,9,0,0,33,91,2,50,19,97,141,46,31,58,0.5515437807355609
77,ATL,Hartsfield Jackson Atlanta International Airport,1991,5,1.0,0.0,0.0,ntsb,ATL 1991/5,107,36,53,19,28,9,34,16,79,30,51,17,ATL,40,107,67,12,47,0,3,26,1,161,7,2,2,0,26,32,34,0,7,7,18,50,3,3,1,13,33,63,0,219,0,10,0,50,0,0,30,1,4,0,0,0,74,49,2,1,0,9,21,5,15,76,108,269,3,88,0,2,3,0,11,0,0,12,63,3,20,2,67,60,6,22,38,0.7096013069152832
78,ATL,Hartsfield Jackson Atlanta International Airport,1991,11,0.0,1.0,0.0,ntsb,ATL 1991/11,214,57,146,34,99,23,103,28,80,28,64,18,ATL,39,141,133,25,53,0,0,49,1,275,6,1,10,0,82,52,60,0,20,20,22,42,5,2,0,33,64,113,0,542,0,21,0,121,0,0,85,9,5,15,0,3,114,122,4,6,2,10,61,8,20,170,205,417,5,142,0,13,5,0,23,0,1,21,71,9,42,4,94,141,88,33,23,0.6362926483154296
79,ATL,Hartsfield Jackson Atlanta International Airport,1992,6,0.0,1.0,0.0,ntsb,ATL 1992/6,52,22,43,15,15,5,23,10,39,16,18,8,ATL,26,74,41,4,31,0,2,17,12,90,4,0,2,0,30,26,12,0,0,17,11,28,1,0,0,17,24,39,0,176,0,10,0,27,0,0,29,0,0,4,0,0,46,43,0,1,0,1,27,2,11,44,79,137,2,46,0,2,6,0,9,0,0,12,25,13,7,2,37,51,8,15,17,0.6446501413981119
80,ATL,Hartsfield Jackson Atlanta International Airport,1992,10,1.0,0.0,0.0,ntsb,ATL 1992/10,90,32,72,23,30,9,35,13,71,26,41,14,ATL,21,76,65,11,32,0,1,22,1,136,1,2,8,0,27,26,18,0,9,9,14,30,4,4,0,15,17,56,0,241,0,8,0,57,0,0,38,3,1,6,4,1,58,47,0,1,0,8,15,3,10,79,65,163,2,55,1,1,3,0,11,1,0,8,42,2,21,4,34,61,32,24,20,0.5436207453409829
81,ATL,Hartsfield Jackson Atlanta International Airport,1995,1,0.0,1.0,0.0,ntsb,ATL 1995/1,251,50,249,36,72,11,150,29,173,37,86,17,ATL,75,190,160,51,87,0,4,68,9,412,5,15,6,0,96,68,106,0,26,36,44,124,13,7,2,49,104,130,0,649,10,20,0,148,0,0,106,15,9,2,10,0,172,149,13,2,0,31,59,20,23,216,146,509,4,215,2,10,8,0,33,2,2,44,143,13,55,28,134,206,48,62,61,0.6130968869387449
82,ATL,Hartsfield Jackson Atlanta International Airport,1995,6,1.0,0.0,0.0,ntsb,ATL 1995/6,118,34,113,23,24,7,61,19,95,26,33,12,ATL,50,111,92,26,68,1,6,40,5,213,2,13,3,1,104,36,52,0,7,20,26,85,4,0,2,42,47,87,0,406,8,11,0,120,0,0,54,3,6,11,0,3,121,84,4,0,0,16,38,15,20,160,100,286,2,124,0,9,6,0,11,2,3,38,80,7,36,40,83,140,28,27,43,0.5399695805140904
83,ATL,Hartsfield Jackson Atlanta International Airport,1995,12,1.0,0.0,0.0,ntsb,ATL 1995/12,73,28,67,16,33,9,32,12,37,18,33,12,ATL,11,33,35,7,19,1,0,12,1,94,3,1,1,0,14,16,14,0,3,3,8,22,2,2,0,12,19,21,0,144,0,3,0,23,2,0,20,5,9,2,0,0,32,28,1,3,0,3,21,1,6,35,42,105,1,51,1,3,3,0,3,0,0,9,31,2,5,2,26,56,1,10,11,0.5159148216247559
84,ATL,Hartsfield Jackson Atlanta International Airport,1997,1,0.0,1.0,0.0,ntsb,ATL 1997/1,95,39,73,26,24,11,50,19,46,24,28,17,ATL,46,120,90,32,63,0,11,37,7,187,5,4,8,0,86,41,40,0,10,11,33,67,6,2,1,35,49,92,0,394,1,9,1,120,3,0,54,6,5,12,0,1,88,73,14,5,1,12,45,21,19,157,78,227,1,103,0,5,17,0,13,1,2,39,67,11,34,32,72,124,48,32,33,0.6193123772030785
85,ATL,Hartsfield Jackson Atlanta International Airport,1997,2,0.0,1.0,0.0,ntsb,ATL 1997/2,54,32,52,21,12,6,35,17,29,21,19,13,ATL,15,39,28,10,19,0,6,7,0,68,3,2,4,0,12,10,11,0,0,6,14,18,2,2,0,13,26,26,0,118,1,3,0,24,1,0,20,4,1,1,0,1,43,28,2,0,0,3,12,3,8,31,34,86,0,47,0,2,1,0,4,0,1,15,24,0,11,0,35,42,8,17,14,0.6005416870117187
86,ATL,Hartsfield Jackson Atlanta International Airport,1998,11,1.0,1.0,0.0,ntsb,ATL 1998/11,474,66,371,44,170,22,183,33,202,34,137,19,ATL,118,329,292,37,138,0,8,113,16,600,22,10,12,1,159,87,166,0,23,34,74,163,23,4,0,91,153,270,0,1123,4,16,2,283,6,0,181,24,6,2,0,8,332,246,16,11,0,48,139,14,28,396,453,980,11,354,0,14,32,0,39,2,4,65,225,21,84,24,228,359,149,129,100,0.4210293713737937
87,ATL,Hartsfield Jackson Atlanta International Airport,2000,11,1.0,0.0,0.0,ntsb,ATL 2000/11,106,35,89,17,36,8,57,15,71,27,38,15,ATL,53,71,47,11,56,0,3,24,4,145,1,0,0,0,13,24,28,0,1,2,16,57,1,0,0,7,32,51,0,197,0,8,0,70,0,0,19,2,2,2,1,0,61,55,2,0,0,14,15,4,13,94,77,230,0,75,0,3,2,0,8,0,0,21,53,4,6,7,46,43,11,21,50,0.5324418658301944
88,ATL,Hartsfield Jackson Atlanta International Airport,2002,4,1.0,0.0,0.0,ntsb,ATL 2002/4,29,14,35,10,3,2,15,10,13,7,5,2,ATL,17,28,26,4,19,0,0,14,0,62,1,0,2,0,18,9,4,0,2,8,8,18,2,1,0,9,13,22,0,76,0,0,0,18,0,0,15,1,1,0,0,0,22,19,1,0,0,2,13,2,3,32,23,89,1,28,0,2,3,0,2,0,0,7,17,0,7,2,13,30,0,10,15,
89,ATL,Hartsfield Jackson Atlanta International Airport,2002,5,1.0,0.0,0.0,ntsb,ATL 2002/5,39,12,29,12,7,3,24,9,30,11,17,6,ATL,8,24,24,3,11,0,0,7,0,58,0,1,0,0,13,9,10,0,4,2,7,13,0,3,0,3,13,18,1,89,0,0,0,23,0,0,8,1,0,0,1,0,18,9,0,0,0,1,2,0,5,30,40,82,0,25,0,1,1,0,0,0,0,8,18,0,6,3,17,27,13,7,7,0.2142789363861084
90,ATL,Hartsfield Jackson Atlanta International Airport,2002,6,1.0,0.0,0.0,ntsb,ATL 2002/6,96,18,48,10,22,5,28,8,64,14,48,8,ATL,28,80,78,20,32,4,0,16,4,158,2,0,2,0,60,12,40,0,8,12,6,42,6,0,0,10,18,72,0,288,0,4,0,90,2,0,40,2,0,0,0,0,48,66,4,2,2,6,34,2,4,106,76,212,0,40,0,4,0,0,6,0,0,22,28,6,32,16,42,64,48,18,26,0.6914046605428061
91,ATL,Hartsfield Jackson Atlanta International Airport,2009,1,1.0,0.0,0.0,ntsb,ATL 2009/1,22,11,28,9,21,9,18,8,0,0,1,1,ATL,16,37,32,8,18,1,1,13,0,71,0,0,0,0,12,6,15,0,3,7,27,15,0,0,0,4,14,30,0,112,0,4,0,21,0,0,22,1,0,2,0,0,45,24,2,0,0,4,15,1,17,34,77,138,3,51,0,3,8,0,2,0,1,3,24,0,7,1,29,33,7,10,12,
92,AUS,Austin Bergstrom International Airport,1992,4,1.0,0.0,0.0,ntsb,AUS 1992/4,11,8,14,8,2,2,8,6,2,2,0,0,AUS,0,5,15,3,1,0,0,7,0,11,0,0,0,1,4,2,10,0,1,3,0,0,0,0,0,5,6,8,0,43,0,0,0,1,0,0,10,0,0,2,0,0,14,8,0,0,0,3,9,0,1,8,9,20,1,8,0,0,0,0,0,0,0,0,3,0,1,0,7,21,1,5,0,
93,AUS,Austin Bergstrom International Airport,1995,2,0.0,1.0,0.0,ntsb,AUS 1995/2,12,8,13,7,5,2,10,6,5,4,4,3,AUS,1,11,15,4,3,0,1,6,0,24,0,0,0,0,4,4,3,0,1,1,4,1,1,1,0,2,11,9,0,56,0,2,0,18,0,0,6,0,0,0,0,0,8,3,0,0,0,2,5,0,1,24,10,27,0,7,0,2,3,0,3,0,0,3,4,0,4,0,7,20,18,3,0,
94,AUS,Austin Bergstrom International Airport,2010,2,1.0,0.0,0.0,ntsb,AUS 2010/2,21,7,3,2,4,3,17,4,0,0,1,1,AUS,3,17,23,7,7,0,1,11,0,65,0,0,0,0,10,0,8,0,3,2,4,5,0,1,0,11,0,33,0,101,0,0,0,3,0,0,21,0,1,2,0,0,42,25,0,0,0,3,12,0,3,14,24,63,0,21,0,3,2,0,0,0,0,3,15,0,11,0,17,34,0,20,2,
95,AUS,Austin Bergstrom International Airport,2011,4,1.0,0.0,0.0,ntsb,AUS 2011/4,10,5,4,3,8,3,3,3,0,0,7,2,AUS,0,17,18,5,2,0,0,13,0,34,1,1,1,0,6,3,9,0,2,0,5,0,0,0,0,4,8,17,0,76,0,5,0,14,1,0,9,1,0,0,0,0,18,14,2,1,0,2,6,3,4,27,20,43,2,24,0,2,1,0,4,0,0,1,13,0,3,0,8,21,14,8,0,
96,AVL,Asheville Regional Airport,1991,1,1.0,0.0,0.0,ntsb,AVL 1991/1,17,8,6,4,1,1,12,4,4,3,1,1,AVL,0,9,5,3,0,0,0,4,1,25,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,1,3,3,0,26,0,1,0,2,0,0,4,1,0,0,0,0,7,3,0,0,0,1,3,0,1,6,6,22,0,13,0,0,0,0,0,0,0,0,11,1,3,0,5,5,2,1,0,
97,AVP,Wilkes Barre Scranton International Airport,1998,2,1.0,0.0,0.0,ntsb,AVP 1998/2,34,17,18,9,3,3,15,10,22,11,16,7,AVP,5,26,18,6,5,0,1,10,1,34,0,0,0,0,15,7,8,0,0,5,5,13,2,2,1,4,15,19,1,99,0,0,0,37,0,0,11,1,4,0,0,0,18,23,1,0,0,2,7,2,2,47,20,51,1,25,0,1,2,0,2,0,0,12,18,2,10,3,14,26,30,5,0,
98,AVP,Wilkes Barre Scranton International Airport,2009,4,1.0,0.0,0.0,ntsb,AVP 2009/4,3,2,0,0,1,1,2,1,0,0,1,1,AVP,2,7,11,7,3,0,0,3,0,24,0,0,0,0,2,4,1,0,0,1,5,4,0,0,0,4,4,9,0,33,0,2,0,3,0,0,4,2,2,0,0,0,6,2,3,0,0,0,4,2,2,6,11,24,0,8,0,1,2,0,2,0,0,0,7,0,1,0,3,15,0,2,1,
99,AZO,Kalamazoo Battle Creek International Airport,1999,5,1.0,0.0,0.0,ntsb,AZO 1999/5,9,7,8,7,4,3,2,2,3,2,2,1,AZO,7,12,5,0,7,0,0,1,0,17,1,0,1,0,3,3,2,0,1,0,3,10,1,0,0,2,5,8,0,32,0,2,0,15,0,0,1,0,2,0,0,0,14,9,0,0,0,2,1,0,2,16,12,28,0,10,0,1,0,0,3,0,0,2,7,0,1,1,10,7,6,2,6,
100,BDL,Bradley International Airport,1991,5,1.0,0.0,0.0,ntsb,BDL 1991/5,13,10,10,7,1,1,8,5,12,11,6,6,BDL,0,8,2,1,2,0,0,4,0,16,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,4,0,4,0,24,0,2,0,2,0,0,2,1,0,1,0,0,9,6,0,0,0,0,1,0,1,6,8,18,0,7,0,0,1,0,2,0,0,0,6,0,1,1,5,5,1,2,0,
101,BDL,Bradley International Airport,1995,11,1.0,0.0,0.0,ntsb,BDL 1995/11,32,9,28,6,12,1,6,3,16,8,6,3,BDL,32,28,20,4,34,0,0,8,0,48,2,0,2,0,12,8,14,0,4,4,12,32,2,0,0,8,12,22,0,88,0,6,0,36,0,0,14,2,0,2,0,0,24,16,2,0,0,6,10,2,12,44,40,90,4,24,0,0,2,0,10,0,0,6,18,0,2,4,8,22,4,10,28,0.8600778579711914
102,BDL,Bradley International Airport,1998,1,1.0,0.0,0.0,ntsb,BDL 1998/1,13,11,1,1,3,3,3,3,8,6,7,5,BDL,1,3,4,1,4,0,0,2,0,21,0,0,0,0,5,2,3,0,1,1,1,1,0,0,0,2,0,5,0,33,0,5,0,4,0,0,3,0,0,0,0,0,5,6,0,0,0,1,1,0,1,6,8,13,0,6,0,3,0,0,5,0,0,0,4,0,1,0,4,5,3,1,1,
103,BDL,Bradley International Airport,1998,3,1.0,0.0,0.0,ntsb,BDL 1998/3,41,29,38,19,14,9,20,15,20,15,11,9,BDL,8,28,26,6,13,0,1,10,5,73,1,0,1,0,12,15,7,0,4,0,10,8,1,2,0,1,9,23,0,119,0,3,0,15,0,0,13,0,0,1,0,0,12,33,2,2,0,1,9,3,9,25,50,94,0,29,0,3,1,0,4,0,0,5,23,7,8,0,14,22,8,6,7,0.5590002536773682
104,BDL,Bradley International Airport,2000,5,0.0,1.0,0.0,ntsb,BDL 2000/5,14,12,13,7,6,5,3,3,5,4,5,4,BDL,2,11,3,3,5,1,1,1,0,19,0,0,0,0,1,4,1,0,0,0,2,1,0,0,0,0,2,7,0,16,0,1,0,1,0,0,1,1,0,1,0,0,8,3,1,0,0,0,0,3,1,2,4,19,1,5,0,1,1,0,1,0,0,0,5,0,0,0,6,3,0,2,1,0.5494500398635864
105,BDL,Bradley International Airport,2002,3,0.0,1.0,0.0,ntsb,BDL 2002/3,28,19,15,11,14,9,13,8,12,10,13,9,BDL,15,23,19,5,19,0,2,4,0,40,1,1,4,0,10,6,6,0,1,0,5,15,1,1,0,3,8,22,0,81,0,5,0,28,0,0,8,2,1,0,0,0,23,21,0,1,0,0,7,2,7,32,24,61,1,17,0,3,2,0,5,0,0,4,6,1,6,0,20,18,13,5,14,
106,BDL,Bradley International Airport,2015,6,0.0,1.0,0.0,ntsb,BDL 2015/6,6,4,2,1,4,2,4,3,0,0,2,1,BDL,11,28,16,4,16,0,3,8,0,31,4,4,3,0,12,5,10,0,1,1,11,22,9,1,0,3,14,26,0,71,0,1,0,36,0,0,8,1,0,0,0,0,19,17,3,0,0,0,4,3,4,44,19,58,1,24,0,1,5,0,10,0,0,7,9,0,5,4,14,22,21,5,11,
107,BDR,Igor I Sikorsky Memorial Airport,1994,4,1.0,0.0,0.0,ntsb,BDR 1994/4,33,19,17,9,19,9,17,12,9,6,13,5,BDR,7,8,12,4,9,0,0,4,0,29,0,1,0,0,6,2,6,0,2,2,0,10,0,0,0,4,4,5,0,53,0,0,0,10,0,0,11,1,0,3,0,0,6,7,0,0,0,3,7,1,0,14,5,22,0,15,0,2,0,0,0,0,0,1,8,0,6,2,9,13,2,1,6,
108,BFL,Meadows Field,2001,6,0.0,1.0,0.0,ntsb,BFL 2001/6,18,8,26,9,7,3,13,7,6,4,0,0,BFL,7,30,22,9,9,1,7,6,1,36,1,0,1,0,9,12,11,0,1,4,9,5,0,0,0,7,5,23,0,70,0,0,0,9,0,0,7,3,0,0,0,0,16,21,1,0,0,0,8,2,4,15,46,79,0,18,0,3,3,0,0,0,0,8,9,1,2,1,13,23,3,7,5,0.7729790210723877
109,BFL,Meadows Field,2011,3,1.0,0.0,0.0,ntsb,BFL 2011/3,13,4,4,3,4,3,10,2,0,0,0,0,BFL,6,17,22,3,4,0,1,3,0,36,1,0,2,0,5,8,7,0,0,0,11,5,0,0,1,1,13,17,0,79,0,0,0,18,0,0,6,1,3,0,0,0,18,16,1,0,0,0,3,2,1,21,41,60,2,32,0,2,6,0,1,0,0,4,17,1,5,2,15,23,13,3,0,
