,0
liwc_prep_flfrm_syn_out_ct_6m,303
liwc_prep_flfrm_syn_out_ct_12m,603
liwc_prep_flfrm_syn_all_ct_1m,68
liwc_prep_flfrm_syn_all_ct_3m,154
liwc_prep_flfrm_syn_all_ct_6m,303
liwc_prep_flfrm_syn_all_ct_12m,603
liwc_prep_flfrm_call_ct_1m,68
liwc_prep_flfrm_call_ct_3m,154
liwc_prep_flfrm_call_ct_6m,303
liwc_prep_flfrm_call_ct_12m,603
liwc_prep_flfrm_call_out_ct_1m,68
liwc_prep_flfrm_call_out_ct_3m,154
liwc_prep_flfrm_call_out_ct_6m,303
liwc_prep_flfrm_call_out_ct_12m,603
liwc_prep_flfrm_call_all_ct_1m,68
liwc_prep_flfrm_call_all_ct_3m,154
liwc_prep_flfrm_call_all_ct_6m,303
liwc_prep_flfrm_call_all_ct_12m,603
liwc_prep_flfrm_narrsyn_ct_1m,68
liwc_prep_flfrm_narrsyn_ct_3m,154
liwc_prep_flfrm_narrsyn_ct_6m,303
liwc_prep_flfrm_narrsyn_ct_12m,603
liwc_prep_flfrm_narrsyn_out_ct_1m,68
liwc_prep_flfrm_narrsyn_out_ct_3m,154
liwc_prep_flfrm_narrsyn_out_ct_6m,303
liwc_prep_flfrm_narrsyn_out_ct_12m,603
liwc_prep_flfrm_narrsyn_all_ct_1m,68
liwc_prep_flfrm_narrsyn_all_ct_3m,154
liwc_prep_flfrm_narrsyn_all_ct_6m,303
liwc_prep_flfrm_narrsyn_all_ct_12m,603
liwc_prep_flfrm_all_ct_1m,68
liwc_prep_flfrm_all_ct_3m,154
liwc_prep_flfrm_all_ct_6m,303
liwc_prep_flfrm_all_ct_12m,603
liwc_prep_flfrm_all_out_ct_1m,68
liwc_prep_flfrm_all_out_ct_3m,154
liwc_prep_flfrm_all_out_ct_6m,303
liwc_prep_flfrm_all_out_ct_12m,603
liwc_prep_flfrm_all_all_ct_1m,68
liwc_prep_flfrm_all_all_ct_3m,154
liwc_prep_flfrm_all_all_ct_6m,303
liwc_prep_flfrm_all_all_ct_12m,603
liwc_negate_narr_ct_1m,68
liwc_negate_narr_ct_3m,154
liwc_negate_narr_ct_6m,303
liwc_negate_narr_ct_12m,603
liwc_negate_narr_prop_1m,19100
liwc_negate_narr_prop_3m,19100
liwc_negate_narr_prop_6m,19100
liwc_negate_narr_prop_12m,19100
liwc_negate_narr_avg_1m,68
liwc_negate_narr_avg_3m,154
liwc_negate_narr_avg_6m,303
liwc_negate_narr_avg_12m,603
liwc_negate_narr_out_ct_1m,68
liwc_negate_narr_out_ct_3m,154
liwc_negate_narr_out_ct_6m,303
liwc_negate_narr_out_ct_12m,603
liwc_negate_narr_all_ct_1m,68
liwc_negate_narr_all_ct_3m,154
liwc_negate_narr_all_ct_6m,303
liwc_negate_narr_all_ct_12m,603
liwc_negate_narr_out_prop_1m,19100
liwc_negate_narr_out_prop_3m,19100
liwc_negate_narr_out_prop_6m,19100
liwc_negate_narr_out_prop_12m,19100
liwc_negate_narr_all_prop_1m,19100
liwc_negate_narr_all_prop_3m,19100
liwc_negate_narr_all_prop_6m,19100
liwc_negate_narr_all_prop_12m,19100
liwc_negate_syn_ct_1m,68
liwc_negate_syn_ct_3m,154
liwc_negate_syn_ct_6m,303
liwc_negate_syn_ct_12m,603
liwc_negate_syn_prop_1m,19100
liwc_negate_syn_prop_3m,19100
liwc_negate_syn_prop_6m,19100
liwc_negate_syn_prop_12m,19100
liwc_negate_syn_avg_1m,68
liwc_negate_syn_avg_3m,154
liwc_negate_syn_avg_6m,303
liwc_negate_syn_avg_12m,603
liwc_negate_syn_out_ct_1m,68
liwc_negate_syn_out_ct_3m,154
liwc_negate_syn_out_ct_6m,303
liwc_negate_syn_out_ct_12m,603
liwc_negate_syn_all_ct_1m,68
liwc_negate_syn_all_ct_3m,154
liwc_negate_syn_all_ct_6m,303
liwc_negate_syn_all_ct_12m,603
liwc_negate_syn_out_prop_1m,19100
liwc_negate_syn_out_prop_3m,19100
liwc_negate_syn_out_prop_6m,19100
liwc_negate_syn_out_prop_12m,19100
liwc_negate_syn_all_prop_1m,19100
liwc_negate_syn_all_prop_3m,19100
liwc_negate_syn_all_prop_6m,19100
liwc_negate_syn_all_prop_12m,19100
liwc_negate_call_ct_1m,68
liwc_negate_call_ct_3m,154
liwc_negate_call_ct_6m,303
liwc_negate_call_ct_12m,603
liwc_negate_call_prop_1m,19100
liwc_negate_call_prop_3m,19100
liwc_negate_call_prop_6m,19100
liwc_negate_call_prop_12m,19100
liwc_negate_call_avg_1m,68
liwc_negate_call_avg_3m,154
liwc_negate_call_avg_6m,303
liwc_negate_call_avg_12m,603
liwc_negate_call_out_ct_1m,68
liwc_negate_call_out_ct_3m,154
liwc_negate_call_out_ct_6m,303
liwc_negate_call_out_ct_12m,603
liwc_negate_call_all_ct_1m,68
liwc_negate_call_all_ct_3m,154
liwc_negate_call_all_ct_6m,303
liwc_negate_call_all_ct_12m,603
liwc_negate_call_out_prop_1m,19100
liwc_negate_call_out_prop_3m,19100
liwc_negate_call_out_prop_6m,19100
liwc_negate_call_out_prop_12m,19100
liwc_negate_call_all_prop_1m,19100
liwc_negate_call_all_prop_3m,19100
liwc_negate_call_all_prop_6m,19100
liwc_negate_call_all_prop_12m,19100
liwc_negate_narrsyn_ct_1m,68
liwc_negate_narrsyn_ct_3m,154
liwc_negate_narrsyn_ct_6m,303
liwc_negate_narrsyn_ct_12m,603
liwc_negate_narrsyn_prop_1m,19100
liwc_negate_narrsyn_prop_3m,19100
liwc_negate_narrsyn_prop_6m,19100
liwc_negate_narrsyn_prop_12m,19100
liwc_negate_narrsyn_avg_1m,68
liwc_negate_narrsyn_avg_3m,154
liwc_negate_narrsyn_avg_6m,303
liwc_negate_narrsyn_avg_12m,603
liwc_negate_narrsyn_out_ct_1m,68
liwc_negate_narrsyn_out_ct_3m,154
liwc_negate_narrsyn_out_ct_6m,303
liwc_negate_narrsyn_out_ct_12m,603
liwc_negate_narrsyn_all_ct_1m,68
liwc_negate_narrsyn_all_ct_3m,154
liwc_negate_narrsyn_all_ct_6m,303
liwc_negate_narrsyn_all_ct_12m,603
liwc_negate_narrsyn_out_prop_1m,19100
liwc_negate_narrsyn_out_prop_3m,19100
liwc_negate_narrsyn_out_prop_6m,19100
liwc_negate_narrsyn_out_prop_12m,19100
liwc_negate_narrsyn_all_prop_1m,19100
liwc_negate_narrsyn_all_prop_3m,19100
liwc_negate_narrsyn_all_prop_6m,19100
liwc_negate_narrsyn_all_prop_12m,19100
liwc_negate_all_ct_1m,68
liwc_negate_all_ct_3m,154
liwc_negate_all_ct_6m,303
liwc_negate_all_ct_12m,603
liwc_negate_all_prop_1m,19100
liwc_negate_all_prop_3m,19100
liwc_negate_all_prop_6m,19100
liwc_negate_all_prop_12m,19100
liwc_negate_all_avg_1m,68
liwc_negate_all_avg_3m,154
liwc_negate_all_avg_6m,303
liwc_negate_all_avg_12m,603
liwc_negate_all_out_ct_1m,68
liwc_negate_all_out_ct_3m,154
liwc_negate_all_out_ct_6m,303
liwc_negate_all_out_ct_12m,603
liwc_negate_all_all_ct_1m,68
liwc_negate_all_all_ct_3m,154
liwc_negate_all_all_ct_6m,303
liwc_negate_all_all_ct_12m,603
liwc_negate_all_out_prop_1m,19100
liwc_negate_all_out_prop_3m,19100
liwc_negate_all_out_prop_6m,19100
liwc_negate_all_out_prop_12m,19100
liwc_negate_all_all_prop_1m,19100
liwc_negate_all_all_prop_3m,19100
liwc_negate_all_all_prop_6m,19100
liwc_negate_all_all_prop_12m,19100
liwc_negate_flfrm_narr_ct_1m,68
liwc_negate_flfrm_narr_ct_3m,154
liwc_negate_flfrm_narr_ct_6m,303
liwc_negate_flfrm_narr_ct_12m,603
liwc_negate_flfrm_narr_out_ct_1m,68
liwc_negate_flfrm_narr_out_ct_3m,154
liwc_negate_flfrm_narr_out_ct_6m,303
liwc_negate_flfrm_narr_out_ct_12m,603
liwc_negate_flfrm_narr_all_ct_1m,68
liwc_negate_flfrm_narr_all_ct_3m,154
liwc_negate_flfrm_narr_all_ct_6m,303
liwc_negate_flfrm_narr_all_ct_12m,603
liwc_negate_flfrm_syn_ct_1m,68
liwc_negate_flfrm_syn_ct_3m,154
liwc_negate_flfrm_syn_ct_6m,303
liwc_negate_flfrm_syn_ct_12m,603
liwc_negate_flfrm_syn_out_ct_1m,68
liwc_negate_flfrm_syn_out_ct_3m,154
liwc_negate_flfrm_syn_out_ct_6m,303
liwc_negate_flfrm_syn_out_ct_12m,603
liwc_negate_flfrm_syn_all_ct_1m,68
liwc_negate_flfrm_syn_all_ct_3m,154
liwc_negate_flfrm_syn_all_ct_6m,303
liwc_negate_flfrm_syn_all_ct_12m,603
liwc_negate_flfrm_call_ct_1m,68
liwc_negate_flfrm_call_ct_3m,154
liwc_negate_flfrm_call_ct_6m,303
liwc_negate_flfrm_call_ct_12m,603
liwc_negate_flfrm_call_out_ct_1m,68
liwc_negate_flfrm_call_out_ct_3m,154
liwc_negate_flfrm_call_out_ct_6m,303
liwc_negate_flfrm_call_out_ct_12m,603
liwc_negate_flfrm_call_all_ct_1m,68
liwc_negate_flfrm_call_all_ct_3m,154
liwc_negate_flfrm_call_all_ct_6m,303
liwc_negate_flfrm_call_all_ct_12m,603
liwc_negate_flfrm_narrsyn_ct_1m,68
liwc_negate_flfrm_narrsyn_ct_3m,154
liwc_negate_flfrm_narrsyn_ct_6m,303
liwc_negate_flfrm_narrsyn_ct_12m,603
liwc_negate_flfrm_narrsyn_out_ct_1m,68
liwc_negate_flfrm_narrsyn_out_ct_3m,154
liwc_negate_flfrm_narrsyn_out_ct_6m,303
liwc_negate_flfrm_narrsyn_out_ct_12m,603
liwc_negate_flfrm_narrsyn_all_ct_1m,68
liwc_negate_flfrm_narrsyn_all_ct_3m,154
liwc_negate_flfrm_narrsyn_all_ct_6m,303
liwc_negate_flfrm_narrsyn_all_ct_12m,603
liwc_negate_flfrm_all_ct_1m,68
liwc_negate_flfrm_all_ct_3m,154
liwc_negate_flfrm_all_ct_6m,303
liwc_negate_flfrm_all_ct_12m,603
liwc_negate_flfrm_all_out_ct_1m,68
liwc_negate_flfrm_all_out_ct_3m,154
liwc_negate_flfrm_all_out_ct_6m,303
liwc_negate_flfrm_all_out_ct_12m,603
liwc_negate_flfrm_all_all_ct_1m,68
liwc_negate_flfrm_all_all_ct_3m,154
liwc_negate_flfrm_all_all_ct_6m,303
liwc_negate_flfrm_all_all_ct_12m,603
liwc_anx_narr_ct_1m,68
liwc_anx_narr_ct_3m,154
liwc_anx_narr_ct_6m,303
liwc_anx_narr_ct_12m,603
liwc_anx_narr_prop_1m,19100
liwc_anx_narr_prop_3m,19100
liwc_anx_narr_prop_6m,19100
liwc_anx_narr_prop_12m,19100
liwc_anx_narr_avg_1m,68
liwc_anx_narr_avg_3m,154
liwc_anx_narr_avg_6m,303
liwc_anx_narr_avg_12m,603
liwc_anx_narr_out_ct_1m,68
liwc_anx_narr_out_ct_3m,154
liwc_anx_narr_out_ct_6m,303
liwc_anx_narr_out_ct_12m,603
liwc_anx_narr_all_ct_1m,68
liwc_anx_narr_all_ct_3m,154
liwc_anx_narr_all_ct_6m,303
liwc_anx_narr_all_ct_12m,603
liwc_anx_narr_out_prop_1m,19100
liwc_anx_narr_out_prop_3m,19100
liwc_anx_narr_out_prop_6m,19100
liwc_anx_narr_out_prop_12m,19100
liwc_anx_narr_all_prop_1m,19100
liwc_anx_narr_all_prop_3m,19100
liwc_anx_narr_all_prop_6m,19100
liwc_anx_narr_all_prop_12m,19100
liwc_anx_syn_ct_1m,68
liwc_anx_syn_ct_3m,154
liwc_anx_syn_ct_6m,303
liwc_anx_syn_ct_12m,603
liwc_anx_syn_prop_1m,19100
liwc_anx_syn_prop_3m,19100
liwc_anx_syn_prop_6m,19100
liwc_anx_syn_prop_12m,19100
liwc_anx_syn_avg_1m,68
liwc_anx_syn_avg_3m,154
liwc_anx_syn_avg_6m,303
liwc_anx_syn_avg_12m,603
liwc_anx_syn_out_ct_1m,68
liwc_anx_syn_out_ct_3m,154
liwc_anx_syn_out_ct_6m,303
liwc_anx_syn_out_ct_12m,603
liwc_anx_syn_all_ct_1m,68
liwc_anx_syn_all_ct_3m,154
liwc_anx_syn_all_ct_6m,303
liwc_anx_syn_all_ct_12m,603
liwc_anx_syn_out_prop_1m,19100
liwc_anx_syn_out_prop_3m,19100
liwc_anx_syn_out_prop_6m,19100
liwc_anx_syn_out_prop_12m,19100
liwc_anx_syn_all_prop_1m,19100
liwc_anx_syn_all_prop_3m,19100
liwc_anx_syn_all_prop_6m,19100
liwc_anx_syn_all_prop_12m,19100
liwc_anx_call_ct_1m,68
liwc_anx_call_ct_3m,154
liwc_anx_call_ct_6m,303
liwc_anx_call_ct_12m,603
liwc_anx_call_prop_1m,19100
liwc_anx_call_prop_3m,19100
liwc_anx_call_prop_6m,19100
liwc_anx_call_prop_12m,19100
liwc_anx_call_avg_1m,68
liwc_anx_call_avg_3m,154
liwc_anx_call_avg_6m,303
liwc_anx_call_avg_12m,603
liwc_anx_call_out_ct_1m,68
liwc_anx_call_out_ct_3m,154
liwc_anx_call_out_ct_6m,303
liwc_anx_call_out_ct_12m,603
liwc_anx_call_all_ct_1m,68
liwc_anx_call_all_ct_3m,154
liwc_anx_call_all_ct_6m,303
liwc_anx_call_all_ct_12m,603
liwc_anx_call_out_prop_1m,19100
liwc_anx_call_out_prop_3m,19100
liwc_anx_call_out_prop_6m,19100
liwc_anx_call_out_prop_12m,19100
liwc_anx_call_all_prop_1m,19100
liwc_anx_call_all_prop_3m,19100
liwc_anx_call_all_prop_6m,19100
liwc_anx_call_all_prop_12m,19100
liwc_anx_narrsyn_ct_1m,68
liwc_anx_narrsyn_ct_3m,154
liwc_anx_narrsyn_ct_6m,303
liwc_anx_narrsyn_ct_12m,603
liwc_anx_narrsyn_prop_1m,19100
liwc_anx_narrsyn_prop_3m,19100
liwc_anx_narrsyn_prop_6m,19100
liwc_anx_narrsyn_prop_12m,19100
liwc_anx_narrsyn_avg_1m,68
liwc_anx_narrsyn_avg_3m,154
liwc_anx_narrsyn_avg_6m,303
liwc_anx_narrsyn_avg_12m,603
liwc_anx_narrsyn_out_ct_1m,68
liwc_anx_narrsyn_out_ct_3m,154
liwc_anx_narrsyn_out_ct_6m,303
liwc_anx_narrsyn_out_ct_12m,603
liwc_anx_narrsyn_all_ct_1m,68
liwc_anx_narrsyn_all_ct_3m,154
liwc_anx_narrsyn_all_ct_6m,303
liwc_anx_narrsyn_all_ct_12m,603
liwc_anx_narrsyn_out_prop_1m,19100
liwc_anx_narrsyn_out_prop_3m,19100
liwc_anx_narrsyn_out_prop_6m,19100
liwc_anx_narrsyn_out_prop_12m,19100
liwc_anx_narrsyn_all_prop_1m,19100
liwc_anx_narrsyn_all_prop_3m,19100
liwc_anx_narrsyn_all_prop_6m,19100
liwc_anx_narrsyn_all_prop_12m,19100
liwc_anx_all_ct_1m,68
liwc_anx_all_ct_3m,154
liwc_anx_all_ct_6m,303
liwc_anx_all_ct_12m,603
liwc_anx_all_prop_1m,19100
liwc_anx_all_prop_3m,19100
liwc_anx_all_prop_6m,19100
liwc_anx_all_prop_12m,19100
liwc_anx_all_avg_1m,68
liwc_anx_all_avg_3m,154
liwc_anx_all_avg_6m,303
liwc_anx_all_avg_12m,603
liwc_anx_all_out_ct_1m,68
liwc_anx_all_out_ct_3m,154
liwc_anx_all_out_ct_6m,303
liwc_anx_all_out_ct_12m,603
liwc_anx_all_all_ct_1m,68
liwc_anx_all_all_ct_3m,154
liwc_anx_all_all_ct_6m,303
liwc_anx_all_all_ct_12m,603
liwc_anx_all_out_prop_1m,19100
liwc_anx_all_out_prop_3m,19100
liwc_anx_all_out_prop_6m,19100
liwc_anx_all_out_prop_12m,19100
liwc_anx_all_all_prop_1m,19100
liwc_anx_all_all_prop_3m,19100
liwc_anx_all_all_prop_6m,19100
liwc_anx_all_all_prop_12m,19100
liwc_anx_flfrm_narr_ct_1m,68
liwc_anx_flfrm_narr_ct_3m,154
liwc_anx_flfrm_narr_ct_6m,303
liwc_anx_flfrm_narr_ct_12m,603
liwc_anx_flfrm_narr_out_ct_1m,68
liwc_anx_flfrm_narr_out_ct_3m,154
liwc_anx_flfrm_narr_out_ct_6m,303
liwc_anx_flfrm_narr_out_ct_12m,603
liwc_anx_flfrm_narr_all_ct_1m,68
liwc_anx_flfrm_narr_all_ct_3m,154
liwc_anx_flfrm_narr_all_ct_6m,303
liwc_anx_flfrm_narr_all_ct_12m,603
liwc_anx_flfrm_syn_ct_1m,68
liwc_anx_flfrm_syn_ct_3m,154
liwc_anx_flfrm_syn_ct_6m,303
liwc_anx_flfrm_syn_ct_12m,603
liwc_anx_flfrm_syn_out_ct_1m,68
liwc_anx_flfrm_syn_out_ct_3m,154
liwc_anx_flfrm_syn_out_ct_6m,303
liwc_anx_flfrm_syn_out_ct_12m,603
liwc_anx_flfrm_syn_all_ct_1m,68
liwc_anx_flfrm_syn_all_ct_3m,154
liwc_anx_flfrm_syn_all_ct_6m,303
liwc_anx_flfrm_syn_all_ct_12m,603
liwc_anx_flfrm_call_ct_1m,68
liwc_anx_flfrm_call_ct_3m,154
liwc_anx_flfrm_call_ct_6m,303
liwc_anx_flfrm_call_ct_12m,603
liwc_anx_flfrm_call_out_ct_1m,68
liwc_anx_flfrm_call_out_ct_3m,154
liwc_anx_flfrm_call_out_ct_6m,303
liwc_anx_flfrm_call_out_ct_12m,603
liwc_anx_flfrm_call_all_ct_1m,68
liwc_anx_flfrm_call_all_ct_3m,154
liwc_anx_flfrm_call_all_ct_6m,303
liwc_anx_flfrm_call_all_ct_12m,603
liwc_anx_flfrm_narrsyn_ct_1m,68
liwc_anx_flfrm_narrsyn_ct_3m,154
liwc_anx_flfrm_narrsyn_ct_6m,303
liwc_anx_flfrm_narrsyn_ct_12m,603
liwc_anx_flfrm_narrsyn_out_ct_1m,68
liwc_anx_flfrm_narrsyn_out_ct_3m,154
liwc_anx_flfrm_narrsyn_out_ct_6m,303
liwc_anx_flfrm_narrsyn_out_ct_12m,603
liwc_anx_flfrm_narrsyn_all_ct_1m,68
liwc_anx_flfrm_narrsyn_all_ct_3m,154
liwc_anx_flfrm_narrsyn_all_ct_6m,303
liwc_anx_flfrm_narrsyn_all_ct_12m,603
liwc_anx_flfrm_all_ct_1m,68
liwc_anx_flfrm_all_ct_3m,154
liwc_anx_flfrm_all_ct_6m,303
liwc_anx_flfrm_all_ct_12m,603
liwc_anx_flfrm_all_out_ct_1m,68
liwc_anx_flfrm_all_out_ct_3m,154
liwc_anx_flfrm_all_out_ct_6m,303
liwc_anx_flfrm_all_out_ct_12m,603
liwc_anx_flfrm_all_all_ct_1m,68
liwc_anx_flfrm_all_all_ct_3m,154
liwc_anx_flfrm_all_all_ct_6m,303
liwc_anx_flfrm_all_all_ct_12m,603
liwc_death_narr_ct_1m,68
liwc_death_narr_ct_3m,154
liwc_death_narr_ct_6m,303
liwc_death_narr_ct_12m,603
liwc_death_narr_prop_1m,19100
liwc_death_narr_prop_3m,19100
liwc_death_narr_prop_6m,19100
liwc_death_narr_prop_12m,19100
liwc_death_narr_avg_1m,68
liwc_death_narr_avg_3m,154
liwc_death_narr_avg_6m,303
liwc_death_narr_avg_12m,603
liwc_death_narr_out_ct_1m,68
liwc_death_narr_out_ct_3m,154
liwc_death_narr_out_ct_6m,303
liwc_death_narr_out_ct_12m,603
liwc_death_narr_all_ct_1m,68
liwc_death_narr_all_ct_3m,154
liwc_death_narr_all_ct_6m,303
liwc_death_narr_all_ct_12m,603
liwc_death_narr_out_prop_1m,19100
liwc_death_narr_out_prop_3m,19100
liwc_death_narr_out_prop_6m,19100
liwc_death_narr_out_prop_12m,19100
liwc_death_narr_all_prop_1m,19100
liwc_death_narr_all_prop_3m,19100
liwc_death_narr_all_prop_6m,19100
liwc_death_narr_all_prop_12m,19100
liwc_death_syn_ct_1m,68
liwc_death_syn_ct_3m,154
liwc_death_syn_ct_6m,303
liwc_death_syn_ct_12m,603
liwc_death_syn_prop_1m,19100
liwc_death_syn_prop_3m,19100
liwc_death_syn_prop_6m,19100
liwc_death_syn_prop_12m,19100
liwc_death_syn_avg_1m,68
liwc_death_syn_avg_3m,154
liwc_death_syn_avg_6m,303
liwc_death_syn_avg_12m,603
liwc_death_syn_out_ct_1m,68
liwc_death_syn_out_ct_3m,154
liwc_death_syn_out_ct_6m,303
liwc_death_syn_out_ct_12m,603
liwc_death_syn_all_ct_1m,68
liwc_death_syn_all_ct_3m,154
liwc_death_syn_all_ct_6m,303
liwc_death_syn_all_ct_12m,603
liwc_death_syn_out_prop_1m,19100
liwc_death_syn_out_prop_3m,19100
liwc_death_syn_out_prop_6m,19100
liwc_death_syn_out_prop_12m,19100
liwc_death_syn_all_prop_1m,19100
liwc_death_syn_all_prop_3m,19100
liwc_death_syn_all_prop_6m,19100
liwc_death_syn_all_prop_12m,19100
liwc_death_call_ct_1m,68
liwc_death_call_ct_3m,154
liwc_death_call_ct_6m,303
liwc_death_call_ct_12m,603
liwc_death_call_prop_1m,19100
liwc_death_call_prop_3m,19100
liwc_death_call_prop_6m,19100
liwc_death_call_prop_12m,19100
liwc_death_call_avg_1m,68
liwc_death_call_avg_3m,154
liwc_death_call_avg_6m,303
liwc_death_call_avg_12m,603
liwc_death_call_out_ct_1m,68
liwc_death_call_out_ct_3m,154
liwc_death_call_out_ct_6m,303
liwc_death_call_out_ct_12m,603
liwc_death_call_all_ct_1m,68
liwc_death_call_all_ct_3m,154
liwc_death_call_all_ct_6m,303
liwc_death_call_all_ct_12m,603
liwc_death_call_out_prop_1m,19100
liwc_death_call_out_prop_3m,19100
liwc_death_call_out_prop_6m,19100
liwc_death_call_out_prop_12m,19100
liwc_death_call_all_prop_1m,19100
liwc_death_call_all_prop_3m,19100
liwc_death_call_all_prop_6m,19100
liwc_death_call_all_prop_12m,19100
liwc_death_narrsyn_ct_1m,68
liwc_death_narrsyn_ct_3m,154
liwc_death_narrsyn_ct_6m,303
liwc_death_narrsyn_ct_12m,603
liwc_death_narrsyn_prop_1m,19100
liwc_death_narrsyn_prop_3m,19100
liwc_death_narrsyn_prop_6m,19100
liwc_death_narrsyn_prop_12m,19100
liwc_death_narrsyn_avg_1m,68
liwc_death_narrsyn_avg_3m,154
liwc_death_narrsyn_avg_6m,303
liwc_death_narrsyn_avg_12m,603
liwc_death_narrsyn_out_ct_1m,68
liwc_death_narrsyn_out_ct_3m,154
liwc_death_narrsyn_out_ct_6m,303
liwc_death_narrsyn_out_ct_12m,603
liwc_death_narrsyn_all_ct_1m,68
liwc_death_narrsyn_all_ct_3m,154
liwc_death_narrsyn_all_ct_6m,303
liwc_death_narrsyn_all_ct_12m,603
liwc_death_narrsyn_out_prop_1m,19100
liwc_death_narrsyn_out_prop_3m,19100
liwc_death_narrsyn_out_prop_6m,19100
liwc_death_narrsyn_out_prop_12m,19100
liwc_death_narrsyn_all_prop_1m,19100
liwc_death_narrsyn_all_prop_3m,19100
liwc_death_narrsyn_all_prop_6m,19100
liwc_death_narrsyn_all_prop_12m,19100
liwc_death_all_ct_1m,68
liwc_death_all_ct_3m,154
liwc_death_all_ct_6m,303
liwc_death_all_ct_12m,603
liwc_death_all_prop_1m,19100
liwc_death_all_prop_3m,19100
liwc_death_all_prop_6m,19100
liwc_death_all_prop_12m,19100
liwc_death_all_avg_1m,68
liwc_death_all_avg_3m,154
liwc_death_all_avg_6m,303
liwc_death_all_avg_12m,603
liwc_death_all_out_ct_1m,68
liwc_death_all_out_ct_3m,154
liwc_death_all_out_ct_6m,303
liwc_death_all_out_ct_12m,603
liwc_death_all_all_ct_1m,68
liwc_death_all_all_ct_3m,154
liwc_death_all_all_ct_6m,303
liwc_death_all_all_ct_12m,603
liwc_death_all_out_prop_1m,19100
liwc_death_all_out_prop_3m,19100
liwc_death_all_out_prop_6m,19100
liwc_death_all_out_prop_12m,19100
liwc_death_all_all_prop_1m,19100
liwc_death_all_all_prop_3m,19100
liwc_death_all_all_prop_6m,19100
liwc_death_all_all_prop_12m,19100
liwc_death_flfrm_narr_ct_1m,68
liwc_death_flfrm_narr_ct_3m,154
liwc_death_flfrm_narr_ct_6m,303
liwc_death_flfrm_narr_ct_12m,603
liwc_death_flfrm_narr_out_ct_1m,68
liwc_death_flfrm_narr_out_ct_3m,154
liwc_death_flfrm_narr_out_ct_6m,303
liwc_death_flfrm_narr_out_ct_12m,603
liwc_death_flfrm_narr_all_ct_1m,68
liwc_death_flfrm_narr_all_ct_3m,154
liwc_death_flfrm_narr_all_ct_6m,303
liwc_death_flfrm_narr_all_ct_12m,603
liwc_death_flfrm_syn_ct_1m,68
liwc_death_flfrm_syn_ct_3m,154
liwc_death_flfrm_syn_ct_6m,303
liwc_death_flfrm_syn_ct_12m,603
liwc_death_flfrm_syn_out_ct_1m,68
liwc_death_flfrm_syn_out_ct_3m,154
liwc_death_flfrm_syn_out_ct_6m,303
liwc_death_flfrm_syn_out_ct_12m,603
liwc_death_flfrm_syn_all_ct_1m,68
liwc_death_flfrm_syn_all_ct_3m,154
liwc_death_flfrm_syn_all_ct_6m,303
liwc_death_flfrm_syn_all_ct_12m,603
liwc_death_flfrm_call_ct_1m,68
liwc_death_flfrm_call_ct_3m,154
liwc_death_flfrm_call_ct_6m,303
liwc_death_flfrm_call_ct_12m,603
liwc_death_flfrm_call_out_ct_1m,68
liwc_death_flfrm_call_out_ct_3m,154
liwc_death_flfrm_call_out_ct_6m,303
liwc_death_flfrm_call_out_ct_12m,603
liwc_death_flfrm_call_all_ct_1m,68
liwc_death_flfrm_call_all_ct_3m,154
liwc_death_flfrm_call_all_ct_6m,303
liwc_death_flfrm_call_all_ct_12m,603
liwc_death_flfrm_narrsyn_ct_1m,68
liwc_death_flfrm_narrsyn_ct_3m,154
liwc_death_flfrm_narrsyn_ct_6m,303
liwc_death_flfrm_narrsyn_ct_12m,603
liwc_death_flfrm_narrsyn_out_ct_1m,68
liwc_death_flfrm_narrsyn_out_ct_3m,154
liwc_death_flfrm_narrsyn_out_ct_6m,303
liwc_death_flfrm_narrsyn_out_ct_12m,603
liwc_death_flfrm_narrsyn_all_ct_1m,68
liwc_death_flfrm_narrsyn_all_ct_3m,154
liwc_death_flfrm_narrsyn_all_ct_6m,303
liwc_death_flfrm_narrsyn_all_ct_12m,603
liwc_death_flfrm_all_ct_1m,68
liwc_death_flfrm_all_ct_3m,154
liwc_death_flfrm_all_ct_6m,303
liwc_death_flfrm_all_ct_12m,603
liwc_death_flfrm_all_out_ct_1m,68
liwc_death_flfrm_all_out_ct_3m,154
liwc_death_flfrm_all_out_ct_6m,303
liwc_death_flfrm_all_out_ct_12m,603
liwc_death_flfrm_all_all_ct_1m,68
liwc_death_flfrm_all_all_ct_3m,154
liwc_death_flfrm_all_all_ct_6m,303
liwc_death_flfrm_all_all_ct_12m,603
liwc_insight_narr_ct_1m,68
liwc_insight_narr_ct_3m,154
liwc_insight_narr_ct_6m,303
liwc_insight_narr_ct_12m,603
liwc_insight_narr_prop_1m,19100
liwc_insight_narr_prop_3m,19100
liwc_insight_narr_prop_6m,19100
liwc_insight_narr_prop_12m,19100
liwc_insight_narr_avg_1m,68
liwc_insight_narr_avg_3m,154
liwc_insight_narr_avg_6m,303
liwc_insight_narr_avg_12m,603
liwc_insight_narr_out_ct_1m,68
liwc_insight_narr_out_ct_3m,154
liwc_insight_narr_out_ct_6m,303
liwc_insight_narr_out_ct_12m,603
liwc_insight_narr_all_ct_1m,68
liwc_insight_narr_all_ct_3m,154
liwc_insight_narr_all_ct_6m,303
liwc_insight_narr_all_ct_12m,603
liwc_insight_narr_out_prop_1m,19100
liwc_insight_narr_out_prop_3m,19100
